"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"°C"	""	""	""	""	""	""
"05/26/2017 20:50'00"	"42881.8680555556"	"  19.8000"	"  22.3000"	""	""	""	""	""	""	
"05/26/2017 21:00'00"	"42881.8750000000"	"  19.8000"	"  22.2000"	""	""	""	""	""	""	
"05/26/2017 21:10'00"	"42881.8819444444"	"  19.8000"	"  22.2000"	""	""	""	""	""	""	
"05/26/2017 21:20'00"	"42881.8888888889"	"  19.7000"	"  22.2000"	""	""	""	""	""	""	
"05/26/2017 21:30'00"	"42881.8958333333"	"  19.5000"	"  22.2000"	""	""	""	""	""	""	
"05/26/2017 21:40'00"	"42881.9027777778"	"  19.3000"	"  22.1000"	""	""	""	""	""	""	
"05/26/2017 21:50'00"	"42881.9097222222"	"  19.4000"	"  22.1000"	""	""	""	""	""	""	
"05/26/2017 22:00'00"	"42881.9166666667"	"  19.4000"	"  22.1000"	""	""	""	""	""	""	
"05/26/2017 22:10'00"	"42881.9236111111"	"  19.2000"	"  22.0000"	""	""	""	""	""	""	
"05/26/2017 22:20'00"	"42881.9305555556"	"  19.3000"	"  21.9000"	""	""	""	""	""	""	
"05/26/2017 22:30'00"	"42881.9375000000"	"  19.3000"	"  21.9000"	""	""	""	""	""	""	
"05/26/2017 22:40'00"	"42881.9444444444"	"  17.5000"	"  21.9000"	""	""	""	""	""	""	
"05/26/2017 22:50'00"	"42881.9513888889"	"  17.0000"	"  21.8000"	""	""	""	""	""	""	
"05/26/2017 23:00'00"	"42881.9583333333"	"  16.8000"	"  21.6000"	""	""	""	""	""	""	
"05/26/2017 23:10'00"	"42881.9652777778"	"  16.7000"	"  21.5000"	""	""	""	""	""	""	
"05/26/2017 23:20'00"	"42881.9722222222"	"  16.6000"	"  21.3000"	""	""	""	""	""	""	
"05/26/2017 23:30'00"	"42881.9791666667"	"  16.5000"	"  21.2000"	""	""	""	""	""	""	
"05/26/2017 23:40'00"	"42881.9861111111"	"  16.3000"	"  21.0000"	""	""	""	""	""	""	
"05/26/2017 23:50'00"	"42881.9930555556"	"  16.3000"	"  20.9000"	""	""	""	""	""	""	
"05/27/2017 00:00'00"	"42882.0000000000"	"  16.4000"	"  20.8000"	""	""	""	""	""	""	
"05/27/2017 00:10'00"	"42882.0069444444"	"  16.4000"	"  20.7000"	""	""	""	""	""	""	
"05/27/2017 00:20'00"	"42882.0138888889"	"  16.3000"	"  20.6000"	""	""	""	""	""	""	
"05/27/2017 00:30'00"	"42882.0208333333"	"  16.4000"	"  20.5000"	""	""	""	""	""	""	
"05/27/2017 00:40'00"	"42882.0277777778"	"  16.3000"	"  20.4000"	""	""	""	""	""	""	
"05/27/2017 00:50'00"	"42882.0347222222"	"  16.4000"	"  20.3000"	""	""	""	""	""	""	
"05/27/2017 01:00'00"	"42882.0416666667"	"  16.5000"	"  20.2000"	""	""	""	""	""	""	
"05/27/2017 01:10'00"	"42882.0486111111"	"  16.6000"	"  20.1000"	""	""	""	""	""	""	
"05/27/2017 01:20'00"	"42882.0555555556"	"  16.2000"	"  20.1000"	""	""	""	""	""	""	
"05/27/2017 01:30'00"	"42882.0625000000"	"  16.7000"	"  20.0000"	""	""	""	""	""	""	
"05/27/2017 01:40'00"	"42882.0694444444"	"  16.8000"	"  19.9000"	""	""	""	""	""	""	
"05/27/2017 01:50'00"	"42882.0763888889"	"  16.5000"	"  19.8000"	""	""	""	""	""	""	
"05/27/2017 02:00'00"	"42882.0833333333"	"  16.5000"	"  19.8000"	""	""	""	""	""	""	
"05/27/2017 02:10'00"	"42882.0902777778"	"  16.3000"	"  19.7000"	""	""	""	""	""	""	
"05/27/2017 02:20'00"	"42882.0972222222"	"  16.3000"	"  19.6000"	""	""	""	""	""	""	
"05/27/2017 02:30'00"	"42882.1041666667"	"  16.4000"	"  19.5000"	""	""	""	""	""	""	
"05/27/2017 02:40'00"	"42882.1111111111"	"  16.2000"	"  19.5000"	""	""	""	""	""	""	
"05/27/2017 02:50'00"	"42882.1180555556"	"  16.0000"	"  19.4000"	""	""	""	""	""	""	
"05/27/2017 03:00'00"	"42882.1250000000"	"  16.0000"	"  19.2000"	""	""	""	""	""	""	
"05/27/2017 03:10'00"	"42882.1319444444"	"  16.0000"	"  19.2000"	""	""	""	""	""	""	
"05/27/2017 03:20'00"	"42882.1388888889"	"  15.8000"	"  19.1000"	""	""	""	""	""	""	
"05/27/2017 03:30'00"	"42882.1458333333"	"  16.1000"	"  19.1000"	""	""	""	""	""	""	
"05/27/2017 03:40'00"	"42882.1527777778"	"  16.0000"	"  19.0000"	""	""	""	""	""	""	
"05/27/2017 03:50'00"	"42882.1597222222"	"  16.0000"	"  18.9000"	""	""	""	""	""	""	
"05/27/2017 04:00'00"	"42882.1666666667"	"  16.0000"	"  18.8000"	""	""	""	""	""	""	
"05/27/2017 04:10'00"	"42882.1736111111"	"  15.8000"	"  18.8000"	""	""	""	""	""	""	
"05/27/2017 04:20'00"	"42882.1805555556"	"  15.5000"	"  18.7000"	""	""	""	""	""	""	
"05/27/2017 04:30'00"	"42882.1875000000"	"  15.5000"	"  18.7000"	""	""	""	""	""	""	
"05/27/2017 04:40'00"	"42882.1944444444"	"  15.4000"	"  18.6000"	""	""	""	""	""	""	
"05/27/2017 04:50'00"	"42882.2013888889"	"  15.6000"	"  18.5000"	""	""	""	""	""	""	
"05/27/2017 05:00'00"	"42882.2083333333"	"  15.6000"	"  18.5000"	""	""	""	""	""	""	
"05/27/2017 05:10'00"	"42882.2152777778"	"  16.0000"	"  18.5000"	""	""	""	""	""	""	
"05/27/2017 05:20'00"	"42882.2222222222"	"  15.8000"	"  18.4000"	""	""	""	""	""	""	
"05/27/2017 05:30'00"	"42882.2291666667"	"  15.8000"	"  18.3000"	""	""	""	""	""	""	
"05/27/2017 05:40'00"	"42882.2361111111"	"  16.1000"	"  18.3000"	""	""	""	""	""	""	
"05/27/2017 05:50'00"	"42882.2430555556"	"  16.3000"	"  18.3000"	""	""	""	""	""	""	
"05/27/2017 06:00'00"	"42882.2500000000"	"  16.4000"	"  18.3000"	""	""	""	""	""	""	
"05/27/2017 06:10'00"	"42882.2569444444"	"  16.9000"	"  18.2000"	""	""	""	""	""	""	
"05/27/2017 06:20'00"	"42882.2638888889"	"  17.2000"	"  18.2000"	""	""	""	""	""	""	
"05/27/2017 06:30'00"	"42882.2708333333"	"  17.5000"	"  18.2000"	""	""	""	""	""	""	
"05/27/2017 06:40'00"	"42882.2777777778"	"  18.0000"	"  18.2000"	""	""	""	""	""	""	
"05/27/2017 06:50'00"	"42882.2847222222"	"  18.5000"	"  18.2000"	""	""	""	""	""	""	
"05/27/2017 07:00'00"	"42882.2916666667"	"  19.2000"	"  18.2000"	""	""	""	""	""	""	
"05/27/2017 07:10'00"	"42882.2986111111"	"  19.6000"	"  18.3000"	""	""	""	""	""	""	
"05/27/2017 07:20'00"	"42882.3055555556"	"  20.4000"	"  18.4000"	""	""	""	""	""	""	
"05/27/2017 07:30'00"	"42882.3125000000"	"  20.6000"	"  18.5000"	""	""	""	""	""	""	
"05/27/2017 07:40'00"	"42882.3194444444"	"  21.3000"	"  18.9000"	""	""	""	""	""	""	
"05/27/2017 07:50'00"	"42882.3263888889"	"  22.2000"	"  19.4000"	""	""	""	""	""	""	
"05/27/2017 08:00'00"	"42882.3333333333"	"  21.6000"	"  19.8000"	""	""	""	""	""	""	
"05/27/2017 08:10'00"	"42882.3402777778"	"  21.7000"	"  20.3000"	""	""	""	""	""	""	
"05/27/2017 08:20'00"	"42882.3472222222"	"  22.4000"	"  20.7000"	""	""	""	""	""	""	
"05/27/2017 08:30'00"	"42882.3541666667"	"  22.2000"	"  21.5000"	""	""	""	""	""	""	
"05/27/2017 08:40'00"	"42882.3611111111"	"  22.8000"	"  21.9000"	""	""	""	""	""	""	
"05/27/2017 08:50'00"	"42882.3680555556"	"  23.2000"	"  21.6000"	""	""	""	""	""	""	
"05/27/2017 09:00'00"	"42882.3750000000"	"  23.4000"	"  21.5000"	""	""	""	""	""	""	
"05/27/2017 09:10'00"	"42882.3819444444"	"  24.3000"	"  21.4000"	""	""	""	""	""	""	
"05/27/2017 09:20'00"	"42882.3888888889"	"  24.1000"	"  21.4000"	""	""	""	""	""	""	
"05/27/2017 09:30'00"	"42882.3958333333"	"  24.4000"	"  21.4000"	""	""	""	""	""	""	
"05/27/2017 09:40'00"	"42882.4027777778"	"  24.6000"	"  21.7000"	""	""	""	""	""	""	
"05/27/2017 09:50'00"	"42882.4097222222"	"  25.2000"	"  22.1000"	""	""	""	""	""	""	
"05/27/2017 10:00'00"	"42882.4166666667"	"  25.4000"	"  22.5000"	""	""	""	""	""	""	
"05/27/2017 10:10'00"	"42882.4236111111"	"  24.7000"	"  22.9000"	""	""	""	""	""	""	
"05/27/2017 10:20'00"	"42882.4305555556"	"  25.0000"	"  23.3000"	""	""	""	""	""	""	
"05/27/2017 10:30'00"	"42882.4375000000"	"  24.7000"	"  23.7000"	""	""	""	""	""	""	
"05/27/2017 10:40'00"	"42882.4444444444"	"  24.3000"	"  24.0000"	""	""	""	""	""	""	
"05/27/2017 10:50'00"	"42882.4513888889"	"  25.5000"	"  24.3000"	""	""	""	""	""	""	
"05/27/2017 11:00'00"	"42882.4583333333"	"  25.4000"	"  24.5000"	""	""	""	""	""	""	
"05/27/2017 11:10'00"	"42882.4652777778"	"  25.9000"	"  24.9000"	""	""	""	""	""	""	
"05/27/2017 11:20'00"	"42882.4722222222"	"  26.0000"	"  25.0000"	""	""	""	""	""	""	
"05/27/2017 11:30'00"	"42882.4791666667"	"  25.9000"	"  25.2000"	""	""	""	""	""	""	
"05/27/2017 11:40'00"	"42882.4861111111"	"  27.3000"	"  25.5000"	""	""	""	""	""	""	
"05/27/2017 11:50'00"	"42882.4930555556"	"  27.0000"	"  25.9000"	""	""	""	""	""	""	
"05/27/2017 12:00'00"	"42882.5000000000"	"  26.9000"	"  26.4000"	""	""	""	""	""	""	
"05/27/2017 12:10'00"	"42882.5069444444"	"  27.7000"	"  26.6000"	""	""	""	""	""	""	
"05/27/2017 12:20'00"	"42882.5138888889"	"  26.6000"	"  26.4000"	""	""	""	""	""	""	
"05/27/2017 12:30'00"	"42882.5208333333"	"  28.0000"	"  26.4000"	""	""	""	""	""	""	
"05/27/2017 12:40'00"	"42882.5277777778"	"  26.8000"	"  26.5000"	""	""	""	""	""	""	
"05/27/2017 12:50'00"	"42882.5347222222"	"  30.1000"	"  26.5000"	""	""	""	""	""	""	
"05/27/2017 13:00'00"	"42882.5416666667"	"  29.5000"	"  26.6000"	""	""	""	""	""	""	
"05/27/2017 13:10'00"	"42882.5486111111"	"  30.3000"	"  27.1000"	""	""	""	""	""	""	
"05/27/2017 13:20'00"	"42882.5555555556"	"  30.4000"	"  27.4000"	""	""	""	""	""	""	
"05/27/2017 13:30'00"	"42882.5625000000"	"  29.2000"	"  27.3000"	""	""	""	""	""	""	
"05/27/2017 13:40'00"	"42882.5694444444"	"  30.3000"	"  27.2000"	""	""	""	""	""	""	
"05/27/2017 13:50'00"	"42882.5763888889"	"  29.8000"	"  26.9000"	""	""	""	""	""	""	
"05/27/2017 14:00'00"	"42882.5833333333"	"  26.8000"	"  26.5000"	""	""	""	""	""	""	
"05/27/2017 14:10'00"	"42882.5902777778"	"  26.9000"	"  26.2000"	""	""	""	""	""	""	
"05/27/2017 14:20'00"	"42882.5972222222"	"  28.2000"	"  25.9000"	""	""	""	""	""	""	
"05/27/2017 14:30'00"	"42882.6041666667"	"  26.5000"	"  25.5000"	""	""	""	""	""	""	
"05/27/2017 14:40'00"	"42882.6111111111"	"  29.0000"	"  25.2000"	""	""	""	""	""	""	
"05/27/2017 14:50'00"	"42882.6180555556"	"  27.9000"	"  25.0000"	""	""	""	""	""	""	
"05/27/2017 15:00'00"	"42882.6250000000"	"  26.7000"	"  24.8000"	""	""	""	""	""	""	
"05/27/2017 15:10'00"	"42882.6319444444"	"  27.3000"	"  24.6000"	""	""	""	""	""	""	
"05/27/2017 15:20'00"	"42882.6388888889"	"  26.3000"	"  24.4000"	""	""	""	""	""	""	
"05/27/2017 15:30'00"	"42882.6458333333"	"  26.2000"	"  24.2000"	""	""	""	""	""	""	
"05/27/2017 15:40'00"	"42882.6527777778"	"  25.0000"	"  24.1000"	""	""	""	""	""	""	
"05/27/2017 15:50'00"	"42882.6597222222"	"  25.4000"	"  24.0000"	""	""	""	""	""	""	
"05/27/2017 16:00'00"	"42882.6666666667"	"  25.2000"	"  23.9000"	""	""	""	""	""	""	
"05/27/2017 16:10'00"	"42882.6736111111"	"  25.4000"	"  23.7000"	""	""	""	""	""	""	
"05/27/2017 16:20'00"	"42882.6805555556"	"  24.9000"	"  23.6000"	""	""	""	""	""	""	
"05/27/2017 16:30'00"	"42882.6875000000"	"  24.8000"	"  23.5000"	""	""	""	""	""	""	
"05/27/2017 16:40'00"	"42882.6944444444"	"  25.2000"	"  23.4000"	""	""	""	""	""	""	
"05/27/2017 16:50'00"	"42882.7013888889"	"  24.6000"	"  23.2000"	""	""	""	""	""	""	
"05/27/2017 17:00'00"	"42882.7083333333"	"  24.3000"	"  23.1000"	""	""	""	""	""	""	
"05/27/2017 17:10'00"	"42882.7152777778"	"  23.9000"	"  22.9000"	""	""	""	""	""	""	
"05/27/2017 17:20'00"	"42882.7222222222"	"  23.8000"	"  22.9000"	""	""	""	""	""	""	
"05/27/2017 17:30'00"	"42882.7291666667"	"  23.6000"	"  22.8000"	""	""	""	""	""	""	
"05/27/2017 17:40'00"	"42882.7361111111"	"  22.6000"	"  22.5000"	""	""	""	""	""	""	
"05/27/2017 17:50'00"	"42882.7430555556"	"  22.1000"	"  22.1000"	""	""	""	""	""	""	
"05/27/2017 18:00'00"	"42882.7500000000"	"  21.6000"	"  21.7000"	""	""	""	""	""	""	
"05/27/2017 18:10'00"	"42882.7569444444"	"  21.3000"	"  21.4000"	""	""	""	""	""	""	
"05/27/2017 18:20'00"	"42882.7638888889"	"  21.1000"	"  21.2000"	""	""	""	""	""	""	
"05/27/2017 18:30'00"	"42882.7708333333"	"  20.7000"	"  20.7000"	""	""	""	""	""	""	
"05/27/2017 18:40'00"	"42882.7777777778"	"  20.3000"	"  20.4000"	""	""	""	""	""	""	
"05/27/2017 18:50'00"	"42882.7847222222"	"  20.2000"	"  20.2000"	""	""	""	""	""	""	
"05/27/2017 19:00'00"	"42882.7916666667"	"  19.9000"	"  20.0000"	""	""	""	""	""	""	
"05/27/2017 19:10'00"	"42882.7986111111"	"  19.8000"	"  19.9000"	""	""	""	""	""	""	
"05/27/2017 19:20'00"	"42882.8055555556"	"  19.6000"	"  19.7000"	""	""	""	""	""	""	
"05/27/2017 19:30'00"	"42882.8125000000"	"  19.5000"	"  19.6000"	""	""	""	""	""	""	
"05/27/2017 19:40'00"	"42882.8194444444"	"  19.2000"	"  19.3000"	""	""	""	""	""	""	
"05/27/2017 19:50'00"	"42882.8263888889"	"  19.0000"	"  19.1000"	""	""	""	""	""	""	
"05/27/2017 20:00'00"	"42882.8333333333"	"  18.9000"	"  19.0000"	""	""	""	""	""	""	
"05/27/2017 20:10'00"	"42882.8402777778"	"  18.7000"	"  18.8000"	""	""	""	""	""	""	
"05/27/2017 20:20'00"	"42882.8472222222"	"  18.6000"	"  18.8000"	""	""	""	""	""	""	
"05/27/2017 20:30'00"	"42882.8541666667"	"  18.6000"	"  18.8000"	""	""	""	""	""	""	
"05/27/2017 20:40'00"	"42882.8611111111"	"  18.4000"	"  18.5000"	""	""	""	""	""	""	
"05/27/2017 20:50'00"	"42882.8680555556"	"  18.4000"	"  18.5000"	""	""	""	""	""	""	
"05/27/2017 21:00'00"	"42882.8750000000"	"  18.3000"	"  18.3000"	""	""	""	""	""	""	
"05/27/2017 21:10'00"	"42882.8819444444"	"  18.3000"	"  18.3000"	""	""	""	""	""	""	
"05/27/2017 21:20'00"	"42882.8888888889"	"  18.1000"	"  18.2000"	""	""	""	""	""	""	
"05/27/2017 21:30'00"	"42882.8958333333"	"  18.2000"	"  18.2000"	""	""	""	""	""	""	
"05/27/2017 21:40'00"	"42882.9027777778"	"  18.1000"	"  18.1000"	""	""	""	""	""	""	
"05/27/2017 21:50'00"	"42882.9097222222"	"  17.8000"	"  17.9000"	""	""	""	""	""	""	
"05/27/2017 22:00'00"	"42882.9166666667"	"  17.7000"	"  17.8000"	""	""	""	""	""	""	
"05/27/2017 22:10'00"	"42882.9236111111"	"  17.6000"	"  17.7000"	""	""	""	""	""	""	
"05/27/2017 22:20'00"	"42882.9305555556"	"  17.4000"	"  17.5000"	""	""	""	""	""	""	
"05/27/2017 22:30'00"	"42882.9375000000"	"  17.0000"	"  17.1000"	""	""	""	""	""	""	
"05/27/2017 22:40'00"	"42882.9444444444"	"  17.2000"	"  17.2000"	""	""	""	""	""	""	
"05/27/2017 22:50'00"	"42882.9513888889"	"  16.9000"	"  17.0000"	""	""	""	""	""	""	
"05/27/2017 23:00'00"	"42882.9583333333"	"  17.1000"	"  17.1000"	""	""	""	""	""	""	
"05/27/2017 23:10'00"	"42882.9652777778"	"  17.1000"	"  17.2000"	""	""	""	""	""	""	
"05/27/2017 23:20'00"	"42882.9722222222"	"  16.9000"	"  16.9000"	""	""	""	""	""	""	
"05/27/2017 23:30'00"	"42882.9791666667"	"  16.9000"	"  16.9000"	""	""	""	""	""	""	
"05/27/2017 23:40'00"	"42882.9861111111"	"  16.7000"	"  16.8000"	""	""	""	""	""	""	
"05/27/2017 23:50'00"	"42882.9930555556"	"  16.5000"	"  16.6000"	""	""	""	""	""	""	
"05/28/2017 00:00'00"	"42883.0000000000"	"  16.5000"	"  16.6000"	""	""	""	""	""	""	
"05/28/2017 00:10'00"	"42883.0069444444"	"  16.5000"	"  16.7000"	""	""	""	""	""	""	
"05/28/2017 00:20'00"	"42883.0138888889"	"  15.9000"	"  16.0000"	""	""	""	""	""	""	
"05/28/2017 00:30'00"	"42883.0208333333"	"  16.0000"	"  16.1000"	""	""	""	""	""	""	
"05/28/2017 00:40'00"	"42883.0277777778"	"  15.8000"	"  15.9000"	""	""	""	""	""	""	
"05/28/2017 00:50'00"	"42883.0347222222"	"  16.0000"	"  16.0000"	""	""	""	""	""	""	
"05/28/2017 01:00'00"	"42883.0416666667"	"  15.6000"	"  15.7000"	""	""	""	""	""	""	
"05/28/2017 01:10'00"	"42883.0486111111"	"  15.6000"	"  15.7000"	""	""	""	""	""	""	
"05/28/2017 01:20'00"	"42883.0555555556"	"  15.4000"	"  15.4000"	""	""	""	""	""	""	
"05/28/2017 01:30'00"	"42883.0625000000"	"  15.4000"	"  15.4000"	""	""	""	""	""	""	
"05/28/2017 01:40'00"	"42883.0694444444"	"  15.5000"	"  15.6000"	""	""	""	""	""	""	
"05/28/2017 01:50'00"	"42883.0763888889"	"  15.4000"	"  15.5000"	""	""	""	""	""	""	
"05/28/2017 02:00'00"	"42883.0833333333"	"  15.4000"	"  15.5000"	""	""	""	""	""	""	
"05/28/2017 02:10'00"	"42883.0902777778"	"  15.1000"	"  15.2000"	""	""	""	""	""	""	
"05/28/2017 02:20'00"	"42883.0972222222"	"  15.1000"	"  15.2000"	""	""	""	""	""	""	
"05/28/2017 02:30'00"	"42883.1041666667"	"  15.2000"	"  15.2000"	""	""	""	""	""	""	
"05/28/2017 02:40'00"	"42883.1111111111"	"  15.3000"	"  15.3000"	""	""	""	""	""	""	
"05/28/2017 02:50'00"	"42883.1180555556"	"  15.2000"	"  15.2000"	""	""	""	""	""	""	
"05/28/2017 03:00'00"	"42883.1250000000"	"  15.3000"	"  15.4000"	""	""	""	""	""	""	
"05/28/2017 03:10'00"	"42883.1319444444"	"  15.4000"	"  15.5000"	""	""	""	""	""	""	
"05/28/2017 03:20'00"	"42883.1388888889"	"  15.1000"	"  15.2000"	""	""	""	""	""	""	
"05/28/2017 03:30'00"	"42883.1458333333"	"  15.1000"	"  15.1000"	""	""	""	""	""	""	
"05/28/2017 03:40'00"	"42883.1527777778"	"  15.2000"	"  15.2000"	""	""	""	""	""	""	
"05/28/2017 03:50'00"	"42883.1597222222"	"  15.1000"	"  15.1000"	""	""	""	""	""	""	
"05/28/2017 04:00'00"	"42883.1666666667"	"  14.8000"	"  14.8000"	""	""	""	""	""	""	
"05/28/2017 04:10'00"	"42883.1736111111"	"  14.6000"	"  14.6000"	""	""	""	""	""	""	
"05/28/2017 04:20'00"	"42883.1805555556"	"  14.4000"	"  14.4000"	""	""	""	""	""	""	
"05/28/2017 04:30'00"	"42883.1875000000"	"  14.3000"	"  14.4000"	""	""	""	""	""	""	
"05/28/2017 04:40'00"	"42883.1944444444"	"  13.9000"	"  14.0000"	""	""	""	""	""	""	
"05/28/2017 04:50'00"	"42883.2013888889"	"  13.6000"	"  13.7000"	""	""	""	""	""	""	
"05/28/2017 05:00'00"	"42883.2083333333"	"  13.4000"	"  13.5000"	""	""	""	""	""	""	
"05/28/2017 05:10'00"	"42883.2152777778"	"  14.0000"	"  14.0000"	""	""	""	""	""	""	
"05/28/2017 05:20'00"	"42883.2222222222"	"  14.8000"	"  14.8000"	""	""	""	""	""	""	
"05/28/2017 05:30'00"	"42883.2291666667"	"  15.3000"	"  15.3000"	""	""	""	""	""	""	
"05/28/2017 05:40'00"	"42883.2361111111"	"  15.8000"	"  15.8000"	""	""	""	""	""	""	
"05/28/2017 05:50'00"	"42883.2430555556"	"  16.4000"	"  16.4000"	""	""	""	""	""	""	
"05/28/2017 06:00'00"	"42883.2500000000"	"  16.7000"	"  16.7000"	""	""	""	""	""	""	
"05/28/2017 06:10'00"	"42883.2569444444"	"  17.6000"	"  17.4000"	""	""	""	""	""	""	
"05/28/2017 06:20'00"	"42883.2638888889"	"  18.0000"	"  17.8000"	""	""	""	""	""	""	
"05/28/2017 06:30'00"	"42883.2708333333"	"  18.2000"	"  18.1000"	""	""	""	""	""	""	
"05/28/2017 06:40'00"	"42883.2777777778"	"  19.0000"	"  18.7000"	""	""	""	""	""	""	
"05/28/2017 06:50'00"	"42883.2847222222"	"  20.6000"	"  19.7000"	""	""	""	""	""	""	
"05/28/2017 07:00'00"	"42883.2916666667"	"  19.8000"	"  19.7000"	""	""	""	""	""	""	
"05/28/2017 07:10'00"	"42883.2986111111"	"  20.2000"	"  21.0000"	""	""	""	""	""	""	
"05/28/2017 07:20'00"	"42883.3055555556"	"  20.7000"	"  21.4000"	""	""	""	""	""	""	
"05/28/2017 07:30'00"	"42883.3125000000"	"  21.0000"	"  22.0000"	""	""	""	""	""	""	
"05/28/2017 07:40'00"	"42883.3194444444"	"  21.3000"	"  22.0000"	""	""	""	""	""	""	
"05/28/2017 07:50'00"	"42883.3263888889"	"  22.1000"	"  20.9000"	""	""	""	""	""	""	
"05/28/2017 08:00'00"	"42883.3333333333"	"  21.1000"	"  21.2000"	""	""	""	""	""	""	
"05/28/2017 08:10'00"	"42883.3402777778"	"  22.2000"	"  21.8000"	""	""	""	""	""	""	
"05/28/2017 08:20'00"	"42883.3472222222"	"  22.2000"	"  22.1000"	""	""	""	""	""	""	
"05/28/2017 08:30'00"	"42883.3541666667"	"  22.6000"	"  22.2000"	""	""	""	""	""	""	
"05/28/2017 08:40'00"	"42883.3611111111"	"  22.6000"	"  21.6000"	""	""	""	""	""	""	
"05/28/2017 08:50'00"	"42883.3680555556"	"  23.3000"	"  21.2000"	""	""	""	""	""	""	
"05/28/2017 09:00'00"	"42883.3750000000"	"  24.3000"	"  21.0000"	""	""	""	""	""	""	
"05/28/2017 09:10'00"	"42883.3819444444"	"  25.0000"	"  21.2000"	""	""	""	""	""	""	
"05/28/2017 09:20'00"	"42883.3888888889"	"  24.0000"	"  21.3000"	""	""	""	""	""	""	
"05/28/2017 09:30'00"	"42883.3958333333"	"  24.4000"	"  21.8000"	""	""	""	""	""	""	
"05/28/2017 09:40'00"	"42883.4027777778"	"  24.3000"	"  22.4000"	""	""	""	""	""	""	
"05/28/2017 09:50'00"	"42883.4097222222"	"  24.7000"	"  23.0000"	""	""	""	""	""	""	
"05/28/2017 10:00'00"	"42883.4166666667"	"  25.8000"	"  23.6000"	""	""	""	""	""	""	
"05/28/2017 10:10'00"	"42883.4236111111"	"  26.2000"	"  24.3000"	""	""	""	""	""	""	
"05/28/2017 10:20'00"	"42883.4305555556"	"  25.6000"	"  24.9000"	""	""	""	""	""	""	
"05/28/2017 10:30'00"	"42883.4375000000"	"  26.0000"	"  25.4000"	""	""	""	""	""	""	
"05/28/2017 10:40'00"	"42883.4444444444"	"  27.3000"	"  26.1000"	""	""	""	""	""	""	
"05/28/2017 10:50'00"	"42883.4513888889"	"  26.6000"	"  26.8000"	""	""	""	""	""	""	
"05/28/2017 11:00'00"	"42883.4583333333"	"  28.1000"	"  27.2000"	""	""	""	""	""	""	
"05/28/2017 11:10'00"	"42883.4652777778"	"  28.1000"	"  27.0000"	""	""	""	""	""	""	
"05/28/2017 11:20'00"	"42883.4722222222"	"  29.0000"	"  27.4000"	""	""	""	""	""	""	
"05/28/2017 11:30'00"	"42883.4791666667"	"  27.4000"	"  28.6000"	""	""	""	""	""	""	
"05/28/2017 11:40'00"	"42883.4861111111"	"  26.7000"	"  29.3000"	""	""	""	""	""	""	
"05/28/2017 11:50'00"	"42883.4930555556"	"  29.7000"	"  30.1000"	""	""	""	""	""	""	
"05/28/2017 12:00'00"	"42883.5000000000"	"  29.9000"	"  30.6000"	""	""	""	""	""	""	
"05/28/2017 12:10'00"	"42883.5069444444"	"  30.3000"	"  29.4000"	""	""	""	""	""	""	
"05/28/2017 12:20'00"	"42883.5138888889"	"  29.7000"	"  29.3000"	""	""	""	""	""	""	
"05/28/2017 12:30'00"	"42883.5208333333"	"  29.0000"	"  29.4000"	""	""	""	""	""	""	
"05/28/2017 12:40'00"	"42883.5277777778"	"  28.3000"	"  30.2000"	""	""	""	""	""	""	
"05/28/2017 12:50'00"	"42883.5347222222"	"  29.2000"	"  29.1000"	""	""	""	""	""	""	
"05/28/2017 13:00'00"	"42883.5416666667"	"  29.8000"	"  29.9000"	""	""	""	""	""	""	
"05/28/2017 13:10'00"	"42883.5486111111"	"  31.6000"	"  30.9000"	""	""	""	""	""	""	
"05/28/2017 13:20'00"	"42883.5555555556"	"  30.0000"	"  30.5000"	""	""	""	""	""	""	
"05/28/2017 13:30'00"	"42883.5625000000"	"  30.6000"	"  30.2000"	""	""	""	""	""	""	
"05/28/2017 13:40'00"	"42883.5694444444"	"  31.7000"	"  29.8000"	""	""	""	""	""	""	
"05/28/2017 13:50'00"	"42883.5763888889"	"  32.5000"	"  28.8000"	""	""	""	""	""	""	
"05/28/2017 14:00'00"	"42883.5833333333"	"  31.5000"	"  28.1000"	""	""	""	""	""	""	
"05/28/2017 14:10'00"	"42883.5902777778"	"  31.1000"	"  27.6000"	""	""	""	""	""	""	
"05/28/2017 14:20'00"	"42883.5972222222"	"  32.1000"	"  27.3000"	""	""	""	""	""	""	
"05/28/2017 14:30'00"	"42883.6041666667"	"  31.0000"	"  26.9000"	""	""	""	""	""	""	
"05/28/2017 14:40'00"	"42883.6111111111"	"  30.9000"	"  26.6000"	""	""	""	""	""	""	
"05/28/2017 14:50'00"	"42883.6180555556"	"  29.7000"	"  26.2000"	""	""	""	""	""	""	
"05/28/2017 15:00'00"	"42883.6250000000"	"  29.4000"	"  26.1000"	""	""	""	""	""	""	
"05/28/2017 15:10'00"	"42883.6319444444"	"  29.4000"	"  25.9000"	""	""	""	""	""	""	
"05/28/2017 15:20'00"	"42883.6388888889"	"  28.8000"	"  25.8000"	""	""	""	""	""	""	
"05/28/2017 15:30'00"	"42883.6458333333"	"  30.3000"	"  30.7000"	""	""	""	""	""	""	
