< Measurement Data Text Output >									
									
Date/Time	@date()	T60		ch.3	ch.4	ch.5	ch.6	ch.7	ch.8
		°C	°C						
08/27/2019 15:00'00	43704.625	26.1	26.5						
08/27/2019 15:20'00	43704.63889	25.5	26.5						
08/27/2019 15:40'00	43704.65278	25.1	26.4						
08/27/2019 16:00'00	43704.66667	24.6	26.3						
08/27/2019 16:20'00	43704.68056	24.5	26.2						
08/27/2019 16:40'00	43704.69444	24	26.1						
08/27/2019 17:00'00	43704.70833	23.9	26						
08/27/2019 17:20'00	43704.72222	23	25.9						
08/27/2019 17:40'00	43704.73611	22.9	25.8						
08/27/2019 18:00'00	43704.75	22.8	25.7						
08/27/2019 18:20'00	43704.76389	22.7	25.6						
08/27/2019 18:40'00	43704.77778	22.5	25.5						
08/27/2019 19:00'00	43704.79167	22.6	25.4						
08/27/2019 19:20'00	43704.80556	22.4	25.4						
08/27/2019 19:40'00	43704.81944	22.5	25.3						
08/27/2019 20:00'00	43704.83333	22.6	25.2						
08/27/2019 20:20'00	43704.84722	22.4	25.2						
08/27/2019 20:40'00	43704.86111	22.6	25.1						
08/27/2019 21:00'00	43704.875	22.5	25.1						
08/27/2019 21:20'00	43704.88889	22.7	25.1						
08/27/2019 21:40'00	43704.90278	22.9	25.1						
08/27/2019 22:00'00	43704.91667	22.9	25.1						
08/27/2019 22:20'00	43704.93056	22.8	25.1						
08/27/2019 22:40'00	43704.94444	22.7	25						
08/27/2019 23:00'00	43704.95833	22.9	25						
08/27/2019 23:20'00	43704.97222	22.8	25						
08/27/2019 23:40'00	43704.98611	22.9	24.9						
08/28/2019 00:00'00	43705	23.2	25						
08/28/2019 00:20'00	43705.01389	22.9	24.9						
08/28/2019 00:40'00	43705.02778	23.2	24.9						
08/28/2019 01:00'00	43705.04167	23.1	24.9						
08/28/2019 01:20'00	43705.05556	23.1	25						
08/28/2019 01:40'00	43705.06944	23.2	24.9						
08/28/2019 02:00'00	43705.08333	23.3	24.9						
08/28/2019 02:20'00	43705.09722	23.3	24.9						
08/28/2019 02:40'00	43705.11111	23.3	24.9						
08/28/2019 03:00'00	43705.125	23.5	24.9						
08/28/2019 03:20'00	43705.13889	23.6	24.9						
08/28/2019 03:40'00	43705.15278	23.8	25						
08/28/2019 04:00'00	43705.16667	23.8	25						
08/28/2019 04:20'00	43705.18056	23.9	25						
08/28/2019 04:40'00	43705.19444	24	25						
08/28/2019 05:00'00	43705.20833	24.1	25.1						
08/28/2019 05:20'00	43705.22222	24.3	25.1						
08/28/2019 05:40'00	43705.23611	24.4	25.1						
08/28/2019 06:00'00	43705.25	24.5	25.2						
08/28/2019 06:20'00	43705.26389	25	25.2						
08/28/2019 06:40'00	43705.27778	26	25.3						
08/28/2019 07:00'00	43705.29167	26.2	25.4						
08/28/2019 07:20'00	43705.30556	26.3	25.5						
08/28/2019 07:40'00	43705.31944	26.4	25.5						
08/28/2019 08:00'00	43705.33333	26.2	25.5						
08/28/2019 08:20'00	43705.34722	25.7	25.6						
08/28/2019 08:40'00	43705.36111	26.2	25.6						
08/28/2019 09:00'00	43705.375	26.7	25.7						
08/28/2019 09:20'00	43705.38889	27	25.7						
08/28/2019 09:40'00	43705.40278	27.3	25.8						
08/28/2019 10:00'00	43705.41667	27.6	25.8						
08/28/2019 10:20'00	43705.43056	28.7	26						
08/28/2019 10:40'00	43705.44444	29	26						
08/28/2019 11:00'00	43705.45833	28.4	26.1						
08/28/2019 11:20'00	43705.47222	28.7	26.2						
08/28/2019 11:40'00	43705.48611	28.6	26.3						
08/28/2019 12:00'00	43705.5	29.6	26.3						
08/28/2019 12:20'00	43705.51389	28.5	26.4						
08/28/2019 12:40'00	43705.52778	29	26.5						
08/28/2019 13:00'00	43705.54167	28.8	26.5						
08/28/2019 13:20'00	43705.55556	29.3	26.6						
08/28/2019 13:40'00	43705.56944	29.5	26.7						
08/28/2019 14:00'00	43705.58333	28.7	26.7						
08/28/2019 14:20'00	43705.59722	28.8	26.8						
08/28/2019 14:40'00	43705.61111	28.9	26.8						
08/28/2019 15:00'00	43705.625	28.9	26.8						
08/28/2019 15:20'00	43705.63889	28.5	26.9						
08/28/2019 15:40'00	43705.65278	27.2	26.9						
08/28/2019 16:00'00	43705.66667	26.9	26.8						
08/28/2019 16:20'00	43705.68056	26.6	26.7						
08/28/2019 16:40'00	43705.69444	25.8	26.6						
08/28/2019 17:00'00	43705.70833	25.8	26.6						
08/28/2019 17:20'00	43705.72222	25.8	26.5						
08/28/2019 17:40'00	43705.73611	25.1	26.4						
08/28/2019 18:00'00	43705.75	24.8	26.4						
08/28/2019 18:20'00	43705.76389	24.4	26.2						
08/28/2019 18:40'00	43705.77778	24.4	26.1						
08/28/2019 19:00'00	43705.79167	24	26.1						
08/28/2019 19:20'00	43705.80556	24	26						
08/28/2019 19:40'00	43705.81944	24	25.9						
08/28/2019 20:00'00	43705.83333	23.8	25.8						
08/28/2019 20:20'00	43705.84722	23.8	25.8						
08/28/2019 20:40'00	43705.86111	23.8	25.8						
08/28/2019 21:00'00	43705.875	23.8	25.7						
08/28/2019 21:20'00	43705.88889	23.8	25.7						
08/28/2019 21:40'00	43705.90278	23.6	25.7						
08/28/2019 22:00'00	43705.91667	23.7	25.6						
08/28/2019 22:20'00	43705.93056	23.6	25.5						
08/28/2019 22:40'00	43705.94444	23.6	25.5						
08/28/2019 23:00'00	43705.95833	23.7	25.5						
08/28/2019 23:20'00	43705.97222	23.5	25.4						
08/28/2019 23:40'00	43705.98611	23.6	25.4						
08/29/2019 00:00'00	43706	23.5	25.4						
08/29/2019 00:20'00	43706.01389	23.4	25.4						
08/29/2019 00:40'00	43706.02778	23.5	25.3						
08/29/2019 01:00'00	43706.04167	23.3	25.3						
08/29/2019 01:20'00	43706.05556	23.2	25.3						
08/29/2019 01:40'00	43706.06944	23.1	25.2						
08/29/2019 02:00'00	43706.08333	23.2	25.2						
08/29/2019 02:20'00	43706.09722	23	25.2						
08/29/2019 02:40'00	43706.11111	23.2	25.1						
08/29/2019 03:00'00	43706.125	22.9	25.1						
08/29/2019 03:20'00	43706.13889	23	25						
08/29/2019 03:40'00	43706.15278	22.9	25						
08/29/2019 04:00'00	43706.16667	22.9	25						
08/29/2019 04:20'00	43706.18056	22.6	25						
08/29/2019 04:40'00	43706.19444	22.5	24.9						
08/29/2019 05:00'00	43706.20833	22.6	24.9						
08/29/2019 05:20'00	43706.22222	22.7	24.9						
08/29/2019 05:40'00	43706.23611	23.1	24.8						
08/29/2019 06:00'00	43706.25	23.1	24.8						
08/29/2019 06:20'00	43706.26389	23.3	24.8						
08/29/2019 06:40'00	43706.27778	24.2	24.9						
08/29/2019 07:00'00	43706.29167	25.4	24.9						
08/29/2019 07:20'00	43706.30556	26.6	25						
08/29/2019 07:40'00	43706.31944	28.4	25						
08/29/2019 08:00'00	43706.33333	30.5	25.2						
08/29/2019 08:20'00	43706.34722	30.1	25.5						
08/29/2019 08:40'00	43706.36111	31.9	25.7						
08/29/2019 09:00'00	43706.375	31.2	25.9						
08/29/2019 09:20'00	43706.38889	33.1	26.2						
08/29/2019 09:40'00	43706.40278	30.9	26.3						
08/29/2019 10:00'00	43706.41667	32.8	26.3						
08/29/2019 10:20'00	43706.43056	34.3	26.5						
08/29/2019 10:40'00	43706.44444	34.7	26.7						
08/29/2019 11:00'00	43706.45833	31.7	26.9						
08/29/2019 11:20'00	43706.47222	32.4	27						
08/29/2019 11:40'00	43706.48611	32.7	27.1						
08/29/2019 12:00'00	43706.5	34.4	27.3						
08/29/2019 12:20'00	43706.51389	33.7	27.5						
08/29/2019 12:40'00	43706.52778	33.7	27.6						
08/29/2019 13:00'00	43706.54167	35.2	27.8						
08/29/2019 13:20'00	43706.55556	35	28						
08/29/2019 13:40'00	43706.56944	33.1	28.2						
08/29/2019 14:00'00	43706.58333	31.1	28.2						
08/29/2019 14:20'00	43706.59722	31.4	28.2						
08/29/2019 14:40'00	43706.61111	31.1	28.2						
08/29/2019 15:00'00	43706.625	31.1	28.2						
08/29/2019 15:20'00	43706.63889	30.6	28.2						
08/29/2019 15:40'00	43706.65278	31	28.1						
08/29/2019 16:00'00	43706.66667	31.7	28.1						
08/29/2019 16:20'00	43706.68056	32.2	28.2						
08/29/2019 16:40'00	43706.69444	32.3	28.2						
08/29/2019 17:00'00	43706.70833	31.1	28.2						
08/29/2019 17:20'00	43706.72222	29.2	28.1						
08/29/2019 17:40'00	43706.73611	29.2	28.1						
08/29/2019 18:00'00	43706.75	28.3	28.1						
08/29/2019 18:20'00	43706.76389	27.5	28						
08/29/2019 18:40'00	43706.77778	27	27.9						
08/29/2019 19:00'00	43706.79167	26.6	27.8						
08/29/2019 19:20'00	43706.80556	26.6	27.7						
08/29/2019 19:40'00	43706.81944	26.4	27.6						
08/29/2019 20:00'00	43706.83333	26.3	27.5						
08/29/2019 20:20'00	43706.84722	26.2	27.4						
08/29/2019 20:40'00	43706.86111	25.8	27.4						
08/29/2019 21:00'00	43706.875	25.7	27.3						
08/29/2019 21:20'00	43706.88889	25.7	27.2						
08/29/2019 21:40'00	43706.90278	25.8	27.2						
08/29/2019 22:00'00	43706.91667	26.1	27.1						
08/29/2019 22:20'00	43706.93056	25.8	27.1						
08/29/2019 22:40'00	43706.94444	25.8	27.1						
08/29/2019 23:00'00	43706.95833	25.6	27						
08/29/2019 23:20'00	43706.97222	25.7	27						
08/29/2019 23:40'00	43706.98611	25.4	26.9						
08/30/2019 00:00'00	43707	25.4	26.9						
08/30/2019 00:20'00	43707.01389	25.3	26.9						
08/30/2019 00:40'00	43707.02778	25.2	26.8						
08/30/2019 01:00'00	43707.04167	25.1	26.8						
08/30/2019 01:20'00	43707.05556	24.8	26.7						
08/30/2019 01:40'00	43707.06944	24.9	26.6						
08/30/2019 02:00'00	43707.08333	24.8	26.6						
08/30/2019 02:20'00	43707.09722	25	26.5						
08/30/2019 02:40'00	43707.11111	25.1	26.5						
08/30/2019 03:00'00	43707.125	25.2	26.5						
08/30/2019 03:20'00	43707.13889	25.1	26.5						
08/30/2019 03:40'00	43707.15278	25.3	26.5						
08/30/2019 04:00'00	43707.16667	24.6	26.4						
08/30/2019 04:20'00	43707.18056	24.6	26.4						
08/30/2019 04:40'00	43707.19444	24.7	26.4						
08/30/2019 05:00'00	43707.20833	24.7	26.4						
08/30/2019 05:20'00	43707.22222	24.8	26.3						
08/30/2019 05:40'00	43707.23611	24.6	26.2						
08/30/2019 06:00'00	43707.25	24.6	26.2						
08/30/2019 06:20'00	43707.26389	24.9	26.2						
08/30/2019 06:40'00	43707.27778	25.3	26.2						
08/30/2019 07:00'00	43707.29167	25.3	26.2						
08/30/2019 07:20'00	43707.30556	25.2	26.2						
08/30/2019 07:40'00	43707.31944	25.2	26.3						
08/30/2019 08:00'00	43707.33333	25.4	26.2						
08/30/2019 08:20'00	43707.34722	25.2	26.2						
08/30/2019 08:40'00	43707.36111	25.4	26.2						
08/30/2019 09:00'00	43707.375	26	26.3						
08/30/2019 09:20'00	43707.38889	26.3	26.3						
08/30/2019 09:40'00	43707.40278	26.5	26.4						
08/30/2019 10:00'00	43707.41667	26.9	26.4						
08/30/2019 10:20'00	43707.43056	26.9	26.5						
08/30/2019 10:40'00	43707.44444	27	26.4						
08/30/2019 11:00'00	43707.45833	27.5	26.5						
08/30/2019 11:20'00	43707.47222	26.1	26.5						
08/30/2019 11:40'00	43707.48611	28.1	26.5						
08/30/2019 12:00'00	43707.5	30.9	26.6						
08/30/2019 12:20'00	43707.51389	33	26.8						
08/30/2019 12:40'00	43707.52778	28.9	27						
08/30/2019 13:00'00	43707.54167	30.4	27						
08/30/2019 13:20'00	43707.55556	29	27.1						
08/30/2019 13:40'00	43707.56944	29	27.2						
08/30/2019 14:00'00	43707.58333	28.6	27.2						
08/30/2019 14:20'00	43707.59722	27.6	27.1						
08/30/2019 14:40'00	43707.61111	26.9	27.2						
08/30/2019 15:00'00	43707.625	26.7	27.1						
08/30/2019 15:20'00	43707.63889	27.1	27.1						
08/30/2019 15:40'00	43707.65278	27	27						
08/30/2019 16:00'00	43707.66667	27.2	27						
08/30/2019 16:20'00	43707.68056	27.9	27						
08/30/2019 16:40'00	43707.69444	28.1	27						
08/30/2019 17:00'00	43707.70833	28.6	27						
08/30/2019 17:20'00	43707.72222	27.5	27						
08/30/2019 17:40'00	43707.73611	27.4	27						
08/30/2019 18:00'00	43707.75	27.3	27.1						
08/30/2019 18:20'00	43707.76389	26.6	27						
08/30/2019 18:40'00	43707.77778	26	27						
08/30/2019 19:00'00	43707.79167	25.6	26.9						
08/30/2019 19:20'00	43707.80556	25.2	26.8						
08/30/2019 19:40'00	43707.81944	25.2	26.8						
08/30/2019 20:00'00	43707.83333	24.9	26.7						
08/30/2019 20:20'00	43707.84722	25	26.6						
08/30/2019 20:40'00	43707.86111	24.9	26.6						
08/30/2019 21:00'00	43707.875	24.8	26.5						
08/30/2019 21:20'00	43707.88889	24.9	26.5						
08/30/2019 21:40'00	43707.90278	24.8	26.4						
08/30/2019 22:00'00	43707.91667	24.8	26.4						
08/30/2019 22:20'00	43707.93056	24.9	26.4						
08/30/2019 22:40'00	43707.94444	24.9	26.4						
08/30/2019 23:00'00	43707.95833	24.8	26.3						
08/30/2019 23:20'00	43707.97222	24.7	26.3						
08/30/2019 23:40'00	43707.98611	24.9	26.3						
08/31/2019 00:00'00	43708	24.6	26.2						
08/31/2019 00:20'00	43708.01389	24.5	26.2						
08/31/2019 00:40'00	43708.02778	24.4	26.2						
08/31/2019 01:00'00	43708.04167	24.3	26.1						
08/31/2019 01:20'00	43708.05556	24.6	26.1						
08/31/2019 01:40'00	43708.06944	24.8	26.1						
08/31/2019 02:00'00	43708.08333	24.6	26.1						
08/31/2019 02:20'00	43708.09722	24.5	26.1						
08/31/2019 02:40'00	43708.11111	24.4	26						
08/31/2019 03:00'00	43708.125	24.5	26						
08/31/2019 03:20'00	43708.13889	24.2	26						
08/31/2019 03:40'00	43708.15278	24.4	26						
08/31/2019 04:00'00	43708.16667	24.3	25.9						
08/31/2019 04:20'00	43708.18056	24.3	25.9						
08/31/2019 04:40'00	43708.19444	24.1	25.9						
08/31/2019 05:00'00	43708.20833	24.2	25.8						
08/31/2019 05:20'00	43708.22222	24.2	25.9						
08/31/2019 05:40'00	43708.23611	24.1	25.8						
08/31/2019 06:00'00	43708.25	24.5	25.8						
08/31/2019 06:20'00	43708.26389	25.2	25.8						
08/31/2019 06:40'00	43708.27778	25.7	25.8						
08/31/2019 07:00'00	43708.29167	26	25.9						
08/31/2019 07:20'00	43708.30556	26.2	25.9						
08/31/2019 07:40'00	43708.31944	27	26						
08/31/2019 08:00'00	43708.33333	28	26						
08/31/2019 08:20'00	43708.34722	27.4	26.1						
08/31/2019 08:40'00	43708.36111	29.3	26.1						
08/31/2019 09:00'00	43708.375	28.1	26.2						
08/31/2019 09:20'00	43708.38889	30.3	26.4						
08/31/2019 09:40'00	43708.40278	30.7	26.4						
08/31/2019 10:00'00	43708.41667	30.1	26.6						
08/31/2019 10:20'00	43708.43056	33.1	26.7						
08/31/2019 10:40'00	43708.44444	31.2	26.8						
08/31/2019 11:00'00	43708.45833	31.8	27						
08/31/2019 11:20'00	43708.47222	32.7	27.2						
08/31/2019 11:40'00	43708.48611	34	27.3						
08/31/2019 12:00'00	43708.5	33.3	27.5						
08/31/2019 12:20'00	43708.51389	30.9	27.6						
08/31/2019 12:40'00	43708.52778	33	27.6						
08/31/2019 13:00'00	43708.54167	31	27.7						
08/31/2019 13:20'00	43708.55556	32.3	27.7						
08/31/2019 13:40'00	43708.56944	29.8	27.7						
08/31/2019 14:00'00	43708.58333	30.2	27.7						
08/31/2019 14:20'00	43708.59722	29.4	27.7						
08/31/2019 14:40'00	43708.61111	29.4	27.6						
08/31/2019 15:00'00	43708.625	29.3	27.6						
08/31/2019 15:20'00	43708.63889	28.2	27.6						
08/31/2019 15:40'00	43708.65278	28.4	27.5						
08/31/2019 16:00'00	43708.66667	28.6	27.4						
08/31/2019 16:20'00	43708.68056	28.2	27.3						
08/31/2019 16:40'00	43708.69444	27.6	27.3						
08/31/2019 17:00'00	43708.70833	27.5	27.2						
08/31/2019 17:20'00	43708.72222	27.3	27.1						
08/31/2019 17:40'00	43708.73611	27	27						
08/31/2019 18:00'00	43708.75	26.8	27						
08/31/2019 18:20'00	43708.76389	26.2	26.9						
08/31/2019 18:40'00	43708.77778	25.8	26.8						
08/31/2019 19:00'00	43708.79167	25.9	26.8						
08/31/2019 19:20'00	43708.80556	25.5	26.7						
08/31/2019 19:40'00	43708.81944	25.4	26.7						
08/31/2019 20:00'00	43708.83333	25	26.6						
08/31/2019 20:20'00	43708.84722	24.8	26.5						
08/31/2019 20:40'00	43708.86111	24.7	26.5						
08/31/2019 21:00'00	43708.875	24.5	26.3						
08/31/2019 21:20'00	43708.88889	24.8	26.3						
08/31/2019 21:40'00	43708.90278	24.5	26.2						
08/31/2019 22:00'00	43708.91667	24.5	26.1						
08/31/2019 22:20'00	43708.93056	24.3	26.2						
08/31/2019 22:40'00	43708.94444	24	26.1						
08/31/2019 23:00'00	43708.95833	23.5	26.1						
08/31/2019 23:20'00	43708.97222	23.5	26						
08/31/2019 23:40'00	43708.98611	23.3	25.9						
09/01/2019 00:00'00	43709	23.7	25.9						
09/01/2019 00:20'00	43709.01389	23.6	25.8						
09/01/2019 00:40'00	43709.02778	23.8	25.8						
09/01/2019 01:00'00	43709.04167	24	25.8						
09/01/2019 01:20'00	43709.05556	23.8	25.8						
09/01/2019 01:40'00	43709.06944	23.7	25.7						
09/01/2019 02:00'00	43709.08333	23.8	25.7						
09/01/2019 02:20'00	43709.09722	23.7	25.7						
09/01/2019 02:40'00	43709.11111	23.7	25.7						
09/01/2019 03:00'00	43709.125	22.9	25.6						
09/01/2019 03:20'00	43709.13889	22.7	25.5						
09/01/2019 03:40'00	43709.15278	22.6	25.5						
09/01/2019 04:00'00	43709.16667	22.6	25.4						
09/01/2019 04:20'00	43709.18056	22.4	25.4						
09/01/2019 04:40'00	43709.19444	22.3	25.3						
09/01/2019 05:00'00	43709.20833	22.3	25.2						
09/01/2019 05:20'00	43709.22222	22.2	25.2						
09/01/2019 05:40'00	43709.23611	22.1	25.1						
09/01/2019 06:00'00	43709.25	22.4	25.1						
09/01/2019 06:20'00	43709.26389	23.4	25.1						
09/01/2019 06:40'00	43709.27778	24.6	25.1						
09/01/2019 07:00'00	43709.29167	25.8	25.2						
09/01/2019 07:20'00	43709.30556	25.8	25.2						
09/01/2019 07:40'00	43709.31944	26.7	25.3						
09/01/2019 08:00'00	43709.33333	27.7	25.4						
09/01/2019 08:20'00	43709.34722	29.3	25.6						
09/01/2019 08:40'00	43709.36111	30.2	25.9						
09/01/2019 09:00'00	43709.375	30.3	26.1						
09/01/2019 09:20'00	43709.38889	30.8	26.2						
09/01/2019 09:40'00	43709.40278	30.9	26.4						
09/01/2019 10:00'00	43709.41667	31.1	26.6						
09/01/2019 10:20'00	43709.43056	31.7	26.7						
09/01/2019 10:40'00	43709.44444	32.2	26.8						
09/01/2019 11:00'00	43709.45833	32.4	27						
09/01/2019 11:20'00	43709.47222	30	27.1						
09/01/2019 11:40'00	43709.48611	30.6	27.2						
09/01/2019 12:00'00	43709.5	31.5	27.2						
09/01/2019 12:20'00	43709.51389	30.5	27.3						
09/01/2019 12:40'00	43709.52778	30.4	27.4						
09/01/2019 13:00'00	43709.54167	29.9	27.3						
09/01/2019 13:20'00	43709.55556	30.7	27.4						
09/01/2019 13:40'00	43709.56944	30.8	27.4						
09/01/2019 14:00'00	43709.58333	32.1	27.5						
09/01/2019 14:20'00	43709.59722	30.1	27.5						
09/01/2019 14:40'00	43709.61111	29.9	27.5						
09/01/2019 15:00'00	43709.625	30.7	27.4						
09/01/2019 15:20'00	43709.63889	29.3	27.5						
09/01/2019 15:40'00	43709.65278	28.8	27.5						
09/01/2019 16:00'00	43709.66667	29.6	27.4						
09/01/2019 16:20'00	43709.68056	30.6	27.4						
09/01/2019 16:40'00	43709.69444	29.5	27.4						
09/01/2019 17:00'00	43709.70833	28.1	27.3						
09/01/2019 17:20'00	43709.72222	27.7	27.3						
09/01/2019 17:40'00	43709.73611	27.4	27.1						
09/01/2019 18:00'00	43709.75	26.8	27.1						
09/01/2019 18:20'00	43709.76389	26.3	27						
09/01/2019 18:40'00	43709.77778	25.9	26.9						
09/01/2019 19:00'00	43709.79167	25.5	26.8						
09/01/2019 19:20'00	43709.80556	25.4	26.7						
09/01/2019 19:40'00	43709.81944	25.2	26.7						
09/01/2019 20:00'00	43709.83333	24.7	26.6						
09/01/2019 20:20'00	43709.84722	24.2	26.5						
09/01/2019 20:40'00	43709.86111	24.5	26.5						
09/01/2019 21:00'00	43709.875	24.6	26.4						
09/01/2019 21:20'00	43709.88889	24.8	26.4						
09/01/2019 21:40'00	43709.90278	24.7	26.4						
09/01/2019 22:00'00	43709.91667	24.3	26.3						
09/01/2019 22:20'00	43709.93056	23.9	26.2						
09/01/2019 22:40'00	43709.94444	24.1	26.2						
09/01/2019 23:00'00	43709.95833	23.9	26.1						
09/01/2019 23:20'00	43709.97222	23.7	26						
09/01/2019 23:40'00	43709.98611	23.4	26						
09/02/2019 00:00'00	43710	23.1	25.9						
09/02/2019 00:20'00	43710.01389	23.4	25.8						
09/02/2019 00:40'00	43710.02778	23.3	25.7						
09/02/2019 01:00'00	43710.04167	23.3	25.7						
09/02/2019 01:20'00	43710.05556	23.2	25.7						
09/02/2019 01:40'00	43710.06944	23.1	25.6						
09/02/2019 02:00'00	43710.08333	22.9	25.5						
09/02/2019 02:20'00	43710.09722	22.9	25.5						
09/02/2019 02:40'00	43710.11111	22.9	25.4						
09/02/2019 03:00'00	43710.125	23	25.3						
09/02/2019 03:20'00	43710.13889	23.1	25.3						
09/02/2019 03:40'00	43710.15278	23	25.2						
09/02/2019 04:00'00	43710.16667	22.7	25.2						
09/02/2019 04:20'00	43710.18056	22.5	25.1						
09/02/2019 04:40'00	43710.19444	22.5	25.1						
09/02/2019 05:00'00	43710.20833	22.4	25						
09/02/2019 05:20'00	43710.22222	22.3	25						
09/02/2019 05:40'00	43710.23611	22.3	24.9						
09/02/2019 06:00'00	43710.25	22.5	24.9						
09/02/2019 06:20'00	43710.26389	22.9	24.9						
09/02/2019 06:40'00	43710.27778	23.5	24.8						
09/02/2019 07:00'00	43710.29167	24.6	24.9						
09/02/2019 07:20'00	43710.30556	25.3	24.9						
09/02/2019 07:40'00	43710.31944	26.1	25						
09/02/2019 08:00'00	43710.33333	27.5	25.1						
09/02/2019 08:20'00	43710.34722	28.2	25.2						
09/02/2019 08:40'00	43710.36111	28.8	25.4						
09/02/2019 09:00'00	43710.375	29.1	25.6						
09/02/2019 09:20'00	43710.38889	31.4	25.7						
09/02/2019 09:40'00	43710.40278	32.3	26.1						
09/02/2019 10:00'00	43710.41667	32.7	26.3						
09/02/2019 10:20'00	43710.43056	32.8	26.5						
09/02/2019 10:40'00	43710.44444	32.9	26.7						
09/02/2019 11:00'00	43710.45833	32.9	27						
09/02/2019 11:20'00	43710.47222	33.2	27.2						
09/02/2019 11:40'00	43710.48611	33.4	27.4						
09/02/2019 12:00'00	43710.5	33.8	27.6						
09/02/2019 12:20'00	43710.51389	33.2	27.7						
09/02/2019 12:40'00	43710.52778	33.8	27.9						
09/02/2019 13:00'00	43710.54167	33.9	28						
09/02/2019 13:20'00	43710.55556	34.1	28.2						
09/02/2019 13:40'00	43710.56944	34.9	28.3						
09/02/2019 14:00'00	43710.58333	34.1	28.4						
09/02/2019 14:20'00	43710.59722	33.4	28.4						
09/02/2019 14:40'00	43710.61111	32.3	28.5						
09/02/2019 15:00'00	43710.625	31.8	28.5						
09/02/2019 15:20'00	43710.63889	31.2	28.5						
09/02/2019 15:40'00	43710.65278	31.5	28.5						
09/02/2019 16:00'00	43710.66667	31.9	28.4						
09/02/2019 16:20'00	43710.68056	30.9	28.4						
09/02/2019 16:40'00	43710.69444	30.8	28.3						
09/02/2019 17:00'00	43710.70833	29.9	28.3						
09/02/2019 17:20'00	43710.72222	28.9	28.2						
09/02/2019 17:40'00	43710.73611	27.9	28.1						
09/02/2019 18:00'00	43710.75	27.3	28						
09/02/2019 18:20'00	43710.76389	26.9	27.9						
09/02/2019 18:40'00	43710.77778	26.5	27.8						
09/02/2019 19:00'00	43710.79167	26.2	27.6						
09/02/2019 19:20'00	43710.80556	26	27.6						
09/02/2019 19:40'00	43710.81944	26.1	27.5						
09/02/2019 20:00'00	43710.83333	26	27.4						
09/02/2019 20:20'00	43710.84722	26.1	27.3						
09/02/2019 20:40'00	43710.86111	26.1	27.3						
09/02/2019 21:00'00	43710.875	26.1	27.2						
09/02/2019 21:20'00	43710.88889	26.1	27.2						
09/02/2019 21:40'00	43710.90278	25.8	27.2						
09/02/2019 22:00'00	43710.91667	25.8	27.1						
09/02/2019 22:20'00	43710.93056	25.5	27.1						
09/02/2019 22:40'00	43710.94444	25.3	27						
09/02/2019 23:00'00	43710.95833	25.1	26.9						
09/02/2019 23:20'00	43710.97222	25.1	26.9						
09/02/2019 23:40'00	43710.98611	25.3	26.9						
09/03/2019 00:00'00	43711	25.2	26.8						
09/03/2019 00:20'00	43711.01389	25	26.7						
09/03/2019 00:40'00	43711.02778	25	26.7						
09/03/2019 01:00'00	43711.04167	25.2	26.6						
09/03/2019 01:20'00	43711.05556	25	26.6						
09/03/2019 01:40'00	43711.06944	24.8	26.6						
09/03/2019 02:00'00	43711.08333	24.5	26.5						
09/03/2019 02:20'00	43711.09722	24.3	26.5						
09/03/2019 02:40'00	43711.11111	24.5	26.5						
09/03/2019 03:00'00	43711.125	24.5	26.4						
09/03/2019 03:20'00	43711.13889	24.5	26.4						
09/03/2019 03:40'00	43711.15278	24.5	26.3						
09/03/2019 04:00'00	43711.16667	24.5	26.3						
09/03/2019 04:20'00	43711.18056	24.4	26.2						
09/03/2019 04:40'00	43711.19444	24.4	26.2						
09/03/2019 05:00'00	43711.20833	24.4	26.2						
09/03/2019 05:20'00	43711.22222	24.5	26.2						
09/03/2019 05:40'00	43711.23611	24.4	26.1						
09/03/2019 06:00'00	43711.25	24.5	26.1						
09/03/2019 06:20'00	43711.26389	25.2	26.1						
09/03/2019 06:40'00	43711.27778	26.3	26.1						
09/03/2019 07:00'00	43711.29167	27.1	26.1						
09/03/2019 07:20'00	43711.30556	27.6	26.2						
09/03/2019 07:40'00	43711.31944	28.5	26.3						
09/03/2019 08:00'00	43711.33333	29.8	26.4						
09/03/2019 08:20'00	43711.34722	31	26.6						
09/03/2019 08:40'00	43711.36111	31.4	26.8						
09/03/2019 09:00'00	43711.375	29.9	26.9						
09/03/2019 09:20'00	43711.38889	32	27.1						
09/03/2019 09:40'00	43711.40278	32.1	27.2						
09/03/2019 10:00'00	43711.41667	32.3	27.3						
09/03/2019 10:20'00	43711.43056	33	27.6						
09/03/2019 10:40'00	43711.44444	33.1	27.7						
09/03/2019 11:00'00	43711.45833	32.9	27.8						
09/03/2019 11:20'00	43711.47222	33.3	28						
09/03/2019 11:40'00	43711.48611	33.6	28.2						
09/03/2019 12:00'00	43711.5	34	28.3						
09/03/2019 12:20'00	43711.51389	33.4	28.4						
09/03/2019 12:40'00	43711.52778	33.6	28.5						
09/03/2019 13:00'00	43711.54167	34	28.6						
09/03/2019 13:20'00	43711.55556	33.7	28.6						
09/03/2019 13:40'00	43711.56944	34.6	28.7						
09/03/2019 14:00'00	43711.58333	33.7	28.7						
09/03/2019 14:20'00	43711.59722	32.9	28.8						
09/03/2019 14:40'00	43711.61111	31.9	28.7						
09/03/2019 15:00'00	43711.625	31.6	28.7						
09/03/2019 15:20'00	43711.63889	31.6	28.7						
09/03/2019 15:40'00	43711.65278	30.7	28.6						
