< Measurement Data Text Output >									
									
Date/Time	@date()	T60		ch.3	ch.4	ch.5	ch.6	ch.7	ch.8
		°C	°C						
09/03/2019 16:00'00	43711.66667	28.7	28.6						
09/03/2019 16:20'00	43711.68056	28.4	28.4						
09/03/2019 16:40'00	43711.69444	28.3	28.3						
09/03/2019 17:00'00	43711.70833	29.8	28.2						
09/03/2019 17:20'00	43711.72222	29	28.2						
09/03/2019 17:40'00	43711.73611	28.5	28.1						
09/03/2019 18:00'00	43711.75	27.7	28.1						
09/03/2019 18:20'00	43711.76389	27.2	28.1						
09/03/2019 18:40'00	43711.77778	26.7	28						
09/03/2019 19:00'00	43711.79167	26.7	27.8						
09/03/2019 19:20'00	43711.80556	26.8	27.8						
09/03/2019 19:40'00	43711.81944	26.7	27.8						
09/03/2019 20:00'00	43711.83333	26.7	27.7						
09/03/2019 20:20'00	43711.84722	26.5	27.7						
09/03/2019 20:40'00	43711.86111	26.5	27.6						
09/03/2019 21:00'00	43711.875	26.2	27.6						
09/03/2019 21:20'00	43711.88889	26	27.5						
09/03/2019 21:40'00	43711.90278	26	27.5						
09/03/2019 22:00'00	43711.91667	25.8	27.4						
09/03/2019 22:20'00	43711.93056	26.1	27.4						
09/03/2019 22:40'00	43711.94444	26	27.4						
09/03/2019 23:00'00	43711.95833	25.8	27.3						
09/03/2019 23:20'00	43711.97222	25.7	27.2						
09/03/2019 23:40'00	43711.98611	25.7	27.2						
09/04/2019 00:00'00	43712	25.8	27.1						
09/04/2019 00:20'00	43712.01389	25.8	27.1						
09/04/2019 00:40'00	43712.02778	25.4	27.1						
09/04/2019 01:00'00	43712.04167	25.5	27						
09/04/2019 01:20'00	43712.05556	25.5	27						
09/04/2019 01:40'00	43712.06944	25.4	26.9						
09/04/2019 02:00'00	43712.08333	25.4	26.9						
09/04/2019 02:20'00	43712.09722	25.2	26.9						
09/04/2019 02:40'00	43712.11111	25	26.9						
09/04/2019 03:00'00	43712.125	24.9	26.8						
09/04/2019 03:20'00	43712.13889	24.8	26.8						
09/04/2019 03:40'00	43712.15278	24.7	26.7						
09/04/2019 04:00'00	43712.16667	24.7	26.6						
09/04/2019 04:20'00	43712.18056	24.3	26.6						
09/04/2019 04:40'00	43712.19444	24.2	26.5						
09/04/2019 05:00'00	43712.20833	24.1	26.5						
09/04/2019 05:20'00	43712.22222	24.2	26.4						
09/04/2019 05:40'00	43712.23611	24	26.3						
09/04/2019 06:00'00	43712.25	24.3	26.3						
09/04/2019 06:20'00	43712.26389	25.2	26.3						
09/04/2019 06:40'00	43712.27778	26.1	26.3						
09/04/2019 07:00'00	43712.29167	26.9	26.4						
09/04/2019 07:20'00	43712.30556	27.7	26.4						
09/04/2019 07:40'00	43712.31944	28.3	26.4						
09/04/2019 08:00'00	43712.33333	30	26.6						
09/04/2019 08:20'00	43712.34722	31.2	26.7						
09/04/2019 08:40'00	43712.36111	30.4	27						
09/04/2019 09:00'00	43712.375	31.8	27.2						
09/04/2019 09:20'00	43712.38889	31.2	27.3						
09/04/2019 09:40'00	43712.40278	32	27.2						
09/04/2019 10:00'00	43712.41667	30.6	27.4						
09/04/2019 10:20'00	43712.43056	30.3	27.5						
09/04/2019 10:40'00	43712.44444	30.3	27.6						
09/04/2019 11:00'00	43712.45833	30.7	27.7						
09/04/2019 11:20'00	43712.47222	30.5	27.7						
09/04/2019 11:40'00	43712.48611	30.9	27.8						
09/04/2019 12:00'00	43712.5	31.2	27.8						
09/04/2019 12:20'00	43712.51389	32.5	28						
09/04/2019 12:40'00	43712.52778	32.9	28.2						
09/04/2019 13:00'00	43712.54167	30.5	28.3						
09/04/2019 13:20'00	43712.55556	29.3	28.3						
09/04/2019 13:40'00	43712.56944	32.5	28.3						
09/04/2019 14:00'00	43712.58333	32.6	28.4						
09/04/2019 14:20'00	43712.59722	30.6	28.5						
09/04/2019 14:40'00	43712.61111	29.3	28.5						
09/04/2019 15:00'00	43712.625	30.7	28.4						
09/04/2019 15:20'00	43712.63889	30.4	28.4						
09/04/2019 15:40'00	43712.65278	30.2	28.4						
09/04/2019 16:00'00	43712.66667	30.8	28.5						
09/04/2019 16:20'00	43712.68056	29.2	28.4						
09/04/2019 16:40'00	43712.69444	28.1	28.4						
09/04/2019 17:00'00	43712.70833	28	28.3						
09/04/2019 17:20'00	43712.72222	27.8	28.2						
09/04/2019 17:40'00	43712.73611	27.4	28.2						
09/04/2019 18:00'00	43712.75	27	28						
09/04/2019 18:20'00	43712.76389	26.6	28						
09/04/2019 18:40'00	43712.77778	26.6	27.9						
09/04/2019 19:00'00	43712.79167	26.5	27.8						
09/04/2019 19:20'00	43712.80556	26.3	27.7						
09/04/2019 19:40'00	43712.81944	26.2	27.6						
09/04/2019 20:00'00	43712.83333	26.1	27.6						
09/04/2019 20:20'00	43712.84722	26.1	27.5						
09/04/2019 20:40'00	43712.86111	26.1	27.4						
09/04/2019 21:00'00	43712.875	26	27.3						
09/04/2019 21:20'00	43712.88889	26	27.3						
09/04/2019 21:40'00	43712.90278	25.7	27.2						
09/04/2019 22:00'00	43712.91667	25.8	27.2						
09/04/2019 22:20'00	43712.93056	25.9	27.1						
09/04/2019 22:40'00	43712.94444	25.9	27						
09/04/2019 23:00'00	43712.95833	25.8	27						
09/04/2019 23:20'00	43712.97222	25.7	27						
09/04/2019 23:40'00	43712.98611	25.7	27						
09/05/2019 00:00'00	43713	25.5	26.9						
09/05/2019 00:20'00	43713.01389	25.2	26.8						
09/05/2019 00:40'00	43713.02778	25.3	26.8						
09/05/2019 01:00'00	43713.04167	25.2	26.8						
09/05/2019 01:20'00	43713.05556	24.9	26.7						
09/05/2019 01:40'00	43713.06944	24.9	26.7						
09/05/2019 02:00'00	43713.08333	24.8	26.6						
09/05/2019 02:20'00	43713.09722	24.8	26.6						
09/05/2019 02:40'00	43713.11111	24.8	26.5						
09/05/2019 03:00'00	43713.125	24.6	26.5						
09/05/2019 03:20'00	43713.13889	24.6	26.4						
09/05/2019 03:40'00	43713.15278	24.7	26.4						
09/05/2019 04:00'00	43713.16667	24.4	26.4						
09/05/2019 04:20'00	43713.18056	24.6	26.4						
09/05/2019 04:40'00	43713.19444	24.6	26.4						
09/05/2019 05:00'00	43713.20833	24.6	26.3						
09/05/2019 05:20'00	43713.22222	24.5	26.2						
09/05/2019 05:40'00	43713.23611	24.7	26.2						
09/05/2019 06:00'00	43713.25	24.9	26.2						
09/05/2019 06:20'00	43713.26389	25	26.3						
09/05/2019 06:40'00	43713.27778	25.2	26.2						
09/05/2019 07:00'00	43713.29167	25.8	26.2						
09/05/2019 07:20'00	43713.30556	26.1	26.3						
09/05/2019 07:40'00	43713.31944	26	26.4						
09/05/2019 08:00'00	43713.33333	25.7	26.4						
09/05/2019 08:20'00	43713.34722	25.7	26.4						
09/05/2019 08:40'00	43713.36111	25.7	26.4						
09/05/2019 09:00'00	43713.375	26	26.4						
09/05/2019 09:20'00	43713.38889	26.1	26.4						
09/05/2019 09:40'00	43713.40278	26.5	26.4						
09/05/2019 10:00'00	43713.41667	26.7	26.4						
09/05/2019 10:20'00	43713.43056	27	26.4						
09/05/2019 10:40'00	43713.44444	26.7	26.4						
09/05/2019 11:00'00	43713.45833	26.5	26.5						
09/05/2019 11:20'00	43713.47222	26.9	26.5						
09/05/2019 11:40'00	43713.48611	27.8	26.4						
09/05/2019 12:00'00	43713.5	29.6	26.5						
09/05/2019 12:20'00	43713.51389	28.4	26.6						
09/05/2019 12:40'00	43713.52778	29.5	26.7						
09/05/2019 13:00'00	43713.54167	28.7	26.8						
09/05/2019 13:20'00	43713.55556	28.7	26.9						
09/05/2019 13:40'00	43713.56944	31.2	27						
09/05/2019 14:00'00	43713.58333	30.2	27.2						
09/05/2019 14:20'00	43713.59722	28.6	27.2						
09/05/2019 14:40'00	43713.61111	28.1	27.2						
09/05/2019 15:00'00	43713.625	27.8	27.2						
09/05/2019 15:20'00	43713.63889	27.6	27.2						
09/05/2019 15:40'00	43713.65278	27.3	27.1						
09/05/2019 16:00'00	43713.66667	27.3	27.1						
09/05/2019 16:20'00	43713.68056	27.5	27.1						
09/05/2019 16:40'00	43713.69444	27.8	27.1						
09/05/2019 17:00'00	43713.70833	27.7	27.1						
09/05/2019 17:20'00	43713.72222	27.3	27.1						
09/05/2019 17:40'00	43713.73611	26.9	27.1						
09/05/2019 18:00'00	43713.75	26.5	27.1						
09/05/2019 18:20'00	43713.76389	26.1	27						
09/05/2019 18:40'00	43713.77778	25.7	27						
09/05/2019 19:00'00	43713.79167	25.5	26.9						
09/05/2019 19:20'00	43713.80556	25.4	26.8						
09/05/2019 19:40'00	43713.81944	25.4	26.7						
09/05/2019 20:00'00	43713.83333	25.1	26.7						
09/05/2019 20:20'00	43713.84722	25.1	26.6						
09/05/2019 20:40'00	43713.86111	25	26.6						
09/05/2019 21:00'00	43713.875	24.9	26.5						
09/05/2019 21:20'00	43713.88889	25.2	26.5						
09/05/2019 21:40'00	43713.90278	25.2	26.5						
09/05/2019 22:00'00	43713.91667	25.3	26.5						
09/05/2019 22:20'00	43713.93056	25.2	26.5						
09/05/2019 22:40'00	43713.94444	25.1	26.5						
09/05/2019 23:00'00	43713.95833	24.7	26.4						
09/05/2019 23:20'00	43713.97222	24.8	26.3						
09/05/2019 23:40'00	43713.98611	24.8	26.3						
09/06/2019 00:00'00	43714	24.6	26.2						
09/06/2019 00:20'00	43714.01389	24.4	26.2						
09/06/2019 00:40'00	43714.02778	24.6	26.2						
09/06/2019 01:00'00	43714.04167	24.5	26.1						
09/06/2019 01:20'00	43714.05556	24.5	26.1						
09/06/2019 01:40'00	43714.06944	24.3	26.1						
09/06/2019 02:00'00	43714.08333	24.2	26						
09/06/2019 02:20'00	43714.09722	24.3	26						
09/06/2019 02:40'00	43714.11111	24.2	25.9						
09/06/2019 03:00'00	43714.125	24.2	25.9						
09/06/2019 03:20'00	43714.13889	24.3	25.9						
09/06/2019 03:40'00	43714.15278	24.3	25.8						
09/06/2019 04:00'00	43714.16667	23.9	25.8						
09/06/2019 04:20'00	43714.18056	23.9	25.8						
09/06/2019 04:40'00	43714.19444	24	25.7						
09/06/2019 05:00'00	43714.20833	24	25.7						
09/06/2019 05:20'00	43714.22222	23.6	25.7						
09/06/2019 05:40'00	43714.23611	23.8	25.6						
09/06/2019 06:00'00	43714.25	24.4	25.7						
09/06/2019 06:20'00	43714.26389	24.7	25.7						
09/06/2019 06:40'00	43714.27778	25	25.7						
09/06/2019 07:00'00	43714.29167	25.5	25.7						
09/06/2019 07:20'00	43714.30556	27	25.6						
09/06/2019 07:40'00	43714.31944	27.9	25.8						
09/06/2019 08:00'00	43714.33333	29.1	25.9						
09/06/2019 08:20'00	43714.34722	30.8	26						
09/06/2019 08:40'00	43714.36111	31.7	26.4						
09/06/2019 09:00'00	43714.375	31.8	26.6						
09/06/2019 09:20'00	43714.38889	32	26.8						
09/06/2019 09:40'00	43714.40278	32.3	27.1						
09/06/2019 10:00'00	43714.41667	31.6	27.2						
09/06/2019 10:20'00	43714.43056	33.1	27.4						
09/06/2019 10:40'00	43714.44444	33.5	27.6						
09/06/2019 11:00'00	43714.45833	33.3	27.7						
09/06/2019 11:20'00	43714.47222	33.1	27.9						
09/06/2019 11:40'00	43714.48611	33.7	28.1						
09/06/2019 12:00'00	43714.5	33.5	28.2						
09/06/2019 12:20'00	43714.51389	33.3	28.3						
09/06/2019 12:40'00	43714.52778	33.9	28.5						
09/06/2019 13:00'00	43714.54167	33.8	28.6						
09/06/2019 13:20'00	43714.55556	34.8	28.7						
09/06/2019 13:40'00	43714.56944	33	28.8						
09/06/2019 14:00'00	43714.58333	32.6	28.8						
09/06/2019 14:20'00	43714.59722	32.5	28.8						
09/06/2019 14:40'00	43714.61111	31.8	28.8						
09/06/2019 15:00'00	43714.625	31.7	28.8						
09/06/2019 15:20'00	43714.63889	31.8	28.8						
09/06/2019 15:40'00	43714.65278	30.4	28.8						
09/06/2019 16:00'00	43714.66667	30.2	28.7						
09/06/2019 16:20'00	43714.68056	30.7	28.7						
09/06/2019 16:40'00	43714.69444	28.4	28.6						
09/06/2019 17:00'00	43714.70833	29.7	28.6						
09/06/2019 17:20'00	43714.72222	29	28.5						
09/06/2019 17:40'00	43714.73611	28.6	28.4						
09/06/2019 18:00'00	43714.75	28.1	28.4						
09/06/2019 18:20'00	43714.76389	27.3	28.2						
09/06/2019 18:40'00	43714.77778	26.8	28.1						
09/06/2019 19:00'00	43714.79167	26.7	28						
09/06/2019 19:20'00	43714.80556	26.5	27.9						
09/06/2019 19:40'00	43714.81944	26.4	27.8						
09/06/2019 20:00'00	43714.83333	26.3	27.7						
09/06/2019 20:20'00	43714.84722	26.2	27.6						
09/06/2019 20:40'00	43714.86111	26.1	27.6						
09/06/2019 21:00'00	43714.875	25.8	27.5						
09/06/2019 21:20'00	43714.88889	25.5	27.4						
09/06/2019 21:40'00	43714.90278	25.5	27.2						
09/06/2019 22:00'00	43714.91667	25.2	27.2						
09/06/2019 22:20'00	43714.93056	24.9	27.1						
09/06/2019 22:40'00	43714.94444	24.9	27						
09/06/2019 23:00'00	43714.95833	24.7	26.9						
09/06/2019 23:20'00	43714.97222	24.8	26.8						
09/06/2019 23:40'00	43714.98611	24.8	26.8						
09/07/2019 00:00'00	43715	24.6	26.7						
09/07/2019 00:20'00	43715.01389	24.7	26.6						
09/07/2019 00:40'00	43715.02778	24.6	26.6						
09/07/2019 01:00'00	43715.04167	24.4	26.5						
09/07/2019 01:20'00	43715.05556	24.4	26.5						
09/07/2019 01:40'00	43715.06944	24.4	26.4						
09/07/2019 02:00'00	43715.08333	24.3	26.4						
09/07/2019 02:20'00	43715.09722	24.2	26.3						
09/07/2019 02:40'00	43715.11111	24.4	26.3						
09/07/2019 03:00'00	43715.125	23.8	26.2						
09/07/2019 03:20'00	43715.13889	23.9	26.1						
09/07/2019 03:40'00	43715.15278	24.2	26.1						
09/07/2019 04:00'00	43715.16667	24	26						
09/07/2019 04:20'00	43715.18056	24.1	26						
09/07/2019 04:40'00	43715.19444	24	26						
09/07/2019 05:00'00	43715.20833	23.6	25.9						
09/07/2019 05:20'00	43715.22222	23.5	25.8						
09/07/2019 05:40'00	43715.23611	23.8	25.8						
09/07/2019 06:00'00	43715.25	24.2	25.8						
09/07/2019 06:20'00	43715.26389	24.3	25.8						
09/07/2019 06:40'00	43715.27778	24.8	25.8						
09/07/2019 07:00'00	43715.29167	25.5	25.7						
09/07/2019 07:20'00	43715.30556	25.9	25.8						
09/07/2019 07:40'00	43715.31944	26.6	25.8						
09/07/2019 08:00'00	43715.33333	27.6	25.9						
09/07/2019 08:20'00	43715.34722	28.4	26						
09/07/2019 08:40'00	43715.36111	28.9	26.2						
09/07/2019 09:00'00	43715.375	28.5	26.3						
09/07/2019 09:20'00	43715.38889	29.8	26.4						
09/07/2019 09:40'00	43715.40278	30	26.5						
09/07/2019 10:00'00	43715.41667	30.1	26.6						
09/07/2019 10:20'00	43715.43056	30	26.8						
09/07/2019 10:40'00	43715.44444	29.6	26.9						
09/07/2019 11:00'00	43715.45833	29.9	26.9						
09/07/2019 11:20'00	43715.47222	30.5	27						
09/07/2019 11:40'00	43715.48611	33.4	27.1						
09/07/2019 12:00'00	43715.5	35.1	27.5						
09/07/2019 12:20'00	43715.51389	35.6	27.8						
09/07/2019 12:40'00	43715.52778	34.1	28.1						
09/07/2019 13:00'00	43715.54167	35.2	28.3						
09/07/2019 13:20'00	43715.55556	35.4	28.5						
09/07/2019 13:40'00	43715.56944	34	28.7						
09/07/2019 14:00'00	43715.58333	32.9	28.7						
09/07/2019 14:20'00	43715.59722	33.5	28.7						
09/07/2019 14:40'00	43715.61111	33.1	28.8						
09/07/2019 15:00'00	43715.625	30.8	28.8						
09/07/2019 15:20'00	43715.63889	29.7	28.7						
09/07/2019 15:40'00	43715.65278	29.9	28.6						
09/07/2019 16:00'00	43715.66667	29.3	28.5						
09/07/2019 16:20'00	43715.68056	30.7	28.4						
09/07/2019 16:40'00	43715.69444	29.5	28.4						
09/07/2019 17:00'00	43715.70833	28.4	28.3						
09/07/2019 17:20'00	43715.72222	28.6	28.2						
09/07/2019 17:40'00	43715.73611	28.9	28.2						
09/07/2019 18:00'00	43715.75	28.1	28.1						
09/07/2019 18:20'00	43715.76389	27.4	28						
09/07/2019 18:40'00	43715.77778	27.2	28						
09/07/2019 19:00'00	43715.79167	27	27.8						
09/07/2019 19:20'00	43715.80556	26.8	27.8						
09/07/2019 19:40'00	43715.81944	26.7	27.7						
09/07/2019 20:00'00	43715.83333	26.8	27.7						
09/07/2019 20:20'00	43715.84722	27	27.6						
09/07/2019 20:40'00	43715.86111	26.8	27.5						
09/07/2019 21:00'00	43715.875	26.7	27.5						
09/07/2019 21:20'00	43715.88889	26.9	27.4						
09/07/2019 21:40'00	43715.90278	26.6	27.4						
09/07/2019 22:00'00	43715.91667	26.3	27.3						
09/07/2019 22:20'00	43715.93056	26.4	27.3						
09/07/2019 22:40'00	43715.94444	26.4	27.3						
09/07/2019 23:00'00	43715.95833	26.1	27.2						
09/07/2019 23:20'00	43715.97222	26.1	27.2						
09/07/2019 23:40'00	43715.98611	26.1	27.1						
09/08/2019 00:00'00	43716	26.1	27.1						
09/08/2019 00:20'00	43716.01389	26	27						
09/08/2019 00:40'00	43716.02778	26	26.9						
09/08/2019 01:00'00	43716.04167	25.8	26.8						
09/08/2019 01:20'00	43716.05556	25.8	26.9						
09/08/2019 01:40'00	43716.06944	25.8	26.7						
09/08/2019 02:00'00	43716.08333	25.8	26.7						
09/08/2019 02:20'00	43716.09722	25.8	26.7						
09/08/2019 02:40'00	43716.11111	25.7	26.7						
09/08/2019 03:00'00	43716.125	25.6	26.6						
09/08/2019 03:20'00	43716.13889	25.6	26.6						
09/08/2019 03:40'00	43716.15278	25.4	26.6						
09/08/2019 04:00'00	43716.16667	25.4	26.5						
09/08/2019 04:20'00	43716.18056	25.2	26.5						
09/08/2019 04:40'00	43716.19444	25.1	26.5						
09/08/2019 05:00'00	43716.20833	25.1	26.4						
09/08/2019 05:20'00	43716.22222	25	26.4						
09/08/2019 05:40'00	43716.23611	24.9	26.4						
09/08/2019 06:00'00	43716.25	25.1	26.4						
09/08/2019 06:20'00	43716.26389	26.1	26.3						
09/08/2019 06:40'00	43716.27778	27.7	26.3						
09/08/2019 07:00'00	43716.29167	27.7	26.4						
09/08/2019 07:20'00	43716.30556	27.7	26.5						
09/08/2019 07:40'00	43716.31944	28.4	26.6						
09/08/2019 08:00'00	43716.33333	29.9	26.6						
09/08/2019 08:20'00	43716.34722	31.5	26.8						
09/08/2019 08:40'00	43716.36111	31.5	27.1						
09/08/2019 09:00'00	43716.375	32.6	27.3						
09/08/2019 09:20'00	43716.38889	33.5	27.4						
09/08/2019 09:40'00	43716.40278	33.7	27.6						
09/08/2019 10:00'00	43716.41667	33.9	27.8						
09/08/2019 10:20'00	43716.43056	34.6	28.1						
09/08/2019 10:40'00	43716.44444	31.5	28.2						
09/08/2019 11:00'00	43716.45833	32.1	28.2						
09/08/2019 11:20'00	43716.47222	33.5	28.3						
09/08/2019 11:40'00	43716.48611	35.7	28.5						
09/08/2019 12:00'00	43716.5	34.4	28.6						
09/08/2019 12:20'00	43716.51389	31.8	28.7						
09/08/2019 12:40'00	43716.52778	32.5	28.8						
09/08/2019 13:00'00	43716.54167	34.4	28.8						
09/08/2019 13:20'00	43716.55556	34.5	28.9						
09/08/2019 13:40'00	43716.56944	34.8	29.1						
09/08/2019 14:00'00	43716.58333	34.2	29.2						
09/08/2019 14:20'00	43716.59722	33	29.2						
09/08/2019 14:40'00	43716.61111	32.4	29.2						
09/08/2019 15:00'00	43716.625	30.9	29.1						
09/08/2019 15:20'00	43716.63889	29.6	28.9						
09/08/2019 15:40'00	43716.65278	29.9	28.8						
09/08/2019 16:00'00	43716.66667	31.7	28.7						
09/08/2019 16:20'00	43716.68056	32.6	28.8						
09/08/2019 16:40'00	43716.69444	30.2	28.7						
09/08/2019 17:00'00	43716.70833	30	28.7						
09/08/2019 17:20'00	43716.72222	29.6	28.6						
09/08/2019 17:40'00	43716.73611	29.4	28.5						
09/08/2019 18:00'00	43716.75	29.1	28.5						
09/08/2019 18:20'00	43716.76389	28.3	28.4						
09/08/2019 18:40'00	43716.77778	28.1	28.3						
09/08/2019 19:00'00	43716.79167	27.4	28.2						
09/08/2019 19:20'00	43716.80556	27	28.2						
09/08/2019 19:40'00	43716.81944	26.8	28.1						
09/08/2019 20:00'00	43716.83333	26.8	28						
09/08/2019 20:20'00	43716.84722	26.8	28						
09/08/2019 20:40'00	43716.86111	26.8	28						
09/08/2019 21:00'00	43716.875	26.7	27.8						
09/08/2019 21:20'00	43716.88889	26.9	27.8						
09/08/2019 21:40'00	43716.90278	26.9	27.8						
09/08/2019 22:00'00	43716.91667	26.8	27.8						
09/08/2019 22:20'00	43716.93056	26.7	27.7						
09/08/2019 22:40'00	43716.94444	27.5	27.6						
09/08/2019 23:00'00	43716.95833	27.8	27.6						
09/08/2019 23:20'00	43716.97222	28.1	27.5						
09/08/2019 23:40'00	43716.98611	28.4	27.5						
09/09/2019 00:00'00	43717	28.8	27.5						
09/09/2019 00:20'00	43717.01389	28.6	27.5						
09/09/2019 00:40'00	43717.02778	28.4	27.5						
09/09/2019 01:00'00	43717.04167	28.3	27.5						
09/09/2019 01:20'00	43717.05556	28.6	27.4						
09/09/2019 01:40'00	43717.06944	28.5	27.4						
09/09/2019 02:00'00	43717.08333	28.5	27.4						
09/09/2019 02:20'00	43717.09722	28.3	27.4						
09/09/2019 02:40'00	43717.11111	27.9	27.3						
09/09/2019 03:00'00	43717.125	27.8	27.4						
09/09/2019 03:20'00	43717.13889	27.7	27.3						
09/09/2019 03:40'00	43717.15278	27.4	27.2						
09/09/2019 04:00'00	43717.16667	27.4	27.2						
09/09/2019 04:20'00	43717.18056	27.2	27.2						
09/09/2019 04:40'00	43717.19444	27.1	27.1						
09/09/2019 05:00'00	43717.20833	26.7	27.1						
09/09/2019 05:20'00	43717.22222	26.3	27.1						
09/09/2019 05:40'00	43717.23611	26.4	27						
09/09/2019 06:00'00	43717.25	26.5	27						
09/09/2019 06:20'00	43717.26389	26.5	26.9						
09/09/2019 06:40'00	43717.27778	27	26.9						
09/09/2019 07:00'00	43717.29167	27.7	27						
09/09/2019 07:20'00	43717.30556	28.3	27						
09/09/2019 07:40'00	43717.31944	28.4	27.1						
09/09/2019 08:00'00	43717.33333	29.8	27.2						
09/09/2019 08:20'00	43717.34722	30.3	27.3						
09/09/2019 08:40'00	43717.36111	31.3	27.5						
09/09/2019 09:00'00	43717.375	31	27.7						
09/09/2019 09:20'00	43717.38889	30.4	27.7						
09/09/2019 09:40'00	43717.40278	30.9	27.8						
09/09/2019 10:00'00	43717.41667	31	27.8						
09/09/2019 10:20'00	43717.43056	31.4	28						
09/09/2019 10:40'00	43717.44444	32.5	28						
09/09/2019 11:00'00	43717.45833	32.7	28.2						
09/09/2019 11:20'00	43717.47222	33	28.3						
09/09/2019 11:40'00	43717.48611	33.3	28.5						
09/09/2019 12:00'00	43717.5	32.6	28.5						
09/09/2019 12:20'00	43717.51389	31.2	28.5						
09/09/2019 12:40'00	43717.52778	33.2	28.5						
09/09/2019 13:00'00	43717.54167	33.4	28.6						
09/09/2019 13:20'00	43717.55556	33.8	28.7						
09/09/2019 13:40'00	43717.56944	33.4	28.7						
09/09/2019 14:00'00	43717.58333	33.2	28.7						
09/09/2019 14:20'00	43717.59722	33.7	28.8						
09/09/2019 14:40'00	43717.61111	33	28.8						
09/09/2019 15:00'00	43717.625	33.4	28.8						
09/09/2019 15:20'00	43717.63889	33.4	28.8						
09/09/2019 15:40'00	43717.65278	33.8	28.9						
09/09/2019 16:00'00	43717.66667	33.9	29						
09/09/2019 16:20'00	43717.68056	33.7	29						
09/09/2019 16:40'00	43717.69444	33.4	29						
09/09/2019 17:00'00	43717.70833	32.3	29						
09/09/2019 17:20'00	43717.72222	31.5	28.9						
09/09/2019 17:40'00	43717.73611	30.8	28.9						
09/09/2019 18:00'00	43717.75	30.1	28.8						
09/09/2019 18:20'00	43717.76389	29.2	28.7						
09/09/2019 18:40'00	43717.77778	28.6	28.6						
09/09/2019 19:00'00	43717.79167	28	28.5						
09/09/2019 19:20'00	43717.80556	27.6	28.4						
09/09/2019 19:40'00	43717.81944	27.4	28.3						
09/09/2019 20:00'00	43717.83333	27.2	28.3						
