"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	""	""	""	""	""	""
"11/25/2016 09:40'00"	"42699.4027777778"	"  14.3000"	"  96.0000"	""	""	""	""	""	""	
"11/25/2016 09:50'00"	"42699.4097222222"	"  14.8000"	"  96.0000"	""	""	""	""	""	""	
"11/25/2016 10:00'00"	"42699.4166666667"	"  15.3000"	"  95.0000"	""	""	""	""	""	""	
"11/25/2016 10:10'00"	"42699.4236111111"	"  16.0000"	"  94.0000"	""	""	""	""	""	""	
"11/25/2016 10:20'00"	"42699.4305555556"	"  16.7000"	"  95.0000"	""	""	""	""	""	""	
"11/25/2016 10:30'00"	"42699.4375000000"	"  17.3000"	"  91.0000"	""	""	""	""	""	""	
"11/25/2016 10:40'00"	"42699.4444444444"	"  18.0000"	"  90.0000"	""	""	""	""	""	""	
"11/25/2016 10:50'00"	"42699.4513888889"	"  18.5000"	"  88.0000"	""	""	""	""	""	""	
"11/25/2016 11:00'00"	"42699.4583333333"	"  19.2000"	"  88.0000"	""	""	""	""	""	""	
"11/25/2016 11:10'00"	"42699.4652777778"	"  19.6000"	"  85.0000"	""	""	""	""	""	""	
"11/25/2016 11:20'00"	"42699.4722222222"	"  19.7000"	"  83.0000"	""	""	""	""	""	""	
"11/25/2016 11:30'00"	"42699.4791666667"	"  20.1000"	"  82.0000"	""	""	""	""	""	""	
"11/25/2016 11:40'00"	"42699.4861111111"	"  20.5000"	"  83.0000"	""	""	""	""	""	""	
"11/25/2016 11:50'00"	"42699.4930555556"	"  19.8000"	"  72.0000"	""	""	""	""	""	""	
"11/25/2016 12:00'00"	"42699.5000000000"	"  19.9000"	"  77.0000"	""	""	""	""	""	""	
"11/25/2016 12:10'00"	"42699.5069444444"	"  20.4000"	"  78.0000"	""	""	""	""	""	""	
"11/25/2016 12:20'00"	"42699.5138888889"	"  20.2000"	"  66.0000"	""	""	""	""	""	""	
"11/25/2016 12:30'00"	"42699.5208333333"	"  20.0000"	"  74.0000"	""	""	""	""	""	""	
"11/25/2016 12:40'00"	"42699.5277777778"	"  18.8000"	"  65.0000"	""	""	""	""	""	""	
"11/25/2016 12:50'00"	"42699.5347222222"	"  18.2000"	"  68.0000"	""	""	""	""	""	""	
"11/25/2016 13:00'00"	"42699.5416666667"	"  18.1000"	"  67.0000"	""	""	""	""	""	""	
"11/25/2016 13:10'00"	"42699.5486111111"	"  17.9000"	"  62.0000"	""	""	""	""	""	""	
"11/25/2016 13:20'00"	"42699.5555555556"	"  17.7000"	"  65.0000"	""	""	""	""	""	""	
"11/25/2016 13:30'00"	"42699.5625000000"	"  17.6000"	"  64.0000"	""	""	""	""	""	""	
"11/25/2016 13:40'00"	"42699.5694444444"	"  17.2000"	"  62.0000"	""	""	""	""	""	""	
"11/25/2016 13:50'00"	"42699.5763888889"	"  17.3000"	"  63.0000"	""	""	""	""	""	""	
"11/25/2016 14:00'00"	"42699.5833333333"	"  17.2000"	"  63.0000"	""	""	""	""	""	""	
"11/25/2016 14:10'00"	"42699.5902777778"	"  17.0000"	"  64.0000"	""	""	""	""	""	""	
"11/25/2016 14:20'00"	"42699.5972222222"	"  16.7000"	"  66.0000"	""	""	""	""	""	""	
"11/25/2016 14:30'00"	"42699.6041666667"	"  16.1000"	"  67.0000"	""	""	""	""	""	""	
"11/25/2016 14:40'00"	"42699.6111111111"	"  15.4000"	"  67.0000"	""	""	""	""	""	""	
"11/25/2016 14:50'00"	"42699.6180555556"	"  15.1000"	"  69.0000"	""	""	""	""	""	""	
"11/25/2016 15:00'00"	"42699.6250000000"	"  14.5000"	"  69.0000"	""	""	""	""	""	""	
"11/25/2016 15:10'00"	"42699.6319444444"	"  13.9000"	"  70.0000"	""	""	""	""	""	""	
"11/25/2016 15:20'00"	"42699.6388888889"	"  13.6000"	"  74.0000"	""	""	""	""	""	""	
"11/25/2016 15:30'00"	"42699.6458333333"	"  13.2000"	"  75.0000"	""	""	""	""	""	""	
"11/25/2016 15:40'00"	"42699.6527777778"	"  12.6000"	"  77.0000"	""	""	""	""	""	""	
"11/25/2016 15:50'00"	"42699.6597222222"	"  11.9000"	"  80.0000"	""	""	""	""	""	""	
"11/25/2016 16:00'00"	"42699.6666666667"	"  11.8000"	"  85.0000"	""	""	""	""	""	""	
"11/25/2016 16:10'00"	"42699.6736111111"	"  11.7000"	"  92.0000"	""	""	""	""	""	""	
"11/25/2016 16:20'00"	"42699.6805555556"	"  12.0000"	"  95.0000"	""	""	""	""	""	""	
"11/25/2016 16:30'00"	"42699.6875000000"	"  11.4000"	"  96.0000"	""	""	""	""	""	""	
"11/25/2016 16:40'00"	"42699.6944444444"	"  10.9000"	"  97.0000"	""	""	""	""	""	""	
"11/25/2016 16:50'00"	"42699.7013888889"	"  10.4000"	"  97.0000"	""	""	""	""	""	""	
"11/25/2016 17:00'00"	"42699.7083333333"	"  11.4000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 17:10'00"	"42699.7152777778"	"  11.7000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 17:20'00"	"42699.7222222222"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 17:30'00"	"42699.7291666667"	"  11.9000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 17:40'00"	"42699.7361111111"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 17:50'00"	"42699.7430555556"	"  11.8000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 18:00'00"	"42699.7500000000"	"  11.5000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 18:10'00"	"42699.7569444444"	"  11.4000"	"  98.0000"	""	""	""	""	""	""	
"11/25/2016 18:20'00"	"42699.7638888889"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 18:30'00"	"42699.7708333333"	"  11.5000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 18:40'00"	"42699.7777777778"	"  10.8000"	"  98.0000"	""	""	""	""	""	""	
"11/25/2016 18:50'00"	"42699.7847222222"	"  11.6000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 19:00'00"	"42699.7916666667"	"  11.4000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 19:10'00"	"42699.7986111111"	"  11.1000"	"  98.0000"	""	""	""	""	""	""	
"11/25/2016 19:20'00"	"42699.8055555556"	"  11.0000"	"  98.0000"	""	""	""	""	""	""	
"11/25/2016 19:30'00"	"42699.8125000000"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 19:40'00"	"42699.8194444444"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 19:50'00"	"42699.8263888889"	"  10.9000"	"  98.0000"	""	""	""	""	""	""	
"11/25/2016 20:00'00"	"42699.8333333333"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 20:10'00"	"42699.8402777778"	"  10.9000"	"  98.0000"	""	""	""	""	""	""	
"11/25/2016 20:20'00"	"42699.8472222222"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 20:30'00"	"42699.8541666667"	"  10.7000"	"  98.0000"	""	""	""	""	""	""	
"11/25/2016 20:40'00"	"42699.8611111111"	"  11.4000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 20:50'00"	"42699.8680555556"	"  10.8000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 21:00'00"	"42699.8750000000"	"  11.4000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 21:10'00"	"42699.8819444444"	"  10.8000"	"  98.0000"	""	""	""	""	""	""	
"11/25/2016 21:20'00"	"42699.8888888889"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 21:30'00"	"42699.8958333333"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 21:40'00"	"42699.9027777778"	"  11.1000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 21:50'00"	"42699.9097222222"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 22:00'00"	"42699.9166666667"	"  10.8000"	"  98.0000"	""	""	""	""	""	""	
"11/25/2016 22:10'00"	"42699.9236111111"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 22:20'00"	"42699.9305555556"	"  10.6000"	"  97.0000"	""	""	""	""	""	""	
"11/25/2016 22:30'00"	"42699.9375000000"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 22:40'00"	"42699.9444444444"	"  10.4000"	"  97.0000"	""	""	""	""	""	""	
"11/25/2016 22:50'00"	"42699.9513888889"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 23:00'00"	"42699.9583333333"	"  10.5000"	"  98.0000"	""	""	""	""	""	""	
"11/25/2016 23:10'00"	"42699.9652777778"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 23:20'00"	"42699.9722222222"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 23:30'00"	"42699.9791666667"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 23:40'00"	"42699.9861111111"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/25/2016 23:50'00"	"42699.9930555556"	"  10.6000"	"  96.0000"	""	""	""	""	""	""	
"11/26/2016 00:00'00"	"42700.0000000000"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 00:10'00"	"42700.0069444444"	"  10.5000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 00:20'00"	"42700.0138888889"	"  11.1000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 00:30'00"	"42700.0208333333"	"  10.6000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 00:40'00"	"42700.0277777778"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 00:50'00"	"42700.0347222222"	"  10.5000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 01:00'00"	"42700.0416666667"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 01:10'00"	"42700.0486111111"	"  10.6000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 01:20'00"	"42700.0555555556"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 01:30'00"	"42700.0625000000"	"  10.8000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 01:40'00"	"42700.0694444444"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 01:50'00"	"42700.0763888889"	"  11.2000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 02:00'00"	"42700.0833333333"	"  10.8000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 02:10'00"	"42700.0902777778"	"  11.4000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 02:20'00"	"42700.0972222222"	"  10.8000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 02:30'00"	"42700.1041666667"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 02:40'00"	"42700.1111111111"	"  10.9000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 02:50'00"	"42700.1180555556"	"  11.1000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 03:00'00"	"42700.1250000000"	"  10.8000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 03:10'00"	"42700.1319444444"	"  10.7000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 03:20'00"	"42700.1388888889"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 03:30'00"	"42700.1458333333"	"  10.5000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 03:40'00"	"42700.1527777778"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 03:50'00"	"42700.1597222222"	"  10.9000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 04:00'00"	"42700.1666666667"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 04:10'00"	"42700.1736111111"	"  10.7000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 04:20'00"	"42700.1805555556"	"  11.1000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 04:30'00"	"42700.1875000000"	"  10.6000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 04:40'00"	"42700.1944444444"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 04:50'00"	"42700.2013888889"	"  10.7000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 05:00'00"	"42700.2083333333"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 05:10'00"	"42700.2152777778"	"  10.8000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 05:20'00"	"42700.2222222222"	"  11.2000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 05:30'00"	"42700.2291666667"	"  10.5000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 05:40'00"	"42700.2361111111"	"  10.9000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 05:50'00"	"42700.2430555556"	"  10.6000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 06:00'00"	"42700.2500000000"	"  11.0000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 06:10'00"	"42700.2569444444"	"  11.0000"	"  96.0000"	""	""	""	""	""	""	
"11/26/2016 06:20'00"	"42700.2638888889"	"  10.8000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 06:30'00"	"42700.2708333333"	"  10.9000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 06:40'00"	"42700.2777777778"	"  10.9000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 06:50'00"	"42700.2847222222"	"  10.8000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 07:00'00"	"42700.2916666667"	"  10.9000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 07:10'00"	"42700.2986111111"	"  10.8000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 07:20'00"	"42700.3055555556"	"  11.2000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 07:30'00"	"42700.3125000000"	"  12.0000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 07:40'00"	"42700.3194444444"	"  12.5000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 07:50'00"	"42700.3263888889"	"  11.5000"	"  96.0000"	""	""	""	""	""	""	
"11/26/2016 08:00'00"	"42700.3333333333"	"  10.6000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 08:10'00"	"42700.3402777778"	"  10.5000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 08:20'00"	"42700.3472222222"	"  10.6000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 08:30'00"	"42700.3541666667"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 08:40'00"	"42700.3611111111"	"  11.6000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 08:50'00"	"42700.3680555556"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 09:00'00"	"42700.3750000000"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 09:10'00"	"42700.3819444444"	"  12.9000"	"  95.0000"	""	""	""	""	""	""	
"11/26/2016 09:20'00"	"42700.3888888889"	"  13.4000"	"  95.0000"	""	""	""	""	""	""	
"11/26/2016 09:30'00"	"42700.3958333333"	"  13.6000"	"  91.0000"	""	""	""	""	""	""	
"11/26/2016 09:40'00"	"42700.4027777778"	"  14.4000"	"  93.0000"	""	""	""	""	""	""	
"11/26/2016 09:50'00"	"42700.4097222222"	"  14.9000"	"  89.0000"	""	""	""	""	""	""	
"11/26/2016 10:00'00"	"42700.4166666667"	"  15.8000"	"  91.0000"	""	""	""	""	""	""	
"11/26/2016 10:10'00"	"42700.4236111111"	"  16.8000"	"  92.0000"	""	""	""	""	""	""	
"11/26/2016 10:20'00"	"42700.4305555556"	"  17.5000"	"  90.0000"	""	""	""	""	""	""	
"11/26/2016 10:30'00"	"42700.4375000000"	"  17.8000"	"  87.0000"	""	""	""	""	""	""	
"11/26/2016 10:40'00"	"42700.4444444444"	"  18.5000"	"  89.0000"	""	""	""	""	""	""	
"11/26/2016 10:50'00"	"42700.4513888889"	"  19.3000"	"  87.0000"	""	""	""	""	""	""	
"11/26/2016 11:00'00"	"42700.4583333333"	"  20.0000"	"  88.0000"	""	""	""	""	""	""	
"11/26/2016 11:10'00"	"42700.4652777778"	"  20.7000"	"  84.0000"	""	""	""	""	""	""	
"11/26/2016 11:20'00"	"42700.4722222222"	"  21.1000"	"  79.0000"	""	""	""	""	""	""	
"11/26/2016 11:30'00"	"42700.4791666667"	"  21.3000"	"  77.0000"	""	""	""	""	""	""	
"11/26/2016 11:40'00"	"42700.4861111111"	"  21.7000"	"  78.0000"	""	""	""	""	""	""	
"11/26/2016 11:50'00"	"42700.4930555556"	"  22.0000"	"  79.0000"	""	""	""	""	""	""	
"11/26/2016 12:00'00"	"42700.5000000000"	"  22.2000"	"  82.0000"	""	""	""	""	""	""	
"11/26/2016 12:10'00"	"42700.5069444444"	"  22.4000"	"  77.0000"	""	""	""	""	""	""	
"11/26/2016 12:20'00"	"42700.5138888889"	"  22.6000"	"  77.0000"	""	""	""	""	""	""	
"11/26/2016 12:30'00"	"42700.5208333333"	"  22.8000"	"  77.0000"	""	""	""	""	""	""	
"11/26/2016 12:40'00"	"42700.5277777778"	"  22.1000"	"  75.0000"	""	""	""	""	""	""	
"11/26/2016 12:50'00"	"42700.5347222222"	"  20.9000"	"  75.0000"	""	""	""	""	""	""	
"11/26/2016 13:00'00"	"42700.5416666667"	"  19.8000"	"  77.0000"	""	""	""	""	""	""	
"11/26/2016 13:10'00"	"42700.5486111111"	"  20.8000"	"  82.0000"	""	""	""	""	""	""	
"11/26/2016 13:20'00"	"42700.5555555556"	"  20.9000"	"  76.0000"	""	""	""	""	""	""	
"11/26/2016 13:30'00"	"42700.5625000000"	"  21.1000"	"  78.0000"	""	""	""	""	""	""	
"11/26/2016 13:40'00"	"42700.5694444444"	"  21.4000"	"  80.0000"	""	""	""	""	""	""	
"11/26/2016 13:50'00"	"42700.5763888889"	"  21.3000"	"  76.0000"	""	""	""	""	""	""	
"11/26/2016 14:00'00"	"42700.5833333333"	"  21.1000"	"  77.0000"	""	""	""	""	""	""	
"11/26/2016 14:10'00"	"42700.5902777778"	"  20.9000"	"  77.0000"	""	""	""	""	""	""	
"11/26/2016 14:20'00"	"42700.5972222222"	"  20.5000"	"  79.0000"	""	""	""	""	""	""	
"11/26/2016 14:30'00"	"42700.6041666667"	"  19.8000"	"  76.0000"	""	""	""	""	""	""	
"11/26/2016 14:40'00"	"42700.6111111111"	"  19.1000"	"  77.0000"	""	""	""	""	""	""	
"11/26/2016 14:50'00"	"42700.6180555556"	"  18.3000"	"  78.0000"	""	""	""	""	""	""	
"11/26/2016 15:00'00"	"42700.6250000000"	"  17.2000"	"  79.0000"	""	""	""	""	""	""	
"11/26/2016 15:10'00"	"42700.6319444444"	"  16.7000"	"  84.0000"	""	""	""	""	""	""	
"11/26/2016 15:20'00"	"42700.6388888889"	"  16.2000"	"  81.0000"	""	""	""	""	""	""	
"11/26/2016 15:30'00"	"42700.6458333333"	"  15.9000"	"  82.0000"	""	""	""	""	""	""	
"11/26/2016 15:40'00"	"42700.6527777778"	"  15.6000"	"  84.0000"	""	""	""	""	""	""	
"11/26/2016 15:50'00"	"42700.6597222222"	"  15.1000"	"  88.0000"	""	""	""	""	""	""	
"11/26/2016 16:00'00"	"42700.6666666667"	"  14.7000"	"  89.0000"	""	""	""	""	""	""	
"11/26/2016 16:10'00"	"42700.6736111111"	"  14.4000"	"  91.0000"	""	""	""	""	""	""	
"11/26/2016 16:20'00"	"42700.6805555556"	"  14.3000"	"  94.0000"	""	""	""	""	""	""	
"11/26/2016 16:30'00"	"42700.6875000000"	"  14.2000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 16:40'00"	"42700.6944444444"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 16:50'00"	"42700.7013888889"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 17:00'00"	"42700.7083333333"	"  14.1000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 17:10'00"	"42700.7152777778"	"  15.1000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 17:20'00"	"42700.7222222222"	"  14.9000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 17:30'00"	"42700.7291666667"	"  14.5000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 17:40'00"	"42700.7361111111"	"  14.1000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 17:50'00"	"42700.7430555556"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 18:00'00"	"42700.7500000000"	"  13.8000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 18:10'00"	"42700.7569444444"	"  14.8000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 18:20'00"	"42700.7638888889"	"  14.6000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 18:30'00"	"42700.7708333333"	"  14.2000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 18:40'00"	"42700.7777777778"	"  13.8000"	"  96.0000"	""	""	""	""	""	""	
"11/26/2016 18:50'00"	"42700.7847222222"	"  13.7000"	"  98.0000"	""	""	""	""	""	""	
"11/26/2016 19:00'00"	"42700.7916666667"	"  14.8000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 19:10'00"	"42700.7986111111"	"  14.4000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 19:20'00"	"42700.8055555556"	"  14.0000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 19:30'00"	"42700.8125000000"	"  13.6000"	"  97.0000"	""	""	""	""	""	""	
"11/26/2016 19:40'00"	"42700.8194444444"	"  13.8000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 19:50'00"	"42700.8263888889"	"  14.8000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 20:00'00"	"42700.8333333333"	"  14.4000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 20:10'00"	"42700.8402777778"	"  14.0000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 20:20'00"	"42700.8472222222"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 20:30'00"	"42700.8541666667"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 20:40'00"	"42700.8611111111"	"  14.8000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 20:50'00"	"42700.8680555556"	"  14.5000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 21:00'00"	"42700.8750000000"	"  14.1000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 21:10'00"	"42700.8819444444"	"  13.8000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 21:20'00"	"42700.8888888889"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 21:30'00"	"42700.8958333333"	"  14.7000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 21:40'00"	"42700.9027777778"	"  14.3000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 21:50'00"	"42700.9097222222"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 22:00'00"	"42700.9166666667"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 22:10'00"	"42700.9236111111"	"  14.7000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 22:20'00"	"42700.9305555556"	"  14.3000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 22:30'00"	"42700.9375000000"	"  14.0000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 22:40'00"	"42700.9444444444"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 22:50'00"	"42700.9513888889"	"  14.0000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 23:00'00"	"42700.9583333333"	"  14.5000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 23:10'00"	"42700.9652777778"	"  14.2000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 23:20'00"	"42700.9722222222"	"  14.1000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 23:30'00"	"42700.9791666667"	"  13.8000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 23:40'00"	"42700.9861111111"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/26/2016 23:50'00"	"42700.9930555556"	"  14.5000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 00:00'00"	"42701.0000000000"	"  14.4000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 00:10'00"	"42701.0069444444"	"  14.0000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 00:20'00"	"42701.0138888889"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 00:30'00"	"42701.0208333333"	"  14.5000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 00:40'00"	"42701.0277777778"	"  14.1000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 00:50'00"	"42701.0347222222"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 01:00'00"	"42701.0416666667"	"  14.4000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 01:10'00"	"42701.0486111111"	"  14.1000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 01:20'00"	"42701.0555555556"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 01:30'00"	"42701.0625000000"	"  14.2000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 01:40'00"	"42701.0694444444"	"  14.4000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 01:50'00"	"42701.0763888889"	"  14.1000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 02:00'00"	"42701.0833333333"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 02:10'00"	"42701.0902777778"	"  14.3000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 02:20'00"	"42701.0972222222"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 02:30'00"	"42701.1041666667"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 02:40'00"	"42701.1111111111"	"  14.4000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 02:50'00"	"42701.1180555556"	"  14.1000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 03:00'00"	"42701.1250000000"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 03:10'00"	"42701.1319444444"	"  14.4000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 03:20'00"	"42701.1388888889"	"  13.8000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 03:30'00"	"42701.1458333333"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 03:40'00"	"42701.1527777778"	"  14.5000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 03:50'00"	"42701.1597222222"	"  14.1000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 04:00'00"	"42701.1666666667"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 04:10'00"	"42701.1736111111"	"  14.4000"	"  99.0000"	""	""	""	""	""	""	
"11/27/2016 04:20'00"	"42701.1805555556"	"  14.0000"	"  99.0000"	""	""	""	""	""	""	
