Date/Time,ch.1,ch.2
01/27/2019 20:20'00,14.3,19.6
01/27/2019 20:30'00,15.1,19.5
01/27/2019 20:40'00,14.9,19.4
01/27/2019 20:50'00,14.4,19.3
01/27/2019 21:00'00,14.5,19.2
01/27/2019 21:10'00,15,19.1
01/27/2019 21:20'00,14.2,19
01/27/2019 21:30'00,14.4,18.9
01/27/2019 21:40'00,14.9,18.9
01/27/2019 21:50'00,14,18.8
01/27/2019 22:00'00,14.5,18.7
01/27/2019 22:10'00,14.5,18.6
01/27/2019 22:20'00,13.5,18.6
01/27/2019 22:30'00,14.8,18.5
01/27/2019 22:40'00,14,18.4
01/27/2019 22:50'00,13.9,18.4
01/27/2019 23:00'00,14.9,18.3
01/27/2019 23:10'00,13.4,18.2
01/27/2019 23:20'00,14.4,18.1
01/27/2019 23:30'00,13.7,18.1
01/27/2019 23:40'00,13.7,18
01/27/2019 23:50'00,14.3,18
01/28/2019 00:00'00,13.2,18
01/28/2019 00:10'00,14.4,17.9
01/28/2019 00:20'00,13.8,17.9
01/28/2019 00:30'00,13.6,17.8
01/28/2019 00:40'00,14.7,17.7
01/28/2019 00:50'00,13.5,17.7
01/28/2019 01:00'00,14.4,17.7
01/28/2019 01:10'00,14.2,17.6
01/28/2019 01:20'00,13.4,17.7
01/28/2019 01:30'00,14.9,17.5
01/28/2019 01:40'00,14,17.5
01/28/2019 01:50'00,13.5,17.5
01/28/2019 02:00'00,14.9,17.5
01/28/2019 02:10'00,13.7,17.5
01/28/2019 02:20'00,14,17.3
01/28/2019 02:30'00,14.3,17.3
01/28/2019 02:40'00,13.1,17.3
01/28/2019 02:50'00,14.5,17.3
01/28/2019 03:00'00,13.4,17.2
01/28/2019 03:10'00,13.8,17.2
01/28/2019 03:20'00,14.1,17.2
01/28/2019 03:30'00,13.1,17.2
01/28/2019 03:40'00,14.6,17.1
01/28/2019 03:50'00,13.4,17.1
01/28/2019 04:00'00,13.7,17
01/28/2019 04:10'00,14.3,17.1
01/28/2019 04:20'00,13.1,17.1
01/28/2019 04:30'00,14.6,17
01/28/2019 04:40'00,13.5,16.9
01/28/2019 04:50'00,13.7,16.9
01/28/2019 05:00'00,14.4,16.9
01/28/2019 05:10'00,13,16.9
01/28/2019 05:20'00,14.4,16.8
01/28/2019 05:30'00,13.5,16.8
01/28/2019 05:40'00,13.4,16.8
01/28/2019 05:50'00,14.7,16.7
01/28/2019 06:00'00,13,16.7
01/28/2019 06:10'00,14,16.7
01/28/2019 06:20'00,13.7,16.7
01/28/2019 06:30'00,13.2,16.7
01/28/2019 06:40'00,14.7,16.7
01/28/2019 06:50'00,12.9,16.7
01/28/2019 07:00'00,13.7,16.6
01/28/2019 07:10'00,14.1,16.6
01/28/2019 07:20'00,12.8,16.6
01/28/2019 07:30'00,14.3,16.5
01/28/2019 07:40'00,13.5,16.6
01/28/2019 07:50'00,13,16.5
01/28/2019 08:00'00,13.2,16.6
01/28/2019 08:10'00,13.4,16.5
01/28/2019 08:20'00,13.8,16.6
01/28/2019 08:30'00,14.5,16.5
01/28/2019 08:40'00,15.8,16.6
01/28/2019 08:50'00,16.2,16.6
01/28/2019 09:00'00,16.4,16.7
01/28/2019 09:10'00,16.5,16.1
01/28/2019 09:20'00,16.9,16.2
01/28/2019 09:30'00,16.4,16.2
01/28/2019 09:40'00,17.5,16.4
01/28/2019 09:50'00,18.5,16.5
01/28/2019 10:00'00,18.5,16.6
01/28/2019 10:10'00,18.1,16.7
01/28/2019 10:20'00,18.5,16.8
01/28/2019 10:30'00,17.9,16.9
01/28/2019 10:40'00,17.8,17
01/28/2019 10:50'00,18.1,17.1
01/28/2019 11:00'00,18.2,17.2
01/28/2019 11:10'00,18,17.2
01/28/2019 11:20'00,17.9,17.3
01/28/2019 11:30'00,18.1,17.3
01/28/2019 11:40'00,18.4,17.4
01/28/2019 11:50'00,18.7,17.4
01/28/2019 12:00'00,18.6,17.5
01/28/2019 12:10'00,19.3,17.5
01/28/2019 12:20'00,19.9,17.6
01/28/2019 12:30'00,19.5,17.7
01/28/2019 12:40'00,19.3,17.8
01/28/2019 12:50'00,19.6,17.8
01/28/2019 13:00'00,20.3,17.9
01/28/2019 13:10'00,21.4,18
01/28/2019 13:20'00,23.2,18.1
01/28/2019 13:30'00,23.3,18.3
01/28/2019 13:40'00,22,18.4
01/28/2019 13:50'00,21.4,18.5
01/28/2019 14:00'00,20.7,18.6
01/28/2019 14:10'00,19.4,18.6
01/28/2019 14:20'00,18.5,18.6
01/28/2019 14:30'00,18.4,18.6
01/28/2019 14:40'00,18.3,18.6
01/28/2019 14:50'00,18.2,18.6
01/28/2019 15:00'00,19.5,18.6
01/28/2019 15:10'00,21,18.6
01/28/2019 15:20'00,20.8,18.6
01/28/2019 15:30'00,22.1,18.7
01/28/2019 15:40'00,22.8,18.8
01/28/2019 15:50'00,24,18.9
01/28/2019 16:00'00,23.4,19
01/28/2019 16:10'00,21.9,19.1
01/28/2019 16:20'00,22.2,19.1
01/28/2019 16:30'00,22,19.1
01/28/2019 16:40'00,21.7,19.2
01/28/2019 16:50'00,21.3,19.2
01/28/2019 17:00'00,20.2,19.2
01/28/2019 17:10'00,18.6,19.2
01/28/2019 17:20'00,17.5,19.2
01/28/2019 17:30'00,16.7,19.2
01/28/2019 17:40'00,16.5,19.1
01/28/2019 17:50'00,16,19
01/28/2019 18:00'00,15.6,18.9
01/28/2019 18:10'00,15.2,18.8
01/28/2019 18:20'00,14.8,18.7
01/28/2019 18:30'00,14.6,18.6
01/28/2019 18:40'00,14.3,18.5
01/28/2019 18:50'00,14.2,18.4
01/28/2019 19:00'00,14,18.3
01/28/2019 19:10'00,13.8,18.3
01/28/2019 19:20'00,15,18.2
01/28/2019 19:30'00,14.7,18.1
01/28/2019 19:40'00,14.4,18
01/28/2019 19:50'00,14.2,17.9
01/28/2019 20:00'00,14.1,17.9
01/28/2019 20:10'00,14,17.9
01/28/2019 20:20'00,14,17.8
01/28/2019 20:30'00,13.8,17.7
01/28/2019 20:40'00,14.6,17.7
01/28/2019 20:50'00,14.5,17.6
01/28/2019 21:00'00,13.9,17.6
01/28/2019 21:10'00,14,17.5
01/28/2019 21:20'00,15,17.5
01/28/2019 21:30'00,13.9,17.4
01/28/2019 21:40'00,13.7,17.3
01/28/2019 21:50'00,15,17.3
01/28/2019 22:00'00,13.8,17.3
01/28/2019 22:10'00,13.7,17.2
01/28/2019 22:20'00,15.1,17.2
01/28/2019 22:30'00,14,17.2
01/28/2019 22:40'00,13.6,17.2
01/28/2019 22:50'00,14.6,17.1
01/28/2019 23:00'00,14.3,17.1
01/28/2019 23:10'00,13.7,17.1
01/28/2019 23:20'00,14.1,17
01/28/2019 23:30'00,14.6,17
01/28/2019 23:40'00,13.9,17
01/28/2019 23:50'00,13.6,17
01/29/2019 00:00'00,14.3,16.9
01/29/2019 00:10'00,14.6,16.9
01/29/2019 00:20'00,13.9,16.9
01/29/2019 00:30'00,13.6,16.9
01/29/2019 00:40'00,15,16.9
01/29/2019 00:50'00,13.8,16.8
01/29/2019 01:00'00,13.6,16.8
01/29/2019 01:10'00,14.8,16.8
01/29/2019 01:20'00,13.4,16.7
01/29/2019 01:30'00,14.2,16.7
01/29/2019 01:40'00,13.9,16.7
01/29/2019 01:50'00,13.2,16.7
01/29/2019 02:00'00,14.8,16.6
01/29/2019 02:10'00,13.5,16.6
01/29/2019 02:20'00,13.9,16.6
01/29/2019 02:30'00,14.3,16.6
01/29/2019 02:40'00,13.1,16.6
01/29/2019 02:50'00,14.7,16.5
01/29/2019 03:00'00,13.6,16.5
01/29/2019 03:10'00,13.6,16.5
01/29/2019 03:20'00,14.5,16.5
01/29/2019 03:30'00,12.9,16.4
01/29/2019 03:40'00,14.5,16.4
01/29/2019 03:50'00,13.5,16.4
01/29/2019 04:00'00,13.6,16.4
01/29/2019 04:10'00,14.2,16.3
01/29/2019 04:20'00,13.1,16.3
01/29/2019 04:30'00,14.7,16.3
01/29/2019 04:40'00,13.2,16.3
01/29/2019 04:50'00,13.8,16.3
01/29/2019 05:00'00,14,16.3
01/29/2019 05:10'00,13.2,16.3
01/29/2019 05:20'00,14.7,16.2
01/29/2019 05:30'00,13.1,16.2
01/29/2019 05:40'00,14.1,16.2
01/29/2019 05:50'00,13.9,16.2
01/29/2019 06:00'00,13.2,16.1
01/29/2019 06:10'00,14.7,16
01/29/2019 06:20'00,13,16.1
01/29/2019 06:30'00,13.9,16.1
01/29/2019 06:40'00,13.9,16
01/29/2019 06:50'00,13.1,16.1
01/29/2019 07:00'00,14.6,16
01/29/2019 07:10'00,13.4,16
01/29/2019 07:20'00,13.7,16
01/29/2019 07:30'00,14.5,16
01/29/2019 07:40'00,13.1,16
01/29/2019 07:50'00,14.4,16
01/29/2019 08:00'00,14.2,16
01/29/2019 08:10'00,13.9,16
01/29/2019 08:20'00,14,16
01/29/2019 08:30'00,15.8,16
01/29/2019 08:40'00,17.2,16
01/29/2019 08:50'00,18.2,16
01/29/2019 09:00'00,19.6,16.2
01/29/2019 09:10'00,20.9,16.2
01/29/2019 09:20'00,22.3,16.3
01/29/2019 09:30'00,23.7,16.4
01/29/2019 09:40'00,23.9,16.6
01/29/2019 09:50'00,25.1,16.7
01/29/2019 10:00'00,26.2,16.8
01/29/2019 10:10'00,26.5,17
01/29/2019 10:20'00,26.8,17.2
01/29/2019 10:30'00,27.2,17.4
01/29/2019 10:40'00,27.9,17.6
01/29/2019 10:50'00,27.8,17.9
01/29/2019 11:00'00,26.8,18.1
01/29/2019 11:10'00,26.7,18.3
01/29/2019 11:20'00,30,18.5
01/29/2019 11:30'00,32.9,18.7
01/29/2019 11:40'00,33.6,18.9
01/29/2019 11:50'00,30.4,19.2
01/29/2019 12:00'00,30.6,19.3
01/29/2019 12:10'00,29.7,19.5
01/29/2019 12:20'00,28.5,19.6
01/29/2019 12:30'00,29,19.8
01/29/2019 12:40'00,29.6,20.1
01/29/2019 12:50'00,29.4,20.5
01/29/2019 13:00'00,29.8,20.9
01/29/2019 13:10'00,30.4,21.1
01/29/2019 13:20'00,31.2,21.3
01/29/2019 13:30'00,30.5,21.6
01/29/2019 13:40'00,32.4,21.8
01/29/2019 13:50'00,32.7,22
01/29/2019 14:00'00,32.5,22.2
01/29/2019 14:10'00,32.6,22.4
01/29/2019 14:20'00,32.4,22.5
01/29/2019 14:30'00,32.6,22.7
01/29/2019 14:40'00,31.3,22.9
01/29/2019 14:50'00,31.6,23.1
01/29/2019 15:00'00,31.7,23.2
01/29/2019 15:10'00,32.2,23.3
01/29/2019 15:20'00,32.5,23.3
01/29/2019 15:30'00,30.3,23.3
01/29/2019 15:40'00,30.3,23.3
01/29/2019 15:50'00,29.3,23.3
01/29/2019 16:00'00,28.1,23.2
01/29/2019 16:10'00,27,23.2
01/29/2019 16:20'00,26.2,23.1
01/29/2019 16:30'00,26.5,23.1
01/29/2019 16:40'00,25.4,23
01/29/2019 16:50'00,23.5,22.9
01/29/2019 17:00'00,21.9,22.9
01/29/2019 17:10'00,20.4,22.7
01/29/2019 17:20'00,19.2,22.5
01/29/2019 17:30'00,18.4,22.4
01/29/2019 17:40'00,17.7,22.1
01/29/2019 17:50'00,17.2,22
01/29/2019 18:00'00,16.7,21.7
01/29/2019 18:10'00,16.2,21.5
01/29/2019 18:20'00,15.9,21.3
01/29/2019 18:30'00,15.6,21.1
01/29/2019 18:40'00,15.3,20.9
01/29/2019 18:50'00,15,20.7
01/29/2019 19:00'00,14.8,20.5
01/29/2019 19:10'00,14.6,20.4
01/29/2019 19:20'00,14.5,20.2
01/29/2019 19:30'00,14.3,20.1
01/29/2019 19:40'00,14.1,19.9
01/29/2019 19:50'00,14,19.8
01/29/2019 20:00'00,13.8,19.6
01/29/2019 20:10'00,13.7,19.5
01/29/2019 20:20'00,13.5,19.3
01/29/2019 20:30'00,13.3,19.2
01/29/2019 20:40'00,13.4,19
01/29/2019 20:50'00,14.4,18.9
01/29/2019 21:00'00,14.2,18.8
01/29/2019 21:10'00,13.7,18.8
01/29/2019 21:20'00,13.3,18.7
01/29/2019 21:30'00,13.5,18.6
01/29/2019 21:40'00,14.2,18.5
01/29/2019 21:50'00,13.7,18.4
01/29/2019 22:00'00,13.1,18.4
01/29/2019 22:10'00,13.5,18.3
01/29/2019 22:20'00,14.1,18.3
01/29/2019 22:30'00,13.4,18.2
01/29/2019 22:40'00,12.9,18
01/29/2019 22:50'00,14,18
01/29/2019 23:00'00,13.5,18
01/29/2019 23:10'00,12.8,17.9
01/29/2019 23:20'00,13.7,17.8
01/29/2019 23:30'00,13.4,17.8
01/29/2019 23:40'00,12.6,17.7
01/29/2019 23:50'00,13.7,17.7
01/30/2019 00:00'00,13.2,17.6
01/30/2019 00:10'00,12.5,17.6
01/30/2019 00:20'00,13.9,17.5
01/30/2019 00:30'00,13.1,17.5
01/30/2019 00:40'00,12.6,17.4
01/30/2019 00:50'00,13.8,17.3
01/30/2019 01:00'00,12.7,17.3
01/30/2019 01:10'00,13.1,17.2
01/30/2019 01:20'00,13.3,17.2
01/30/2019 01:30'00,12.4,17.2
01/30/2019 01:40'00,13.6,17.1
01/30/2019 01:50'00,12.6,17
01/30/2019 02:00'00,12.7,17
01/30/2019 02:10'00,13.3,16.9
01/30/2019 02:20'00,12.1,17
01/30/2019 02:30'00,13.5,16.9
01/30/2019 02:40'00,12.6,16.8
01/30/2019 02:50'00,12.4,16.8
01/30/2019 03:00'00,13.5,16.7
01/30/2019 03:10'00,12,16.7
01/30/2019 03:20'00,13,16.7
01/30/2019 03:30'00,12.7,16.6
01/30/2019 03:40'00,12.2,16.6
01/30/2019 03:50'00,13.5,16.6
01/30/2019 04:00'00,11.9,16.6
01/30/2019 04:10'00,12.8,16.5
01/30/2019 04:20'00,12.8,16.5
01/30/2019 04:30'00,11.9,16.4
01/30/2019 04:40'00,13.5,16.4
01/30/2019 04:50'00,12.2,16.4
01/30/2019 05:00'00,12.7,16.3
01/30/2019 05:10'00,13.2,16.3
01/30/2019 05:20'00,11.9,16.3
01/30/2019 05:30'00,13.2,16.2
01/30/2019 05:40'00,12.6,16.3
01/30/2019 05:50'00,12.2,16.2
01/30/2019 06:00'00,13.4,16.1
01/30/2019 06:10'00,11.8,16.1
01/30/2019 06:20'00,12.7,16.1
01/30/2019 06:30'00,12.5,16.1
01/30/2019 06:40'00,12.1,16.1
01/30/2019 06:50'00,13.4,16
01/30/2019 07:00'00,11.6,16.1
01/30/2019 07:10'00,12.8,16
01/30/2019 07:20'00,12.5,16
01/30/2019 07:30'00,12,16
01/30/2019 07:40'00,13.5,15.9
01/30/2019 07:50'00,12.4,16
01/30/2019 08:00'00,12,16
01/30/2019 08:10'00,12.1,15.9
01/30/2019 08:20'00,12.4,16
01/30/2019 08:30'00,14.1,15.9
01/30/2019 08:40'00,15.8,15.9
01/30/2019 08:50'00,17.1,15.4
01/30/2019 09:00'00,18.5,15.7
01/30/2019 09:10'00,18.9,15.8
01/30/2019 09:20'00,20.9,16
01/30/2019 09:30'00,23.1,16.1
01/30/2019 09:40'00,24.5,16.3
01/30/2019 09:50'00,26.6,16.4
01/30/2019 10:00'00,27.6,16.6
01/30/2019 10:10'00,28.3,16.8
01/30/2019 10:20'00,27.7,17.1
01/30/2019 10:30'00,26.2,17.3
01/30/2019 10:40'00,25.4,17.5
01/30/2019 10:50'00,24.5,17.6
01/30/2019 11:00'00,24,17.7
01/30/2019 11:10'00,24.1,17.9
01/30/2019 11:20'00,23.7,18
01/30/2019 11:30'00,23,18.1
01/30/2019 11:40'00,23.7,18.1
01/30/2019 11:50'00,24.8,18.2
01/30/2019 12:00'00,26.4,18.4
01/30/2019 12:10'00,27.3,18.4
01/30/2019 12:20'00,24.2,18.6
01/30/2019 12:30'00,24.7,18.7
01/30/2019 12:40'00,25.6,18.7
01/30/2019 12:50'00,26,18.8
01/30/2019 13:00'00,25.6,18.9
01/30/2019 13:10'00,26.1,19
01/30/2019 13:20'00,26.1,19.1
01/30/2019 13:30'00,25.6,19.2
01/30/2019 13:40'00,25.5,19.2
01/30/2019 13:50'00,29.9,19.5
01/30/2019 14:00'00,31.3,19.8
01/30/2019 14:10'00,32.8,20.1
01/30/2019 14:20'00,33.3,20.4
01/30/2019 14:30'00,34.4,20.7
01/30/2019 14:40'00,34.8,21.1
01/30/2019 14:50'00,34.6,21.4
01/30/2019 15:00'00,33.5,21.7
01/30/2019 15:10'00,33.8,22
01/30/2019 15:20'00,32.5,22.2
01/30/2019 15:30'00,31.2,22.2
01/30/2019 15:40'00,31.5,22.3
01/30/2019 15:50'00,31.9,22.4
01/30/2019 16:00'00,29.4,22.4
01/30/2019 16:10'00,27.7,22.4
01/30/2019 16:20'00,28.1,22.3
01/30/2019 16:30'00,27.8,22.3
01/30/2019 16:40'00,24.2,22.8
01/30/2019 16:50'00,24,22.7
01/30/2019 17:00'00,22.4,22.5
01/30/2019 17:10'00,21.2,22.3
01/30/2019 17:20'00,20.1,22.1
01/30/2019 17:30'00,19.1,21.8
01/30/2019 17:40'00,18.1,21.5
01/30/2019 17:50'00,17.4,21.2
01/30/2019 18:00'00,16.8,21
01/30/2019 18:10'00,16.4,20.7
01/30/2019 18:20'00,15.9,20.4
01/30/2019 18:30'00,15.5,20.2
01/30/2019 18:40'00,15.1,20
01/30/2019 18:50'00,14.7,19.7
01/30/2019 19:00'00,14.3,19.4
01/30/2019 19:10'00,14.2,19.2
01/30/2019 19:20'00,13.9,19
01/30/2019 19:30'00,13.7,18.8
01/30/2019 19:40'00,13.7,18.7
01/30/2019 19:50'00,13.5,18.5
01/30/2019 20:00'00,13.2,18.4
01/30/2019 20:10'00,12.9,18.2
01/30/2019 20:20'00,14,18.2
01/30/2019 20:30'00,13.3,18
01/30/2019 20:40'00,13,17.8
01/30/2019 20:50'00,12.8,17.7
01/30/2019 21:00'00,13.7,17.6
01/30/2019 21:10'00,13.2,17.6
01/30/2019 21:20'00,12.8,17.5
01/30/2019 21:30'00,12.6,17.3
01/30/2019 21:40'00,13.7,17.3
01/30/2019 21:50'00,12.9,17.2
01/30/2019 22:00'00,12.6,17.1
01/30/2019 22:10'00,13.6,17.1
01/30/2019 22:20'00,13.2,17
01/30/2019 22:30'00,12.6,16.9
01/30/2019 22:40'00,13.2,16.9
01/30/2019 22:50'00,13.5,16.9
01/30/2019 23:00'00,12.7,16.7
01/30/2019 23:10'00,12.7,16.7
01/30/2019 23:20'00,13.8,16.7
01/30/2019 23:30'00,12.9,16.7
01/30/2019 23:40'00,12.4,16.6
01/30/2019 23:50'00,13.6,16.6
01/31/2019 00:00'00,13.1,16.6
01/31/2019 00:10'00,12.5,16.5
01/31/2019 00:20'00,12.8,16.5
01/31/2019 00:30'00,13.7,16.5
01/31/2019 00:40'00,12.8,16.4
01/31/2019 00:50'00,12.3,16.3
01/31/2019 01:00'00,13.9,16.3
01/31/2019 01:10'00,12.7,16.3
01/31/2019 01:20'00,12.1,16.3
01/31/2019 01:30'00,13.7,16.2
01/31/2019 01:40'00,13,16.2
01/31/2019 01:50'00,12.5,16.1
01/31/2019 02:00'00,12.4,16.1
01/31/2019 02:10'00,14.1,16.1
01/31/2019 02:20'00,13.1,16.1
01/31/2019 02:30'00,12.8,16.1
01/31/2019 02:40'00,12.6,16.1
01/31/2019 02:50'00,12.8,16
01/31/2019 03:00'00,13.7,16
01/31/2019 03:10'00,12.9,16
01/31/2019 03:20'00,12.7,16
01/31/2019 03:30'00,12.5,15.9
01/31/2019 03:40'00,13.1,15.9
01/31/2019 03:50'00,13.5,16
01/31/2019 04:00'00,12.9,15.9
01/31/2019 04:10'00,12.7,15.9
01/31/2019 04:20'00,12.5,15.8
01/31/2019 04:30'00,12.9,15.8
01/31/2019 04:40'00,13.9,15.8
01/31/2019 04:50'00,13.1,15.9
01/31/2019 05:00'00,12.8,15.8
01/31/2019 05:10'00,12.7,15.8
01/31/2019 05:20'00,12.5,15.7
01/31/2019 05:30'00,13.4,15.7
01/31/2019 05:40'00,13.7,15.8
01/31/2019 05:50'00,13.1,15.7
01/31/2019 06:00'00,12.8,15.7
01/31/2019 06:10'00,12.6,15.7
01/31/2019 06:20'00,12.6,15.6
01/31/2019 06:30'00,14.1,15.7
01/31/2019 06:40'00,13.2,15.7
01/31/2019 06:50'00,12.8,15.6
01/31/2019 07:00'00,12.6,15.6
01/31/2019 07:10'00,12.3,15.6
01/31/2019 07:20'00,14,15.6
01/31/2019 07:30'00,13.2,15.6
01/31/2019 07:40'00,12.9,15.6
01/31/2019 07:50'00,12.7,15.6
01/31/2019 08:00'00,12.5,15.5
01/31/2019 08:10'00,13.4,15.5
01/31/2019 08:20'00,13.4,15.5
01/31/2019 08:30'00,12.7,15.5
01/31/2019 08:40'00,12.3,15.4
01/31/2019 08:50'00,14.3,15.4
01/31/2019 09:00'00,13.1,15.5
01/31/2019 09:10'00,12.9,15.5
01/31/2019 09:20'00,12.9,15.4
01/31/2019 09:30'00,13,15.4
01/31/2019 09:40'00,13.2,15.4
01/31/2019 09:50'00,13.1,15.4
01/31/2019 10:00'00,13.4,15.5
01/31/2019 10:10'00,13.8,15.5
01/31/2019 10:20'00,14.7,15.6
01/31/2019 10:30'00,15.5,15.7
01/31/2019 10:40'00,16.7,15.9
01/31/2019 10:50'00,18.4,16
01/31/2019 11:00'00,20.3,16.3
01/31/2019 11:10'00,20.5,16.6
01/31/2019 11:20'00,19.9,16.7
01/31/2019 11:30'00,19.3,16.9
01/31/2019 11:40'00,18.7,16.9
01/31/2019 11:50'00,18.8,17
01/31/2019 12:00'00,18.4,17
01/31/2019 12:10'00,18.2,17.2
01/31/2019 12:20'00,18.2,17.2
01/31/2019 12:30'00,18.7,17.2
01/31/2019 12:40'00,19,17.3
01/31/2019 12:50'00,17.8,17.3
01/31/2019 13:00'00,17.1,17.3
01/31/2019 13:10'00,16.7,17.2
01/31/2019 13:20'00,16.4,17.2
01/31/2019 13:30'00,16.1,17.2
01/31/2019 13:40'00,15.8,17.1
01/31/2019 13:50'00,15.4,17
01/31/2019 14:00'00,15.3,17
01/31/2019 14:10'00,15.6,16.9
01/31/2019 14:20'00,15.1,16.8
01/31/2019 14:30'00,14.9,16.8
01/31/2019 14:40'00,14.9,16.8
01/31/2019 14:50'00,14.8,16.7
01/31/2019 15:00'00,14.8,16.7
01/31/2019 15:10'00,14.5,16.6
01/31/2019 15:20'00,14.3,16.6
01/31/2019 15:30'00,14.1,16.5
01/31/2019 15:40'00,13.8,16.5
01/31/2019 15:50'00,13.6,16.4
01/31/2019 16:00'00,13.5,16.3
01/31/2019 16:10'00,13.2,16.2
01/31/2019 16:20'00,13.1,16.2
01/31/2019 16:30'00,13,16.1
01/31/2019 16:40'00,12.9,16.1
01/31/2019 16:50'00,12.8,15.9
01/31/2019 17:00'00,12.9,15.9
01/31/2019 17:10'00,12.7,15.9
01/31/2019 17:20'00,12.7,15.8
01/31/2019 17:30'00,12.7,15.8
01/31/2019 17:40'00,14.2,15.8
01/31/2019 17:50'00,13.3,15.8
01/31/2019 18:00'00,13,15.8
01/31/2019 18:10'00,12.8,15.7
01/31/2019 18:20'00,12.6,15.7
01/31/2019 18:30'00,13.5,15.6
01/31/2019 18:40'00,13.7,15.7
01/31/2019 18:50'00,13,15.6
01/31/2019 19:00'00,12.7,15.6
01/31/2019 19:10'00,12.5,15.6
01/31/2019 19:20'00,14.2,15.6
01/31/2019 19:30'00,13.4,15.6
01/31/2019 19:40'00,12.9,15.5
01/31/2019 19:50'00,12.6,15.5
01/31/2019 20:00'00,12.9,15.5
01/31/2019 20:10'00,14,15.5
01/31/2019 20:20'00,13,15.5
01/31/2019 20:30'00,12.6,15.4
01/31/2019 20:40'00,12.7,15.4
01/31/2019 20:50'00,14,15.4
01/31/2019 21:00'00,12.9,15.4
01/31/2019 21:10'00,12.3,15.3
01/31/2019 21:20'00,13.9,15.3
01/31/2019 21:30'00,13.2,15.3
01/31/2019 21:40'00,12.5,15.3
01/31/2019 21:50'00,13,15.3
01/31/2019 22:00'00,13.5,15.3
01/31/2019 22:10'00,12.5,15.2
01/31/2019 22:20'00,12.7,15.2
01/31/2019 22:30'00,13.7,15.2
01/31/2019 22:40'00,12.5,15.2
01/31/2019 22:50'00,13,15.1
01/31/2019 23:00'00,13.5,15.2
01/31/2019 23:10'00,12.4,15.1
01/31/2019 23:20'00,13.5,15.1
01/31/2019 23:30'00,13.1,15.2
01/31/2019 23:40'00,12.2,15.1
01/31/2019 23:50'00,14.1,15.1
02/01/2019 00:00'00,12.9,15.1
02/01/2019 00:10'00,12.5,15
02/01/2019 00:20'00,14.1,15.1
02/01/2019 00:30'00,12.6,15
02/01/2019 00:40'00,12.8,15
02/01/2019 00:50'00,13.6,15
02/01/2019 01:00'00,12.5,15
02/01/2019 01:10'00,13.3,15
02/01/2019 01:20'00,13,15
02/01/2019 01:30'00,12.4,14.9
02/01/2019 01:40'00,13.9,14.9
02/01/2019 01:50'00,12.6,15
02/01/2019 02:00'00,12.8,14.9
02/01/2019 02:10'00,13.4,14.9
02/01/2019 02:20'00,12.2,14.9
02/01/2019 02:30'00,14,14.9
02/01/2019 02:40'00,12.7,14.9
02/01/2019 02:50'00,12.6,14.8
02/01/2019 03:00'00,13.6,14.8
02/01/2019 03:10'00,12.1,14.8
02/01/2019 03:20'00,13.5,14.8
02/01/2019 03:30'00,12.8,14.8
02/01/2019 03:40'00,12.4,14.8
02/01/2019 03:50'00,13.6,14.8
02/01/2019 04:00'00,12.1,14.8
02/01/2019 04:10'00,13.6,14.7
02/01/2019 04:20'00,12.6,14.7
02/01/2019 04:30'00,12.3,14.7
02/01/2019 04:40'00,13.6,14.7
02/01/2019 04:50'00,12,14.7
02/01/2019 05:00'00,13.4,14.7
02/01/2019 05:10'00,12.7,14.7
02/01/2019 05:20'00,12.4,14.6
02/01/2019 05:30'00,13.5,14.7
02/01/2019 05:40'00,12,14.6
02/01/2019 05:50'00,13.5,14.6
02/01/2019 06:00'00,12.3,14.6
02/01/2019 06:10'00,12.6,14.6
02/01/2019 06:20'00,12.9,14.6
02/01/2019 06:30'00,12.2,14.5
02/01/2019 06:40'00,13.6,14.6
02/01/2019 06:50'00,12,14.5
02/01/2019 07:00'00,13.3,14.5
02/01/2019 07:10'00,12.7,14.6
02/01/2019 07:20'00,12.4,14.6
02/01/2019 07:30'00,13.7,14.6
02/01/2019 07:40'00,12.4,14.5
02/01/2019 07:50'00,13.2,14.6
02/01/2019 08:00'00,13.5,14.7
02/01/2019 08:10'00,13.5,14.7
02/01/2019 08:20'00,14.5,14.7
02/01/2019 08:30'00,15.5,14.8
02/01/2019 08:40'00,16.8,14.9
02/01/2019 08:50'00,17.5,15
02/01/2019 09:00'00,18.7,15.2
02/01/2019 09:10'00,19.8,15.4
02/01/2019 09:20'00,20.8,15.6
02/01/2019 09:30'00,22,15.8
02/01/2019 09:40'00,22.6,16
02/01/2019 09:50'00,23.6,16.2
02/01/2019 10:00'00,24.3,16.4
02/01/2019 10:10'00,24.6,16.7
02/01/2019 10:20'00,25.1,16.9
02/01/2019 10:30'00,25.9,17.2
02/01/2019 10:40'00,26.7,17.4
02/01/2019 10:50'00,28.1,17.8
02/01/2019 11:00'00,26.8,18
02/01/2019 11:10'00,26.8,18.3
02/01/2019 11:20'00,27.4,18.5
02/01/2019 11:30'00,29.8,18.8
02/01/2019 11:40'00,30.6,19.2
02/01/2019 11:50'00,30.8,19.1
02/01/2019 12:00'00,30.7,19.3
02/01/2019 12:10'00,30.4,19
02/01/2019 12:20'00,29.2,19.1
02/01/2019 12:30'00,28.6,19.2
02/01/2019 12:40'00,28,19.4
02/01/2019 12:50'00,28.6,19.6
02/01/2019 13:00'00,29.2,19.9
02/01/2019 13:10'00,29.1,20.3
02/01/2019 13:20'00,29.3,20.6
