date,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
2017-11-28,14.236111111111105,14.670138888888886,12.113194444444451,95.3125,8.2,12.5,6.6,73,26.2,17.6,23.6,100
2017-11-29,14.168055555555558,14.573611111111111,11.956250000000006,97.05555555555556,8.2,12.5,6.7,83,22.7,16.7,19.8,100
2017-11-30,15.608333333333333,15.651388888888894,12.538194444444446,97.86805555555556,12.4,14.4,8.9,86,23.2,17.4,20.2,100
2017-12-01,14.223611111111113,15.16111111111111,12.129166666666663,94.36111111111111,9.5,13.8,7.9,68,25.1,17.4,22.4,100
2017-12-02,12.543055555555554,14.032638888888886,10.211111111111107,95.29166666666667,6.6,12.4,5.6,63,25.1,16.7,21.3,100
2017-12-03,12.701388888888895,13.673611111111109,10.8125,94.125,6.0,11.5,4.9,71,26.2,16.9,22.9,100
2017-12-04,10.494444444444445,12.745138888888889,3.7430555555555522,100.0,5.3,11.0,0.5,100,19.5,14.2,9.7,100
2017-12-05,11.432638888888885,13.022222222222219,6.568055555555556,100.0,7.3,11.6,0.9,100,22.7,15.3,15.0,100
2017-12-06,12.9125,12.986805555555556,10.95833333333333,97.69444444444444,5.3,10.7,4.1,77,27.9,15.8,23.4,100
2017-12-07,16.444999999999997,14.023750000000001,10.254999999999997,100.0,12.8,13.3,1.7,100,25.2,16.5,13.1,100
