< Measurement Data Text Output >,,,,,,,,,
,,,,,,,,,
Date/Time,@date(),ch.1,ch.2,ch.3,ch.4,ch.5,ch.6,ch.7,ch.8
,,°C,°C,,,,,,
03/29/2020 22:00'00,43919.91667,12.6,16.6,,,,,,
03/29/2020 22:20'00,43919.93056,12.6,16.5,,,,,,
03/29/2020 22:40'00,43919.94444,12.7,16.4,,,,,,
03/29/2020 23:00'00,43919.95833,12.7,16.3,,,,,,
03/29/2020 23:20'00,43919.97222,12.3,16.2,,,,,,
03/29/2020 23:40'00,43919.98611,11.7,16.1,,,,,,
03/30/2020 00:00'00,43920,11.8,16,,,,,,
03/30/2020 00:20'00,43920.01389,12,15.9,,,,,,
03/30/2020 00:40'00,43920.02778,11.9,15.8,,,,,,
03/30/2020 01:00'00,43920.04167,11.6,15.7,,,,,,
03/30/2020 01:20'00,43920.05556,11.5,15.6,,,,,,
03/30/2020 01:40'00,43920.06944,11.5,15.5,,,,,,
03/30/2020 02:00'00,43920.08333,11.4,15.4,,,,,,
03/30/2020 02:20'00,43920.09722,11.2,15.4,,,,,,
03/30/2020 02:40'00,43920.11111,11.4,15.3,,,,,,
03/30/2020 03:00'00,43920.125,11.6,15.3,,,,,,
03/30/2020 03:20'00,43920.13889,11.7,15.2,,,,,,
03/30/2020 03:40'00,43920.15278,11.7,15.2,,,,,,
03/30/2020 04:00'00,43920.16667,11.6,15.2,,,,,,
03/30/2020 04:20'00,43920.18056,11.6,15.1,,,,,,
03/30/2020 04:40'00,43920.19444,11.6,15.2,,,,,,
03/30/2020 05:00'00,43920.20833,11.7,15.1,,,,,,
03/30/2020 05:20'00,43920.22222,11.7,15,,,,,,
03/30/2020 05:40'00,43920.23611,11.7,15,,,,,,
03/30/2020 06:00'00,43920.25,11.8,15,,,,,,
03/30/2020 06:20'00,43920.26389,12,15,,,,,,
03/30/2020 06:40'00,43920.27778,12.1,15,,,,,,
03/30/2020 07:00'00,43920.29167,12.4,15,,,,,,
03/30/2020 07:20'00,43920.30556,12.9,15.1,,,,,,
03/30/2020 07:40'00,43920.31944,13.1,15.2,,,,,,
03/30/2020 08:00'00,43920.33333,14,15.2,,,,,,
03/30/2020 08:20'00,43920.34722,14.3,15.3,,,,,,
03/30/2020 08:40'00,43920.36111,15.1,15.4,,,,,,
03/30/2020 09:00'00,43920.375,17.3,15.6,,,,,,
03/30/2020 09:20'00,43920.38889,19.3,15.9,,,,,,
03/30/2020 09:40'00,43920.40278,20.4,16.3,,,,,,
03/30/2020 10:00'00,43920.41667,19.6,16.6,,,,,,
03/30/2020 10:20'00,43920.43056,20.4,16.7,,,,,,
03/30/2020 10:40'00,43920.44444,18.3,16.8,,,,,,
03/30/2020 11:00'00,43920.45833,17,16.7,,,,,,
03/30/2020 11:20'00,43920.47222,17.1,16.7,,,,,,
03/30/2020 11:40'00,43920.48611,16.2,16.6,,,,,,
03/30/2020 12:00'00,43920.5,18,16.6,,,,,,
03/30/2020 12:20'00,43920.51389,23.7,17,,,,,,
03/30/2020 12:40'00,43920.52778,21.1,17.4,,,,,,
03/30/2020 13:00'00,43920.54167,20.7,17.6,,,,,,
03/30/2020 13:20'00,43920.55556,22.1,17.8,,,,,,
03/30/2020 13:40'00,43920.56944,22.3,18,,,,,,
03/30/2020 14:00'00,43920.58333,21.4,18.2,,,,,,
03/30/2020 14:20'00,43920.59722,18.6,18.1,,,,,,
03/30/2020 14:40'00,43920.61111,17.4,18,,,,,,
03/30/2020 15:00'00,43920.625,17.7,17.9,,,,,,
03/30/2020 15:20'00,43920.63889,16.6,17.8,,,,,,
03/30/2020 15:40'00,43920.65278,15.9,17.5,,,,,,
03/30/2020 16:00'00,43920.66667,15.3,17.3,,,,,,
03/30/2020 16:20'00,43920.68056,15,17.2,,,,,,
03/30/2020 16:40'00,43920.69444,14.8,17.1,,,,,,
03/30/2020 17:00'00,43920.70833,14.7,17.1,,,,,,
03/30/2020 17:20'00,43920.72222,14,16.9,,,,,,
03/30/2020 17:40'00,43920.73611,13.6,16.7,,,,,,
03/30/2020 18:00'00,43920.75,13.4,16.6,,,,,,
03/30/2020 18:20'00,43920.76389,13.1,16.6,,,,,,
03/30/2020 18:40'00,43920.77778,13,16.3,,,,,,
03/30/2020 19:00'00,43920.79167,13,16.3,,,,,,
03/30/2020 19:20'00,43920.80556,12.9,16.1,,,,,,
03/30/2020 19:40'00,43920.81944,12.9,16.1,,,,,,
03/30/2020 20:00'00,43920.83333,13,16,,,,,,
03/30/2020 20:20'00,43920.84722,12.8,16,,,,,,
03/30/2020 20:40'00,43920.86111,12.7,15.9,,,,,,
03/30/2020 21:00'00,43920.875,12.8,15.9,,,,,,
03/30/2020 21:20'00,43920.88889,12.8,15.8,,,,,,
03/30/2020 21:40'00,43920.90278,12.7,15.7,,,,,,
03/30/2020 22:00'00,43920.91667,12.4,15.7,,,,,,
03/30/2020 22:20'00,43920.93056,12.1,15.6,,,,,,
03/30/2020 22:40'00,43920.94444,12.1,15.6,,,,,,
03/30/2020 23:00'00,43920.95833,11.9,15.4,,,,,,
03/30/2020 23:20'00,43920.97222,11.7,15.4,,,,,,
03/30/2020 23:40'00,43920.98611,11.7,15.3,,,,,,
03/31/2020 00:00'00,43921,11.9,15.2,,,,,,
03/31/2020 00:20'00,43921.01389,12,15.2,,,,,,
03/31/2020 00:40'00,43921.02778,11.9,15.1,,,,,,
03/31/2020 01:00'00,43921.04167,11.9,15.1,,,,,,
03/31/2020 01:20'00,43921.05556,11.9,15,,,,,,
03/31/2020 01:40'00,43921.06944,11.8,15,,,,,,
03/31/2020 02:00'00,43921.08333,11.9,15,,,,,,
03/31/2020 02:20'00,43921.09722,11.9,14.9,,,,,,
03/31/2020 02:40'00,43921.11111,11.8,14.9,,,,,,
03/31/2020 03:00'00,43921.125,11.8,14.9,,,,,,
03/31/2020 03:20'00,43921.13889,11.9,14.9,,,,,,
03/31/2020 03:40'00,43921.15278,11.9,14.8,,,,,,
03/31/2020 04:00'00,43921.16667,11.9,14.8,,,,,,
03/31/2020 04:20'00,43921.18056,11.9,14.8,,,,,,
03/31/2020 04:40'00,43921.19444,12,14.7,,,,,,
03/31/2020 05:00'00,43921.20833,11.9,14.7,,,,,,
03/31/2020 05:20'00,43921.22222,11.9,14.7,,,,,,
03/31/2020 05:40'00,43921.23611,11.9,14.7,,,,,,
03/31/2020 06:00'00,43921.25,12,14.6,,,,,,
03/31/2020 06:20'00,43921.26389,12.2,14.7,,,,,,
03/31/2020 06:40'00,43921.27778,12.5,14.7,,,,,,
03/31/2020 07:00'00,43921.29167,13,14.7,,,,,,
03/31/2020 07:20'00,43921.30556,13.3,14.8,,,,,,
03/31/2020 07:40'00,43921.31944,13.7,14.9,,,,,,
03/31/2020 08:00'00,43921.33333,14.8,15,,,,,,
03/31/2020 08:20'00,43921.34722,16.2,15.1,,,,,,
03/31/2020 08:40'00,43921.36111,16.8,15.3,,,,,,
03/31/2020 09:00'00,43921.375,17.3,15.5,,,,,,
03/31/2020 09:20'00,43921.38889,17.2,15.7,,,,,,
03/31/2020 09:40'00,43921.40278,17.6,15.8,,,,,,
03/31/2020 10:00'00,43921.41667,20.6,16.1,,,,,,
03/31/2020 10:20'00,43921.43056,23.7,16.5,,,,,,
03/31/2020 10:40'00,43921.44444,20.8,16.7,,,,,,
03/31/2020 11:00'00,43921.45833,19.9,16.9,,,,,,
03/31/2020 11:20'00,43921.47222,18.5,17,,,,,,
03/31/2020 11:40'00,43921.48611,18.4,17,,,,,,
03/31/2020 12:00'00,43921.5,18.4,17,,,,,,
03/31/2020 12:20'00,43921.51389,18.7,17,,,,,,
03/31/2020 12:40'00,43921.52778,18.3,17,,,,,,
03/31/2020 13:00'00,43921.54167,18.2,17,,,,,,
03/31/2020 13:20'00,43921.55556,19.4,17,,,,,,
03/31/2020 13:40'00,43921.56944,20.9,17.2,,,,,,
03/31/2020 14:00'00,43921.58333,20.6,17.3,,,,,,
03/31/2020 14:20'00,43921.59722,19.6,17.3,,,,,,
03/31/2020 14:40'00,43921.61111,20.6,17.4,,,,,,
03/31/2020 15:00'00,43921.625,19.6,17.5,,,,,,
03/31/2020 15:20'00,43921.63889,19.5,17.5,,,,,,
03/31/2020 15:40'00,43921.65278,19.5,17.6,,,,,,
03/31/2020 16:00'00,43921.66667,18.4,17.6,,,,,,
03/31/2020 16:20'00,43921.68056,17.8,17.5,,,,,,
03/31/2020 16:40'00,43921.69444,17.2,17.4,,,,,,
03/31/2020 17:00'00,43921.70833,17.5,17.3,,,,,,
03/31/2020 17:20'00,43921.72222,17.3,17.2,,,,,,
03/31/2020 17:40'00,43921.73611,16.5,17.1,,,,,,
03/31/2020 18:00'00,43921.75,16,17,,,,,,
03/31/2020 18:20'00,43921.76389,15.7,16.9,,,,,,
03/31/2020 18:40'00,43921.77778,15.5,16.8,,,,,,
03/31/2020 19:00'00,43921.79167,15.3,16.7,,,,,,
03/31/2020 19:20'00,43921.80556,15.2,16.6,,,,,,
03/31/2020 19:40'00,43921.81944,15.2,16.6,,,,,,
03/31/2020 20:00'00,43921.83333,15.1,16.5,,,,,,
03/31/2020 20:20'00,43921.84722,15,16.4,,,,,,
03/31/2020 20:40'00,43921.86111,15,16.4,,,,,,
03/31/2020 21:00'00,43921.875,15,16.3,,,,,,
03/31/2020 21:20'00,43921.88889,15,16.3,,,,,,
03/31/2020 21:40'00,43921.90278,15,16.2,,,,,,
03/31/2020 22:00'00,43921.91667,15,16.1,,,,,,
03/31/2020 22:20'00,43921.93056,15,16.1,,,,,,
03/31/2020 22:40'00,43921.94444,14.8,16.1,,,,,,
03/31/2020 23:00'00,43921.95833,14.8,16,,,,,,
03/31/2020 23:20'00,43921.97222,14.9,16,,,,,,
03/31/2020 23:40'00,43921.98611,14.9,16,,,,,,
04/01/2020 00:00'00,43922,14.9,16,,,,,,
04/01/2020 00:20'00,43922.01389,15,16,,,,,,
04/01/2020 00:40'00,43922.02778,14.9,15.9,,,,,,
04/01/2020 01:00'00,43922.04167,14.7,15.9,,,,,,
04/01/2020 01:20'00,43922.05556,14.7,15.9,,,,,,
04/01/2020 01:40'00,43922.06944,14.7,15.9,,,,,,
04/01/2020 02:00'00,43922.08333,14.7,15.9,,,,,,
04/01/2020 02:20'00,43922.09722,14.6,15.8,,,,,,
04/01/2020 02:40'00,43922.11111,14.5,15.8,,,,,,
04/01/2020 03:00'00,43922.125,14.4,15.8,,,,,,
04/01/2020 03:20'00,43922.13889,14.5,15.8,,,,,,
04/01/2020 03:40'00,43922.15278,14.6,15.8,,,,,,
04/01/2020 04:00'00,43922.16667,14.8,15.8,,,,,,
04/01/2020 04:20'00,43922.18056,14.8,15.7,,,,,,
04/01/2020 04:40'00,43922.19444,14.9,15.8,,,,,,
04/01/2020 05:00'00,43922.20833,14.8,15.8,,,,,,
04/01/2020 05:20'00,43922.22222,14.9,15.7,,,,,,
04/01/2020 05:40'00,43922.23611,14.5,15.7,,,,,,
04/01/2020 06:00'00,43922.25,14.1,15.6,,,,,,
04/01/2020 06:20'00,43922.26389,14.7,15.7,,,,,,
04/01/2020 06:40'00,43922.27778,15.6,15.7,,,,,,
04/01/2020 07:00'00,43922.29167,16.8,15.8,,,,,,
04/01/2020 07:20'00,43922.30556,18,16,,,,,,
04/01/2020 07:40'00,43922.31944,18.9,16.2,,,,,,
04/01/2020 08:00'00,43922.33333,19.6,16.4,,,,,,
04/01/2020 08:20'00,43922.34722,21.7,16.7,,,,,,
04/01/2020 08:40'00,43922.36111,20.7,16.1,,,,,,
04/01/2020 09:00'00,43922.375,21.2,16.4,,,,,,
04/01/2020 09:20'00,43922.38889,23,16.7,,,,,,
04/01/2020 09:40'00,43922.40278,22.2,17,,,,,,
04/01/2020 10:00'00,43922.41667,21.7,17.2,,,,,,
04/01/2020 10:20'00,43922.43056,22,17.4,,,,,,
04/01/2020 10:40'00,43922.44444,19.9,17.5,,,,,,
04/01/2020 11:00'00,43922.45833,18.6,17.5,,,,,,
04/01/2020 11:20'00,43922.47222,18.3,17.5,,,,,,
04/01/2020 11:40'00,43922.48611,19.5,17.4,,,,,,
04/01/2020 12:00'00,43922.5,19.2,17.5,,,,,,
04/01/2020 12:20'00,43922.51389,19.4,17.6,,,,,,
04/01/2020 12:40'00,43922.52778,19.6,17.7,,,,,,
04/01/2020 13:00'00,43922.54167,18.8,17.7,,,,,,
04/01/2020 13:20'00,43922.55556,19,17.8,,,,,,
04/01/2020 13:40'00,43922.56944,19.1,17.9,,,,,,
04/01/2020 14:00'00,43922.58333,18.6,17.9,,,,,,
04/01/2020 14:20'00,43922.59722,18,17.8,,,,,,
04/01/2020 14:40'00,43922.61111,17.3,17.8,,,,,,
04/01/2020 15:00'00,43922.625,16.8,17.7,,,,,,
04/01/2020 15:20'00,43922.63889,16.6,17.6,,,,,,
04/01/2020 15:40'00,43922.65278,16.5,17.5,,,,,,
04/01/2020 16:00'00,43922.66667,16.3,17.4,,,,,,
04/01/2020 16:20'00,43922.68056,16.2,17.4,,,,,,
04/01/2020 16:40'00,43922.69444,16,17.3,,,,,,
04/01/2020 17:00'00,43922.70833,16.6,17.3,,,,,,
04/01/2020 17:20'00,43922.72222,16.6,17.3,,,,,,
04/01/2020 17:40'00,43922.73611,16.6,17.3,,,,,,
04/01/2020 18:00'00,43922.75,16.2,17.3,,,,,,
04/01/2020 18:20'00,43922.76389,16,17.2,,,,,,
04/01/2020 18:40'00,43922.77778,15.9,17.2,,,,,,
04/01/2020 19:00'00,43922.79167,15.2,17.1,,,,,,
04/01/2020 19:20'00,43922.80556,14.4,17,,,,,,
04/01/2020 19:40'00,43922.81944,14.6,16.9,,,,,,
04/01/2020 20:00'00,43922.83333,14.7,16.8,,,,,,
04/01/2020 20:20'00,43922.84722,14.7,16.8,,,,,,
04/01/2020 20:40'00,43922.86111,14.7,16.7,,,,,,
04/01/2020 21:00'00,43922.875,14.5,16.6,,,,,,
04/01/2020 21:20'00,43922.88889,14.3,16.6,,,,,,
04/01/2020 21:40'00,43922.90278,14.2,16.5,,,,,,
04/01/2020 22:00'00,43922.91667,13.9,16.4,,,,,,
04/01/2020 22:20'00,43922.93056,13.4,16.3,,,,,,
04/01/2020 22:40'00,43922.94444,13.5,16.2,,,,,,
04/01/2020 23:00'00,43922.95833,13.5,16.1,,,,,,
04/01/2020 23:20'00,43922.97222,13.2,16,,,,,,
04/01/2020 23:40'00,43922.98611,13.2,15.9,,,,,,
04/02/2020 00:00'00,43923,12.8,15.8,,,,,,
04/02/2020 00:20'00,43923.01389,12.5,15.7,,,,,,
04/02/2020 00:40'00,43923.02778,12.2,15.5,,,,,,
04/02/2020 01:00'00,43923.04167,11.7,15.4,,,,,,
04/02/2020 01:20'00,43923.05556,11.5,15.2,,,,,,
04/02/2020 01:40'00,43923.06944,11.3,15.1,,,,,,
04/02/2020 02:00'00,43923.08333,11,14.9,,,,,,
04/02/2020 02:20'00,43923.09722,10.7,14.8,,,,,,
04/02/2020 02:40'00,43923.11111,10.6,14.6,,,,,,
04/02/2020 03:00'00,43923.125,10.4,14.5,,,,,,
04/02/2020 03:20'00,43923.13889,10.1,14.4,,,,,,
04/02/2020 03:40'00,43923.15278,10,14.3,,,,,,
04/02/2020 04:00'00,43923.16667,10,14.1,,,,,,
04/02/2020 04:20'00,43923.18056,9.8,14,,,,,,
04/02/2020 04:40'00,43923.19444,9.6,13.9,,,,,,
04/02/2020 05:00'00,43923.20833,9.5,13.8,,,,,,
04/02/2020 05:20'00,43923.22222,9.3,13.8,,,,,,
04/02/2020 05:40'00,43923.23611,9.4,13.6,,,,,,
04/02/2020 06:00'00,43923.25,9.7,13.6,,,,,,
04/02/2020 06:20'00,43923.26389,10.8,13.5,,,,,,
04/02/2020 06:40'00,43923.27778,12,13.6,,,,,,
04/02/2020 07:00'00,43923.29167,16.7,13.8,,,,,,
04/02/2020 07:20'00,43923.30556,13.7,13.9,,,,,,
04/02/2020 07:40'00,43923.31944,14.6,14,,,,,,
04/02/2020 08:00'00,43923.33333,20.1,14.4,,,,,,
04/02/2020 08:20'00,43923.34722,20.6,14.9,,,,,,
04/02/2020 08:40'00,43923.36111,22.2,15.4,,,,,,
04/02/2020 09:00'00,43923.375,22.6,15.9,,,,,,
04/02/2020 09:20'00,43923.38889,24.3,16.3,,,,,,
04/02/2020 09:40'00,43923.40278,25.5,16.8,,,,,,
04/02/2020 10:00'00,43923.41667,25.1,17.3,,,,,,
04/02/2020 10:20'00,43923.43056,26.9,17.7,,,,,,
04/02/2020 10:40'00,43923.44444,27.5,18.3,,,,,,
04/02/2020 11:00'00,43923.45833,27.9,19,,,,,,
04/02/2020 11:20'00,43923.47222,28,19.7,,,,,,
04/02/2020 11:40'00,43923.48611,27.1,19.8,,,,,,
04/02/2020 12:00'00,43923.5,26.5,19.5,,,,,,
04/02/2020 12:20'00,43923.51389,26.3,19.4,,,,,,
04/02/2020 12:40'00,43923.52778,25.9,19.3,,,,,,
04/02/2020 13:00'00,43923.54167,26.5,19.3,,,,,,
04/02/2020 13:20'00,43923.55556,26,19.4,,,,,,
04/02/2020 13:40'00,43923.56944,26.1,19.6,,,,,,
04/02/2020 14:00'00,43923.58333,26.5,19.8,,,,,,
04/02/2020 14:20'00,43923.59722,25.6,20,,,,,,
04/02/2020 14:40'00,43923.61111,26.2,20,,,,,,
04/02/2020 15:00'00,43923.625,26.3,20.1,,,,,,
04/02/2020 15:20'00,43923.63889,26,20.3,,,,,,
04/02/2020 15:40'00,43923.65278,26.1,20.4,,,,,,
04/02/2020 16:00'00,43923.66667,26.7,20.5,,,,,,
04/02/2020 16:20'00,43923.68056,26,20.3,,,,,,
04/02/2020 16:40'00,43923.69444,23.7,20.1,,,,,,
04/02/2020 17:00'00,43923.70833,23,20,,,,,,
04/02/2020 17:20'00,43923.72222,21,19.7,,,,,,
04/02/2020 17:40'00,43923.73611,18.1,19.2,,,,,,
04/02/2020 18:00'00,43923.75,15.4,18.8,,,,,,
04/02/2020 18:20'00,43923.76389,13.8,18.2,,,,,,
04/02/2020 18:40'00,43923.77778,12.8,17.7,,,,,,
04/02/2020 19:00'00,43923.79167,12.5,17.4,,,,,,
04/02/2020 19:20'00,43923.80556,12.1,16.9,,,,,,
04/02/2020 19:40'00,43923.81944,11.7,16.7,,,,,,
04/02/2020 20:00'00,43923.83333,11.2,16.4,,,,,,
04/02/2020 20:20'00,43923.84722,11,16.2,,,,,,
04/02/2020 20:40'00,43923.86111,10.8,15.9,,,,,,
04/02/2020 21:00'00,43923.875,10.4,15.7,,,,,,
04/02/2020 21:20'00,43923.88889,10.3,15.5,,,,,,
04/02/2020 21:40'00,43923.90278,10.2,15.3,,,,,,
04/02/2020 22:00'00,43923.91667,9.8,15.1,,,,,,
04/02/2020 22:20'00,43923.93056,9.8,15,,,,,,
04/02/2020 22:40'00,43923.94444,9.4,14.8,,,,,,
04/02/2020 23:00'00,43923.95833,9.4,14.7,,,,,,
04/02/2020 23:20'00,43923.97222,9,14.5,,,,,,
04/02/2020 23:40'00,43923.98611,8.8,14.4,,,,,,
04/03/2020 00:00'00,43924,8.6,14.2,,,,,,
04/03/2020 00:20'00,43924.01389,8.5,14.1,,,,,,
04/03/2020 00:40'00,43924.02778,8.3,13.9,,,,,,
04/03/2020 01:00'00,43924.04167,8.2,13.8,,,,,,
04/03/2020 01:20'00,43924.05556,7.3,13.6,,,,,,
04/03/2020 01:40'00,43924.06944,6.8,13.4,,,,,,
04/03/2020 02:00'00,43924.08333,6.9,13.3,,,,,,
04/03/2020 02:20'00,43924.09722,6.8,13.2,,,,,,
04/03/2020 02:40'00,43924.11111,6.9,13,,,,,,
04/03/2020 03:00'00,43924.125,7.1,12.9,,,,,,
04/03/2020 03:20'00,43924.13889,7.4,12.9,,,,,,
04/03/2020 03:40'00,43924.15278,6.9,12.8,,,,,,
04/03/2020 04:00'00,43924.16667,6.8,12.8,,,,,,
04/03/2020 04:20'00,43924.18056,7,12.7,,,,,,
04/03/2020 04:40'00,43924.19444,6.8,12.5,,,,,,
04/03/2020 05:00'00,43924.20833,6.7,12.4,,,,,,
04/03/2020 05:20'00,43924.22222,6.7,12.5,,,,,,
04/03/2020 05:40'00,43924.23611,6.2,12.3,,,,,,
04/03/2020 06:00'00,43924.25,5.9,12.2,,,,,,
04/03/2020 06:20'00,43924.26389,7.2,12.1,,,,,,
04/03/2020 06:40'00,43924.27778,10,12.1,,,,,,
04/03/2020 07:00'00,43924.29167,13.2,12.4,,,,,,
04/03/2020 07:20'00,43924.30556,16.1,12.8,,,,,,
04/03/2020 07:40'00,43924.31944,17.2,13.3,,,,,,
04/03/2020 08:00'00,43924.33333,19,13.8,,,,,,
04/03/2020 08:20'00,43924.34722,22,14.4,,,,,,
04/03/2020 08:40'00,43924.36111,25.5,15,,,,,,
04/03/2020 09:00'00,43924.375,22.4,15.4,,,,,,
04/03/2020 09:20'00,43924.38889,24.9,15.8,,,,,,
04/03/2020 09:40'00,43924.40278,25.9,16.1,,,,,,
04/03/2020 10:00'00,43924.41667,27.1,16.7,,,,,,
04/03/2020 10:20'00,43924.43056,28.3,17.3,,,,,,
04/03/2020 10:40'00,43924.44444,27.4,17.8,,,,,,
04/03/2020 11:00'00,43924.45833,26.8,18.3,,,,,,
04/03/2020 11:20'00,43924.47222,28.7,19,,,,,,
04/03/2020 11:40'00,43924.48611,28.6,19.2,,,,,,
04/03/2020 12:00'00,43924.5,26.8,19.2,,,,,,
04/03/2020 12:20'00,43924.51389,26.8,19.1,,,,,,
04/03/2020 12:40'00,43924.52778,25.9,19.2,,,,,,
04/03/2020 13:00'00,43924.54167,26.5,19.3,,,,,,
04/03/2020 13:20'00,43924.55556,26.7,19.4,,,,,,
04/03/2020 13:40'00,43924.56944,27,19.5,,,,,,
04/03/2020 14:00'00,43924.58333,26.6,19.7,,,,,,
04/03/2020 14:20'00,43924.59722,25.5,19.8,,,,,,
04/03/2020 14:40'00,43924.61111,24.5,19.8,,,,,,
04/03/2020 15:00'00,43924.625,22.6,19.7,,,,,,
04/03/2020 15:20'00,43924.63889,23.3,19.6,,,,,,
04/03/2020 15:40'00,43924.65278,24,19.5,,,,,,
04/03/2020 16:00'00,43924.66667,22.5,19.5,,,,,,
04/03/2020 16:20'00,43924.68056,21.2,19.4,,,,,,
04/03/2020 16:40'00,43924.69444,20.9,19.3,,,,,,
04/03/2020 17:00'00,43924.70833,20.9,19.2,,,,,,
04/03/2020 17:20'00,43924.72222,20.5,19.1,,,,,,
04/03/2020 17:40'00,43924.73611,19.5,19,,,,,,
04/03/2020 18:00'00,43924.75,17.9,18.9,,,,,,
04/03/2020 18:20'00,43924.76389,15.8,18.6,,,,,,
04/03/2020 18:40'00,43924.77778,14.2,18.3,,,,,,
04/03/2020 19:00'00,43924.79167,13.7,17.9,,,,,,
04/03/2020 19:20'00,43924.80556,13.4,17.6,,,,,,
04/03/2020 19:40'00,43924.81944,13.1,17.5,,,,,,
04/03/2020 20:00'00,43924.83333,12.8,17.2,,,,,,
04/03/2020 20:20'00,43924.84722,12.8,17,,,,,,
04/03/2020 20:40'00,43924.86111,12.6,16.9,,,,,,
04/03/2020 21:00'00,43924.875,12.2,16.7,,,,,,
04/03/2020 21:20'00,43924.88889,11.5,16.5,,,,,,
04/03/2020 21:40'00,43924.90278,11.4,16.3,,,,,,
04/03/2020 22:00'00,43924.91667,11.5,16.1,,,,,,
04/03/2020 22:20'00,43924.93056,11.6,16,,,,,,
04/03/2020 22:40'00,43924.94444,11.3,15.9,,,,,,
04/03/2020 23:00'00,43924.95833,11,15.7,,,,,,
04/03/2020 23:20'00,43924.97222,10.6,15.6,,,,,,
04/03/2020 23:40'00,43924.98611,10.3,15.4,,,,,,
04/04/2020 00:00'00,43925,10.3,15.3,,,,,,
04/04/2020 00:20'00,43925.01389,10.3,15.1,,,,,,
04/04/2020 00:40'00,43925.02778,10.2,15.1,,,,,,
04/04/2020 01:00'00,43925.04167,10,14.9,,,,,,
04/04/2020 01:20'00,43925.05556,9.9,14.8,,,,,,
04/04/2020 01:40'00,43925.06944,9.8,14.6,,,,,,
04/04/2020 02:00'00,43925.08333,10,14.6,,,,,,
04/04/2020 02:20'00,43925.09722,10.2,14.5,,,,,,
04/04/2020 02:40'00,43925.11111,10.4,14.5,,,,,,
04/04/2020 03:00'00,43925.125,10.4,14.4,,,,,,
04/04/2020 03:20'00,43925.13889,10.3,14.4,,,,,,
04/04/2020 03:40'00,43925.15278,10.2,14.3,,,,,,
04/04/2020 04:00'00,43925.16667,10.2,14.3,,,,,,
04/04/2020 04:20'00,43925.18056,10.2,14.2,,,,,,
04/04/2020 04:40'00,43925.19444,9.9,14.2,,,,,,
04/04/2020 05:00'00,43925.20833,9.8,14.1,,,,,,
04/04/2020 05:20'00,43925.22222,9.8,14.1,,,,,,
04/04/2020 05:40'00,43925.23611,9.3,13.9,,,,,,
04/04/2020 06:00'00,43925.25,9.2,13.8,,,,,,
04/04/2020 06:20'00,43925.26389,10.4,13.8,,,,,,
04/04/2020 06:40'00,43925.27778,13.5,13.9,,,,,,
04/04/2020 07:00'00,43925.29167,16.2,14.1,,,,,,
04/04/2020 07:20'00,43925.30556,17.8,14.5,,,,,,
04/04/2020 07:40'00,43925.31944,19.6,14.9,,,,,,
04/04/2020 08:00'00,43925.33333,24.4,15.3,,,,,,
04/04/2020 08:20'00,43925.34722,23.8,16,,,,,,
04/04/2020 08:40'00,43925.36111,25.2,16.4,,,,,,
04/04/2020 09:00'00,43925.375,25.1,16.6,,,,,,
04/04/2020 09:20'00,43925.38889,22.9,17,,,,,,
04/04/2020 09:40'00,43925.40278,23.8,17.4,,,,,,
04/04/2020 10:00'00,43925.41667,25.7,17.7,,,,,,
04/04/2020 10:20'00,43925.43056,25.6,18.1,,,,,,
04/04/2020 10:40'00,43925.44444,26.6,18.5,,,,,,
04/04/2020 11:00'00,43925.45833,28.9,19,,,,,,
04/04/2020 11:20'00,43925.47222,27.5,19.5,,,,,,
04/04/2020 11:40'00,43925.48611,30.8,27.7,,,,,,
04/04/2020 12:00'00,43925.5,34,29.2,,,,,,
04/04/2020 12:20'00,43925.51389,33,28.2,,,,,,
04/04/2020 12:40'00,43925.52778,34.2,28.9,,,,,,
04/04/2020 13:00'00,43925.54167,34.5,28.3,,,,,,
04/04/2020 13:20'00,43925.55556,33.5,27.8,,,,,,
04/04/2020 13:40'00,43925.56944,26.6,23.9,,,,,,
04/04/2020 14:00'00,43925.58333,30,26.2,,,,,,
04/04/2020 14:20'00,43925.59722,27.3,24.5,,,,,,
04/04/2020 14:40'00,43925.61111,26.5,24.4,,,,,,
04/04/2020 15:00'00,43925.625,28.3,25.6,,,,,,
04/04/2020 15:20'00,43925.63889,25.7,23.9,,,,,,
04/04/2020 15:40'00,43925.65278,26,24.9,,,,,,
04/04/2020 16:00'00,43925.66667,22.7,21.9,,,,,,
04/04/2020 16:20'00,43925.68056,21.6,20.7,,,,,,
04/04/2020 16:40'00,43925.69444,21.6,20.8,,,,,,
04/04/2020 17:00'00,43925.70833,21.4,20.3,,,,,,
04/04/2020 17:20'00,43925.72222,21.5,20.5,,,,,,
04/04/2020 17:40'00,43925.73611,22,20.6,,,,,,
04/04/2020 18:00'00,43925.75,19.2,18.8,,,,,,
04/04/2020 18:20'00,43925.76389,18.1,18,,,,,,
04/04/2020 18:40'00,43925.77778,17.1,17,,,,,,
04/04/2020 19:00'00,43925.79167,16.4,16.4,,,,,,
04/04/2020 19:20'00,43925.80556,15.8,15.8,,,,,,
04/04/2020 19:40'00,43925.81944,15.4,15.4,,,,,,
04/04/2020 20:00'00,43925.83333,14.7,18.1,,,,,,
04/04/2020 20:20'00,43925.84722,14.3,17.8,,,,,,
04/04/2020 20:40'00,43925.86111,14.4,17.7,,,,,,
