date,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
2018-04-06,19.67638888888889,19.520138888888894,19.440277777777776,94.33472222222224,16.2,18.5,16.4,67.2,26.7,20.8,25.8,100.0
2018-04-07,17.825000000000003,18.732638888888882,17.57083333333334,81.55833333333332,10.2,16.4,10.7,35.4,25.6,20.6,23.9,99.6
2018-04-08,16.240277777777774,17.23402777777778,15.715972222222222,71.50694444444443,7.6,14.6,8.2,25.7,29.8,20.2,25.6,93.8
2018-04-09,16.502083333333328,16.729861111111113,15.929861111111105,76.5923611111111,4.9,13.1,5.6,35.8,35.9,20.5,32.1,93.4
2018-04-10,19.447916666666657,17.963194444444454,18.672222222222224,69.42500000000003,8.4,14.4,9.0,20.6,35.8,22.0,32.7,94.7
2018-04-11,17.703472222222228,17.66319444444444,17.410416666666677,94.09513888888893,12.2,16.2,12.6,86.7,23.9,18.8,22.7,100.0
2018-04-12,21.66111111111111,19.69930555555555,20.820833333333336,77.93333333333331,13.4,17.3,13.8,25.4,34.0,22.8,29.6,100.0
2018-04-13,19.393750000000004,18.85694444444444,18.24861111111111,69.03333333333336,11.2,16.4,11.7,27.6,31.4,22.2,28.1,95.2
2018-04-14,19.324999999999992,18.55833333333334,18.886805555555533,86.7381944444444,11.5,16.0,11.8,45.7,32.1,21.8,30.2,99.4
2018-04-15,18.922916666666666,18.950000000000003,18.569444444444446,88.05624999999996,11.3,16.7,11.8,47.2,27.6,20.9,25.4,100.0
2018-04-16,19.022916666666664,18.40902777777778,18.277777777777786,74.15694444444443,9.4,15.1,10.0,35.8,31.9,21.6,29.0,96.0
2018-04-17,17.56874999999999,18.00763888888888,17.305555555555554,92.90694444444445,13.6,16.7,13.7,63.9,27.0,20.1,26.0,99.8
2018-04-18,19.146527777777777,18.575694444444448,18.60000000000001,84.26527777777777,12.7,16.7,13.3,50.0,31.9,21.2,28.5,100.0
2018-04-19,20.19305555555556,19.10416666666666,19.45416666666667,77.22569444444444,11.1,15.9,11.6,38.0,31.9,23.1,28.7,97.3
2018-04-20,21.191666666666663,19.84027777777777,20.391666666666676,70.46319444444447,11.6,16.5,12.1,36.7,32.8,23.1,29.8,95.2
2018-04-21,22.14166666666667,20.428472222222222,21.202083333333334,73.05208333333337,12.4,16.6,12.6,38.0,35.9,25.2,32.0,95.3
2018-04-22,21.977777777777774,20.65972222222223,21.100694444444454,73.66944444444444,12.6,17.1,12.7,32.7,35.6,25.4,32.7,94.5
2018-04-23,23.197916666666664,21.507638888888895,22.649305555555564,75.14444444444445,13.7,17.7,14.1,42.2,35.3,25.9,33.8,94.7
2018-04-24,19.97222222222221,20.359722222222228,19.82916666666666,90.7256944444444,18.0,19.7,18.1,72.7,25.2,21.3,24.5,99.4
2018-04-25,20.914583333333336,20.7375,20.43333333333333,81.76180555555557,14.4,18.5,14.8,55.4,31.9,24.5,27.7,100.0
2018-04-26,20.879166666666656,20.05069444444444,20.095138888888894,67.55347222222224,12.5,16.8,13.0,38.7,33.3,23.9,30.9,91.3
2018-04-27,20.27569444444445,19.93124999999999,19.76875,77.47638888888886,15.1,18.2,15.1,59.1,28.0,21.8,25.7,92.6
2018-04-28,20.78541666666667,19.800694444444446,19.958333333333325,63.88749999999998,12.3,16.6,12.5,34.9,33.6,23.6,29.2,91.6
2018-04-29,21.965277777777775,20.579861111111107,21.129861111111108,70.88402777777777,12.5,17.0,12.7,35.7,34.5,25.1,31.7,93.7
2018-04-30,21.031250000000014,20.36319444444445,20.431250000000013,75.33402777777779,13.4,17.5,13.6,48.0,33.4,23.5,30.3,92.8
2018-05-01,22.434722222222216,21.086111111111112,21.677083333333325,73.53888888888885,14.0,18.1,14.2,41.0,33.5,24.6,30.6,93.2
2018-05-02,19.52222222222223,19.815972222222218,19.335416666666667,88.81527777777782,15.0,18.5,15.2,69.9,27.1,21.2,26.2,99.8
2018-05-03,20.685416666666672,20.28472222222222,20.352083333333344,80.32291666666669,13.8,17.8,14.0,59.2,26.6,21.9,25.1,100.0
2018-05-04,18.480555555555544,19.018750000000004,17.79097222222223,64.46319444444447,10.9,16.7,11.3,36.3,29.6,22.9,25.9,90.0
2018-05-05,19.31319444444445,18.75277777777778,18.60763888888889,67.02152777777778,9.1,15.2,9.5,37.0,30.1,22.3,28.1,91.8
2018-05-06,21.031250000000004,19.918750000000003,20.368055555555557,71.50416666666672,11.6,16.5,11.8,35.6,33.8,24.0,31.0,91.5
2018-05-07,17.775694444444426,18.747916666666676,17.709027777777752,97.57361111111112,15.4,18.2,15.5,89.7,20.7,19.4,20.3,100.0
2018-05-08,18.731944444444444,19.07430555555556,18.542361111111113,94.17499999999997,15.3,17.9,15.3,83.1,23.2,20.2,22.4,100.0
2018-05-09,19.247222222222216,19.052777777777784,18.78194444444443,80.79722222222223,13.5,17.4,13.5,45.6,31.3,22.1,28.4,99.2
2018-05-10,18.182638888888885,18.44791666666666,17.51180555555555,62.18888888888888,10.6,15.7,10.8,35.6,29.0,22.3,26.8,85.6
2018-05-11,19.154166666666654,18.568055555555553,18.377083333333317,66.6923611111111,8.6,14.6,8.9,27.6,32.2,22.8,28.8,92.1
2018-05-12,20.53263888888888,19.495833333333334,19.84652777777777,73.73402777777778,10.7,15.9,11.2,38.0,33.8,23.4,30.9,94.1
2018-05-13,18.541666666666668,18.988888888888894,18.452777777777772,94.29027777777785,16.2,18.4,16.3,87.2,20.5,19.4,20.2,99.9
2018-05-14,23.46249999999999,21.378472222222218,22.44583333333334,74.05416666666666,17.0,18.5,17.1,42.7,33.1,25.2,29.9,100.0
2018-05-15,23.066666666666677,21.793749999999996,22.613888888888894,75.31805555555555,14.6,18.3,14.9,49.5,33.8,26.0,32.6,93.4
2018-05-16,23.390277777777793,22.01527777777776,22.72222222222221,80.32430555555561,16.1,19.8,16.7,58.7,31.3,23.8,28.6,92.9
2018-05-17,24.615,22.462499999999995,23.796249999999993,80.41625,18.7,21.2,19.1,56.7,35.1,25.5,32.7,93.3
