date,disease,T20_mean_x,T20_min_x,ST_max_x,H_max_x,H_mean_y,ST_max_y,H_max_y,ST_max_z,H_max_z
2016-07-22,0.0,26.940277777777766,23.3,31.6,92.0,71.0763888888889,31.6,92.0,31.6,92.0
2016-07-23,0.0,26.363194444444442,22.6,30.2,84.0,66.81944444444444,30.2,84.0,30.2,84.0
2016-07-24,0.0,27.26597222222221,21.4,33.3,97.0,69.20833333333333,33.3,97.0,33.3,97.0
2016-07-25,0.0,27.975000000000005,21.6,32.1,96.0,70.34027777777777,32.1,96.0,32.1,96.0
2016-07-26,0.0,23.269444444444453,21.6,25.9,100.0,91.77083333333331,25.9,100.0,25.9,100.0
2016-07-27,0.0,26.64583333333332,21.8,30.4,100.0,80.8125,30.4,100.0,30.4,100.0
2016-07-28,0.0,28.035416666666656,23.8,31.6,91.0,73.1875,31.6,91.0,31.6,91.0
2016-07-29,0.0,27.74513888888889,22.1,33.4,99.0,74.47916666666667,33.4,99.0,33.4,99.0
2016-07-30,0.0,29.04722222222221,21.6,31.6,100.0,68.5,31.6,100.0,31.6,100.0
2016-07-31,0.0,29.70902777777779,22.1,32.2,99.0,68.19444444444444,32.2,99.0,32.2,99.0
2016-08-01,0.0,29.277083333333344,23.6,34.1,100.0,76.6111111111111,34.1,100.0,34.1,100.0
2016-08-02,0.0,29.29375000000001,23.7,31.5,100.0,76.47222222222223,31.5,100.0,31.5,100.0
2016-08-03,0.0,29.210416666666674,23.9,30.2,100.0,76.7986111111111,30.2,100.0,30.2,100.0
2016-08-04,0.0,29.87083333333333,23.7,34.1,100.0,73.79166666666667,34.1,100.0,34.1,100.0
2016-08-05,0.0,30.179166666666678,24.0,32.7,99.0,73.875,32.7,99.0,32.7,99.0
2016-08-06,0.0,30.18263888888889,24.3,31.4,99.0,73.375,31.4,99.0,31.4,99.0
2016-08-07,0.0,29.56250000000001,24.3,32.9,100.0,75.22222222222223,32.9,100.0,32.9,100.0
2016-08-08,0.0,31.42986111111113,23.7,31.9,98.0,66.7361111111111,31.9,98.0,31.9,98.0
2016-08-09,0.0,31.48541666666665,25.2,32.7,78.0,58.77083333333334,32.7,78.0,32.7,78.0
2016-08-10,0.0,29.27708333333332,22.9,30.5,94.0,65.09722222222223,30.5,94.0,30.5,94.0
2016-08-11,0.0,28.661111111111087,21.4,30.2,97.0,72.6875,30.2,97.0,30.2,97.0
2016-08-12,0.0,28.461805555555557,23.6,30.3,99.0,71.7986111111111,30.3,99.0,30.3,99.0
2016-08-13,0.0,29.00694444444443,24.5,30.9,88.0,70.84027777777777,30.9,88.0,30.9,88.0
2016-08-14,0.0,26.969444444444452,23.8,27.7,94.0,79.74305555555556,27.7,94.0,27.7,94.0
2016-08-15,0.0,29.07986111111111,23.5,30.4,95.0,76.72222222222223,30.4,95.0,30.4,95.0
2016-08-16,0.0,29.28749999999999,23.8,29.9,100.0,77.64583333333333,29.9,100.0,29.9,100.0
2016-08-17,0.0,30.647222222222208,25.9,30.0,95.0,76.28472222222223,30.0,95.0,30.0,95.0
2016-08-18,0.0,30.79583333333335,26.7,32.1,94.0,78.2638888888889,32.1,94.0,32.1,94.0
2016-08-19,0.0,30.17083333333333,24.9,30.4,96.0,78.72916666666667,30.4,96.0,30.4,96.0
2016-08-20,0.0,30.145138888888912,24.1,30.2,99.0,75.88194444444444,30.2,99.0,30.2,99.0
2016-08-21,0.0,30.05624999999999,23.8,38.3,91.0,70.56944444444444,38.3,91.0,38.3,91.0
2016-08-22,0.0,29.581944444444453,25.6,29.4,95.0,79.27777777777777,29.4,95.0,29.4,95.0
2016-08-23,0.0,30.103472222222226,24.4,36.7,99.0,76.15972222222223,36.7,99.0,36.7,99.0
2016-08-24,0.0,29.01805555555556,24.7,29.0,94.0,76.74305555555556,29.0,94.0,29.0,94.0
2016-08-25,0.0,29.49583333333333,24.4,29.0,97.0,75.0763888888889,29.0,97.0,29.0,97.0
2016-08-26,0.0,29.63680555555554,23.1,29.6,97.0,75.5763888888889,29.6,97.0,29.6,97.0
2016-08-27,0.0,28.405555555555555,23.8,30.2,96.0,79.34027777777777,30.2,96.0,30.2,96.0
2016-08-28,0.0,28.71041666666665,24.6,29.6,89.0,70.90972222222223,29.6,89.0,29.6,89.0
2016-08-29,0.0,29.84375000000001,24.8,28.5,84.0,69.16666666666667,28.5,84.0,28.5,84.0
2016-08-30,0.0,26.093055555555573,21.2,28.6,89.0,66.77083333333333,28.6,89.0,28.6,89.0
2016-08-31,0.0,27.71111111111113,19.3,31.9,87.0,64.7638888888889,31.9,87.0,31.9,87.0
2016-09-01,0.0,28.49513888888889,22.5,30.1,93.0,73.52083333333333,30.1,93.0,30.1,93.0
2016-09-02,0.0,28.855555555555547,20.9,30.3,93.0,69.96527777777777,30.3,93.0,30.3,93.0
2016-09-03,0.0,29.88680555555554,24.3,30.4,91.0,67.40972222222223,30.4,91.0,30.4,91.0
2016-09-04,0.0,29.20486111111111,23.2,30.5,91.0,73.7638888888889,30.5,91.0,30.5,91.0
2016-09-05,0.0,26.320138888888913,22.4,28.2,100.0,87.70833333333331,28.2,100.0,28.2,100.0
2016-09-06,0.0,27.75694444444443,24.4,29.2,98.0,85.8888888888889,29.2,98.0,29.2,98.0
2016-09-07,0.0,28.424999999999976,23.9,29.1,98.0,81.5,29.1,98.0,29.1,98.0
2016-09-08,0.0,26.406944444444452,22.9,28.4,98.0,87.72222222222223,28.4,98.0,28.4,98.0
2016-09-09,0.0,26.82638888888889,21.9,28.5,83.0,69.7638888888889,28.5,83.0,28.5,83.0
2016-09-10,0.0,26.45,19.5,28.6,100.0,76.15277777777777,28.6,100.0,28.6,100.0
2016-09-11,0.0,26.748611111111106,21.6,28.2,96.0,78.53472222222223,28.2,96.0,28.2,96.0
2016-09-12,0.0,26.84444444444444,23.6,27.6,96.0,79.75694444444444,27.6,96.0,27.6,96.0
2016-09-13,0.0,26.48194444444444,23.0,27.4,96.0,88.28472222222223,27.4,96.0,27.4,96.0
2016-09-14,0.0,26.64236111111111,23.4,28.1,97.0,83.30555555555556,28.1,97.0,28.1,97.0
2016-09-15,0.0,25.61000000000001,22.5,26.4,96.0,82.6125,26.4,96.0,26.4,96.0
2016-09-16,0.0,25.93263888888889,23.2,26.9,94.0,82.30555555555556,26.9,94.0,26.9,94.0
2016-09-17,0.0,27.23541666666668,22.3,28.1,95.0,81.89583333333333,28.1,95.0,28.1,95.0
2016-09-18,0.0,25.468055555555573,24.1,26.3,98.0,93.3125,26.3,98.0,26.3,98.0
2016-09-19,0.0,27.59513888888889,22.4,29.1,98.0,81.94444444444444,29.1,98.0,29.1,98.0
2016-09-20,0.0,23.711805555555557,20.6,26.0,96.0,86.98611111111109,26.0,96.0,26.0,96.0
2016-09-21,1.0,24.07291666666666,20.6,25.6,98.0,80.95833333333333,25.6,98.0,25.6,98.0
2016-09-22,1.0,22.79791666666666,20.4,28.7,100.0,93.81944444444444,28.7,100.0,28.7,100.0
2016-09-23,1.0,23.872222222222234,22.1,24.9,100.0,94.45138888888887,24.9,100.0,24.9,100.0
2016-09-24,1.0,22.16319444444445,19.8,23.9,99.0,94.94444444444444,23.9,99.0,23.9,99.0
2016-09-25,1.0,24.81944444444443,18.5,26.2,98.0,80.85416666666667,26.2,98.0,26.2,98.0
2016-09-26,1.0,26.436111111111106,20.8,27.4,95.0,81.56944444444444,27.4,95.0,27.4,95.0
2016-09-27,1.0,27.87708333333333,21.4,30.9,95.0,80.1736111111111,30.9,95.0,30.9,95.0
2016-09-28,1.0,25.99791666666668,23.9,26.9,96.0,90.36111111111113,26.9,96.0,26.9,96.0
2016-09-29,1.0,26.55833333333333,21.4,27.6,97.0,79.39583333333333,27.6,97.0,27.6,97.0
2016-09-30,1.0,23.162500000000005,18.3,24.6,82.0,74.03472222222223,24.6,82.0,24.6,82.0
2016-10-01,1.0,25.007638888888888,21.4,26.0,91.0,81.22222222222223,26.0,91.0,26.0,91.0
2016-10-02,1.0,26.07291666666667,22.6,33.1,95.0,81.40277777777777,33.1,95.0,33.1,95.0
2016-10-03,1.0,24.10208333333334,20.9,27.7,96.0,88.96527777777777,27.7,96.0,27.7,96.0
2016-10-04,1.0,25.81805555555556,20.1,27.4,96.0,80.00694444444444,27.4,96.0,27.4,96.0
2016-10-05,1.0,24.467361111111106,19.3,25.6,100.0,85.125,25.6,100.0,25.6,100.0
2016-10-06,1.0,25.245138888888878,18.7,31.8,94.0,69.0486111111111,31.8,94.0,31.8,94.0
2016-10-07,1.0,23.95138888888888,17.4,25.2,87.0,68.18055555555556,25.2,87.0,25.2,87.0
2016-10-08,1.0,25.320138888888888,20.5,25.7,94.0,80.8611111111111,25.7,94.0,25.7,94.0
2016-10-09,1.0,22.14652777777779,16.3,24.3,97.0,79.22222222222223,24.3,97.0,24.3,97.0
2016-10-10,1.0,20.90694444444444,14.7,22.6,92.0,73.84722222222223,22.6,92.0,22.6,92.0
2016-10-11,1.0,21.174305555555552,14.9,30.7,97.0,77.10416666666667,30.7,97.0,30.7,97.0
2016-10-12,1.0,20.40625,13.7,33.8,100.0,69.61805555555556,33.8,100.0,33.8,100.0
2016-10-13,0.0,18.231250000000006,12.6,23.3,91.0,79.43055555555556,23.3,91.0,23.3,91.0
2016-10-14,0.0,18.892361111111114,13.5,21.2,93.0,79.25694444444444,21.2,93.0,21.2,93.0
2016-10-15,0.0,20.22430555555556,12.4,31.7,95.0,74.08333333333333,31.7,95.0,31.7,95.0
2016-10-16,0.0,21.390277777777786,13.2,22.0,87.0,69.1736111111111,22.0,87.0,22.0,87.0
2016-10-17,0.0,20.024999999999988,17.9,21.0,100.0,90.03472222222223,21.0,100.0,21.0,100.0
2016-10-18,0.0,23.29444444444444,16.1,23.9,100.0,83.9513888888889,23.9,100.0,23.9,100.0
2016-10-19,0.0,22.89027777777777,17.4,23.7,97.0,85.8125,23.7,97.0,23.7,97.0
2016-10-20,0.0,22.85416666666667,17.5,23.8,100.0,80.90277777777777,23.8,100.0,23.8,100.0
2016-10-21,0.0,19.527777777777786,14.6,21.7,96.0,76.2013888888889,21.7,96.0,21.7,96.0
2016-10-22,0.0,19.751388888888886,15.4,21.1,99.0,86.13194444444444,21.1,99.0,21.1,99.0
2016-10-23,0.0,19.546527777777776,14.3,21.3,99.0,82.27777777777777,21.3,99.0,21.3,99.0
2016-10-24,0.0,17.252777777777773,11.9,20.0,95.0,77.5138888888889,20.0,95.0,20.0,95.0
2016-10-25,0.0,15.943750000000005,11.6,18.0,100.0,87.21527777777777,18.0,100.0,18.0,100.0
2016-10-26,0.0,21.6125,14.9,22.2,100.0,87.25694444444444,22.2,100.0,22.2,100.0
2016-10-27,0.0,20.345138888888886,13.2,22.4,93.0,74.66666666666667,22.4,93.0,22.4,93.0
2016-10-28,0.0,17.41805555555557,13.4,19.0,100.0,94.14583333333331,19.0,100.0,19.0,100.0
2016-10-29,0.0,20.59236111111112,14.0,21.9,100.0,77.06944444444444,21.9,100.0,21.9,100.0
2016-10-30,0.0,16.799305555555552,10.8,19.6,89.0,71.6388888888889,19.6,89.0,19.6,89.0
2016-10-31,0.0,17.44791666666666,10.6,19.4,94.0,79.80555555555556,19.4,94.0,19.4,94.0
2016-11-01,0.0,17.301388888888894,10.9,19.9,95.0,77.8611111111111,19.9,95.0,19.9,95.0
2016-11-02,0.0,15.532638888888883,10.5,17.6,97.0,83.2361111111111,17.6,97.0,17.6,97.0
2016-11-03,0.0,15.649305555555555,9.3,18.6,95.0,76.00694444444444,18.6,95.0,18.6,95.0
2016-11-04,0.0,15.025,7.9,18.0,92.0,75.94444444444444,18.0,92.0,18.0,92.0
2016-11-05,0.0,15.188888888888883,7.1,18.0,99.0,81.20833333333333,18.0,99.0,18.0,99.0
2016-11-06,0.0,16.312500000000007,9.2,18.5,96.0,80.4236111111111,18.5,96.0,18.5,96.0
2016-11-07,0.0,16.454166666666662,7.9,18.3,99.0,82.6111111111111,18.3,99.0,18.3,99.0
2016-11-08,0.0,16.184722222222213,11.3,17.6,100.0,91.55555555555556,17.6,100.0,17.6,100.0
2016-11-09,0.0,12.949305555555556,5.8,16.9,96.0,77.59027777777777,16.9,96.0,16.9,96.0
2016-11-10,0.0,11.00375,5.0,14.6,98.0,88.8875,14.6,98.0,14.6,98.0
2016-11-16,0.0,15.216666666666674,7.2,18.0,94.0,82.1875,18.0,94.0,18.0,94.0
2016-11-17,0.0,14.081944444444444,7.3,16.7,98.0,83.58333333333333,16.7,98.0,16.7,98.0
2016-11-18,0.0,16.638194444444448,7.8,18.0,100.0,89.25694444444444,18.0,100.0,18.0,100.0
2016-11-19,0.0,16.190972222222232,13.7,17.2,100.0,97.63888888888887,17.2,100.0,17.2,100.0
2016-11-20,0.0,18.555555555555546,12.4,18.9,100.0,92.17361111111113,18.9,100.0,18.9,100.0
2016-11-21,0.0,16.815277777777773,12.2,17.7,100.0,94.95833333333331,17.7,100.0,17.7,100.0
2016-11-22,0.0,17.95694444444446,11.8,18.9,100.0,89.95833333333331,18.9,100.0,18.9,100.0
2016-11-23,0.0,14.896527777777774,11.2,16.8,100.0,87.60416666666669,16.8,100.0,16.8,100.0
2016-11-24,0.0,12.661111111111104,6.8,16.5,99.0,91.98611111111113,16.5,99.0,16.5,99.0
2016-11-25,0.0,13.078472222222222,6.0,15.8,95.0,85.7638888888889,15.8,95.0,15.8,95.0
2016-11-26,0.0,15.877083333333335,10.8,16.7,98.0,84.125,16.7,98.0,16.7,98.0
2016-11-27,0.0,16.843055555555566,13.9,17.2,100.0,96.56944444444444,17.2,100.0,17.2,100.0
2016-11-28,0.0,15.861111111111104,12.6,16.9,100.0,87.11111111111109,16.9,100.0,16.9,100.0
2016-11-29,0.0,16.008333333333326,12.5,17.0,97.0,84.41666666666667,17.0,97.0,17.0,97.0
2016-11-30,0.0,15.72013888888889,12.6,16.9,98.0,88.83333333333331,16.9,98.0,16.9,98.0
2016-12-01,0.0,16.41458333333334,13.3,17.1,100.0,93.54861111111113,17.1,100.0,17.1,100.0
2016-12-02,0.0,15.065972222222214,12.5,16.2,100.0,83.53472222222223,16.2,100.0,16.2,100.0
2016-12-03,0.0,16.427083333333332,12.3,17.5,94.0,84.4375,17.5,94.0,17.5,94.0
2016-12-04,0.0,16.995833333333334,12.4,17.8,98.0,88.72916666666669,17.8,98.0,17.8,98.0
2016-12-05,0.0,16.560416666666672,13.1,17.4,100.0,89.45833333333331,17.4,100.0,17.4,100.0
2016-12-06,0.0,15.390277777777786,12.3,16.8,99.0,85.40972222222223,16.8,99.0,16.8,99.0
2016-12-07,0.0,15.179166666666653,12.1,16.2,93.0,82.24305555555556,16.2,93.0,16.2,93.0
2016-12-08,0.0,15.426388888888892,12.0,16.6,94.0,81.83333333333333,16.6,94.0,16.6,94.0
2016-12-09,0.0,16.51736111111111,12.3,16.6,94.0,85.22222222222223,16.6,94.0,16.6,94.0
2016-12-10,0.0,15.15694444444444,12.1,16.3,94.0,83.03472222222223,16.3,94.0,16.3,94.0
2016-12-11,0.0,15.209722222222226,11.9,16.2,92.0,80.8611111111111,16.2,92.0,16.2,92.0
2016-12-12,0.0,15.072222222222214,11.9,16.2,93.0,83.3611111111111,16.2,93.0,16.2,93.0
2016-12-13,0.0,14.285416666666672,12.6,15.4,97.0,89.75694444444444,15.4,97.0,15.4,97.0
2016-12-14,0.0,15.8,12.2,17.0,98.0,85.19444444444444,17.0,98.0,17.0,98.0
2016-12-15,0.0,14.388888888888884,11.9,15.1,88.0,80.20833333333333,15.1,88.0,15.1,88.0
2016-12-16,0.0,14.278472222222225,11.1,15.5,100.0,86.04166666666669,15.5,100.0,15.5,100.0
2016-12-17,0.0,14.965972222222225,11.3,15.2,99.0,86.55555555555556,15.2,99.0,15.2,99.0
2016-12-18,0.0,16.034027777777787,12.1,17.0,92.0,85.5,17.0,92.0,17.0,92.0
2016-12-19,0.0,16.315277777777773,12.4,17.5,93.0,85.81944444444444,17.5,93.0,17.5,93.0
2016-12-20,0.0,15.260416666666664,12.5,16.7,93.0,89.54166666666669,16.7,93.0,16.7,93.0
2016-12-21,0.0,16.53402777777778,12.5,17.8,94.0,86.42361111111109,17.8,94.0,17.8,94.0
2016-12-22,0.0,15.73125,12.6,16.4,100.0,94.05555555555556,16.4,100.0,16.4,100.0
2016-12-23,0.0,15.36041666666666,12.9,16.7,100.0,91.90972222222223,16.7,100.0,16.7,100.0
2016-12-24,0.0,15.52916666666666,12.7,17.0,94.0,85.11805555555556,17.0,94.0,17.0,94.0
2016-12-25,0.0,15.679166666666662,12.4,17.2,92.0,84.47916666666667,17.2,92.0,17.2,92.0
2016-12-26,0.0,16.06111111111111,12.3,17.5,93.0,85.55555555555556,17.5,93.0,17.5,93.0
2016-12-27,0.0,15.63194444444444,12.7,17.5,99.0,91.96527777777777,17.5,99.0,17.5,99.0
2016-12-28,0.0,16.686805555555555,12.1,18.6,92.0,85.27083333333333,18.6,92.0,18.6,92.0
2016-12-29,0.0,17.127083333333342,12.3,19.1,92.0,86.76388888888891,19.1,92.0,19.1,92.0
2016-12-30,0.0,17.010416666666654,12.0,19.1,90.0,85.45833333333333,19.1,90.0,19.1,90.0
2016-12-31,0.0,17.368055555555557,12.1,19.4,94.0,88.59722222222223,19.4,94.0,19.4,94.0
2017-01-01,0.0,17.463194444444447,12.4,19.2,99.0,92.9375,19.2,99.0,19.2,99.0
2017-01-02,0.0,17.607638888888896,12.3,19.7,100.0,95.27777777777777,19.7,100.0,19.7,100.0
2017-01-03,0.0,16.61875,12.6,18.9,100.0,95.52777777777777,18.9,100.0,18.9,100.0
2017-01-04,0.0,16.819444444444443,12.5,19.1,100.0,92.45138888888887,19.1,100.0,19.1,100.0
2017-01-05,0.0,16.21597222222222,12.0,18.5,99.0,90.03472222222223,18.5,99.0,18.5,99.0
2017-01-06,0.0,14.99097222222222,11.8,17.4,100.0,94.22222222222223,17.4,100.0,17.4,100.0
2017-01-07,0.0,17.341666666666672,11.9,19.5,100.0,92.60416666666669,19.5,100.0,19.5,100.0
2017-01-08,0.0,13.627083333333335,12.7,15.9,100.0,98.92361111111113,15.9,100.0,15.9,100.0
2017-01-09,0.0,16.634722222222212,12.6,18.1,100.0,92.88888888888887,18.1,100.0,18.1,100.0
2017-01-10,0.0,16.032500000000002,12.3,16.5,100.0,92.4125,16.5,100.0,16.5,100.0
2017-01-14,0.0,14.363888888888892,12.7,16.7,100.0,95.57638888888887,16.7,100.0,16.7,100.0
2017-01-15,0.0,16.75972222222223,12.4,18.6,99.0,87.63194444444444,18.6,99.0,18.6,99.0
2017-01-16,0.0,17.009722222222212,12.7,18.8,97.0,87.26388888888891,18.8,97.0,18.8,97.0
2017-01-17,0.0,17.959027777777788,12.8,19.1,96.0,85.625,19.1,96.0,19.1,96.0
2017-01-18,0.0,18.520833333333336,12.6,20.4,97.0,87.25,20.4,97.0,20.4,97.0
2017-01-19,0.0,17.192361111111115,13.1,20.0,100.0,94.76388888888887,20.0,100.0,20.0,100.0
2017-01-20,0.0,16.140277777777786,12.8,18.6,100.0,95.60416666666669,18.6,100.0,18.6,100.0
2017-01-21,0.0,18.408333333333346,13.0,20.1,100.0,87.41666666666669,20.1,100.0,20.1,100.0
2017-01-22,0.0,16.798611111111118,12.6,19.5,99.0,90.07638888888887,19.5,99.0,19.5,99.0
2017-01-23,0.0,17.078472222222214,12.7,19.6,99.0,88.125,19.6,99.0,19.6,99.0
2017-01-24,0.0,18.003472222222218,12.5,19.4,96.0,87.72222222222223,19.4,96.0,19.4,96.0
2017-01-25,0.0,18.68611111111112,12.6,20.3,100.0,85.52777777777777,20.3,100.0,20.3,100.0
2017-01-26,0.0,18.47708333333334,12.5,20.6,100.0,85.49305555555556,20.6,100.0,20.6,100.0
2017-01-27,0.0,17.819444444444443,12.5,19.9,100.0,91.375,19.9,100.0,19.9,100.0
2017-01-28,0.0,19.45208333333332,12.9,20.9,100.0,87.27083333333331,20.9,100.0,20.9,100.0
2017-01-29,0.0,18.190972222222225,12.6,20.6,100.0,93.11111111111113,20.6,100.0,20.6,100.0
2017-01-30,0.0,16.559027777777786,13.5,19.3,100.0,97.11805555555556,19.3,100.0,19.3,100.0
2017-01-31,0.0,18.940972222222225,13.1,20.8,100.0,87.54166666666669,20.8,100.0,20.8,100.0
2017-02-01,0.0,17.861805555555566,12.4,19.5,100.0,91.83333333333331,19.5,100.0,19.5,100.0
2017-02-02,0.0,18.67847222222221,12.7,20.3,100.0,88.86111111111109,20.3,100.0,20.3,100.0
2017-02-03,0.0,19.092361111111103,13.0,21.0,100.0,86.11805555555556,21.0,100.0,21.0,100.0
2017-02-04,0.0,19.761111111111106,12.8,21.4,98.0,84.09027777777777,21.4,98.0,21.4,98.0
2017-02-05,0.0,14.118055555555555,12.6,17.4,100.0,97.93055555555556,17.4,100.0,17.4,100.0
2017-02-06,0.0,17.995138888888892,13.0,19.9,100.0,91.31944444444444,19.9,100.0,19.9,100.0
2017-02-07,0.0,18.54930555555556,12.8,20.2,100.0,90.03472222222223,20.2,100.0,20.2,100.0
2017-02-08,0.0,18.893055555555566,12.6,20.8,100.0,86.51388888888891,20.8,100.0,20.8,100.0
2017-02-09,0.0,15.45277777777778,12.6,18.3,100.0,98.28472222222223,18.3,100.0,18.3,100.0
2017-02-10,0.0,18.38472222222222,12.5,19.9,100.0,87.80555555555556,19.9,100.0,19.9,100.0
2017-02-11,0.0,17.527083333333326,12.3,19.4,100.0,89.97222222222223,19.4,100.0,19.4,100.0
2017-02-12,0.0,19.181250000000013,12.2,20.5,100.0,85.66666666666667,20.5,100.0,20.5,100.0
2017-02-13,0.0,19.511805555555558,12.3,20.8,100.0,83.90972222222223,20.8,100.0,20.8,100.0
2017-02-14,0.0,19.774305555555557,12.4,21.0,100.0,84.65277777777777,21.0,100.0,21.0,100.0
2017-02-15,0.0,20.064583333333346,12.6,21.3,100.0,83.1736111111111,21.3,100.0,21.3,100.0
2017-02-16,1.0,20.211805555555557,12.6,21.2,100.0,85.70833333333333,21.2,100.0,21.2,100.0
2017-02-17,1.0,15.147916666666662,13.1,18.0,100.0,97.79861111111113,18.0,100.0,18.0,100.0
2017-02-18,0.0,19.51597222222221,13.2,20.7,100.0,89.23611111111109,20.7,100.0,20.7,100.0
2017-02-19,0.0,19.77013888888888,12.9,21.4,100.0,83.84027777777777,21.4,100.0,21.4,100.0
2017-02-20,0.0,17.289583333333333,13.1,19.9,100.0,96.07638888888887,19.9,100.0,19.9,100.0
2017-02-21,0.0,19.20625,12.7,20.9,100.0,84.90972222222223,20.9,100.0,20.9,100.0
2017-02-22,1.0,18.457638888888887,12.5,20.4,100.0,93.45833333333331,20.4,100.0,20.4,100.0
2017-02-23,1.0,16.89930555555556,13.8,19.2,100.0,99.75694444444444,19.2,100.0,19.2,100.0
2017-02-24,1.0,20.043750000000006,13.1,21.4,100.0,85.11805555555556,21.4,100.0,21.4,100.0
2017-02-25,1.0,19.919444444444444,12.5,21.5,100.0,85.375,21.5,100.0,21.5,100.0
2017-02-26,1.0,19.67708333333333,12.8,21.6,100.0,85.47222222222223,21.6,100.0,21.6,100.0
2017-02-27,1.0,19.993749999999995,12.8,21.6,100.0,84.2013888888889,21.6,100.0,21.6,100.0
2017-02-28,1.0,19.388194444444444,12.9,21.5,99.0,83.8611111111111,21.5,99.0,21.5,99.0
2017-03-01,0.0,18.84444444444444,12.5,21.6,97.0,89.60416666666669,21.6,97.0,21.6,97.0
2017-03-02,0.0,15.506249999999998,13.0,18.7,100.0,96.27777777777777,18.7,100.0,18.7,100.0
2017-03-03,0.0,20.78333333333332,13.0,21.4,100.0,80.74305555555556,21.4,100.0,21.4,100.0
2017-03-04,1.0,20.66527777777778,12.7,21.9,100.0,83.4236111111111,21.9,100.0,21.9,100.0
2017-03-05,1.0,19.925694444444453,12.4,21.8,100.0,88.65277777777777,21.8,100.0,21.8,100.0
2017-03-06,1.0,16.000694444444438,13.6,18.6,99.0,96.54166666666669,18.6,99.0,18.6,99.0
2017-03-07,0.0,18.750694444444445,12.8,20.7,100.0,84.93055555555556,20.7,100.0,20.7,100.0
2017-03-08,1.0,18.640277777777776,12.5,21.1,97.0,83.0486111111111,21.1,97.0,21.1,97.0
2017-03-09,1.0,19.96875,12.5,21.5,97.0,81.05555555555556,21.5,97.0,21.5,97.0
2017-03-10,1.0,19.678749999999994,12.7,21.5,98.0,83.175,21.5,98.0,21.5,98.0
2017-05-12,0.0,21.81875,14.3,29.8,99.0,69.27777777777777,29.8,99.0,29.8,99.0
2017-05-13,0.0,17.790277777777774,16.1,20.4,99.0,91.5,20.4,99.0,20.4,99.0
2017-05-14,0.0,21.184722222222213,14.4,28.6,99.0,76.1111111111111,28.6,99.0,28.6,99.0
2017-05-15,0.0,20.995833333333326,17.0,25.9,99.0,79.27777777777777,25.9,99.0,25.9,99.0
2017-05-16,0.0,18.995833333333334,14.4,24.2,99.0,59.70833333333334,24.2,99.0,24.2,99.0
2017-05-17,0.0,18.971527777777773,13.2,23.5,99.0,73.77083333333333,23.5,99.0,23.5,99.0
2017-05-18,0.0,21.27361111111113,14.3,29.1,99.0,70.36805555555556,29.1,99.0,29.1,99.0
2017-05-19,0.0,21.592361111111106,14.5,32.3,99.0,69.69444444444444,32.3,99.0,32.3,99.0
