date,disease,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,H_min_x,ST_max_x,T60_max_x,housa_x,T20_mean_y,T60_mean_y,H_mean_y,H_min_y,ST_max_y,T60_max_y,housa_y,T20_mean_z,H_mean_z,H_min_z,T60_max_z,housa_z
2018-09-22,1,21.55763888888889,22.96041666666667,21.851388888888888,92.51388888888887,88.0,23.6,24.2,1.2079128062432058,21.28541666666668,21.3986111111111,90.67361111111113,85.0,23.9,24.0,1.4705843905446807,25.672916666666666,79.52083333333333,53.0,32.1,3.786506082312152
2018-09-23,1,25.57361111111112,24.666666666666657,25.25833333333333,83.15277777777777,61.0,27.1,32.9,3.2252946279432364,21.55763888888889,21.851388888888888,92.51388888888887,88.0,23.6,24.2,1.2079128062432058,21.28541666666668,90.67361111111113,85.0,24.0,1.4705843905446807
2018-09-24,1,25.28680555555556,24.62361111111109,24.860416666666666,82.2361111111111,63.0,26.7,31.3,3.334234510533852,25.57361111111112,25.25833333333333,83.15277777777777,61.0,27.1,32.9,3.2252946279432364,21.55763888888889,92.51388888888887,88.0,24.2,1.2079128062432058
2018-09-25,1,25.303472222222233,25.227777777777767,25.191666666666666,89.29861111111109,72.0,26.7,30.0,2.0419490260724125,25.28680555555556,24.860416666666666,82.2361111111111,63.0,26.7,31.3,3.334234510533852,25.57361111111112,83.15277777777777,61.0,32.9,3.2252946279432364
2018-09-26,1,22.021527777777774,23.87569444444444,22.488194444444453,92.74305555555556,86.0,24.8,24.4,1.209338953422284,25.303472222222233,25.191666666666666,89.29861111111109,72.0,26.7,30.0,2.0419490260724125,25.28680555555556,82.2361111111111,63.0,31.3,3.334234510533852
2018-09-27,1,22.15486111111112,23.246527777777786,22.19791666666666,88.85416666666669,71.0,24.5,26.8,1.830315875477424,22.021527777777774,22.488194444444453,92.74305555555556,86.0,24.8,24.4,1.209338953422284,25.303472222222233,89.29861111111109,72.0,30.0,2.0419490260724125
2018-09-28,1,20.07638888888889,22.068055555555528,20.25902777777778,92.36111111111113,76.0,23.2,25.0,1.136290900468056,22.15486111111112,22.19791666666666,88.85416666666669,71.0,24.5,26.8,1.830315875477424,22.021527777777774,92.74305555555556,86.0,24.4,1.209338953422284
2018-09-29,1,22.32569444444444,22.086805555555557,21.56319444444444,82.10416666666667,59.0,24.6,29.7,2.8455619713103486,20.07638888888889,20.25902777777778,92.36111111111113,76.0,23.2,25.0,1.136290900468056,22.15486111111112,88.85416666666669,71.0,26.8,1.830315875477424
2018-09-30,1,20.03958333333334,21.686111111111146,20.254166666666674,88.08333333333331,81.0,22.0,21.6,1.7721712929251812,22.32569444444444,21.56319444444444,82.10416666666667,59.0,24.6,29.7,2.8455619713103486,20.07638888888889,92.36111111111113,76.0,25.0,1.136290900468056
2018-10-01,1,24.280555555555548,23.122916666666693,23.943750000000005,94.38194444444444,78.0,24.5,28.0,1.0073522977950693,20.03958333333334,20.254166666666674,88.08333333333331,81.0,22.0,21.6,1.7721712929251812,22.32569444444444,82.10416666666667,59.0,29.7,2.8455619713103486
2018-10-27,1,24.71319444444445,24.025,25.172916666666666,72.9513888888889,45.0,24.1,34.0,5.156388484863854,24.280555555555548,23.943750000000005,94.38194444444444,78.0,24.5,28.0,1.0073522977950693,20.03958333333334,88.08333333333331,81.0,21.6,1.7721712929251812
