"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"°C"	""	""	""	""	""	""
"10/29/2016 03:00'00"	"42672.1250000000"	"  17.6000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 03:10'00"	"42672.1319444444"	"  17.7000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 03:20'00"	"42672.1388888889"	"  17.6000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 03:30'00"	"42672.1458333333"	"  17.7000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 03:40'00"	"42672.1527777778"	"  17.6000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 03:50'00"	"42672.1597222222"	"  17.4000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 04:00'00"	"42672.1666666667"	"  17.5000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 04:10'00"	"42672.1736111111"	"  17.3000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 04:20'00"	"42672.1805555556"	"  17.1000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 04:30'00"	"42672.1875000000"	"  17.2000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 04:40'00"	"42672.1944444444"	"  17.2000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 04:50'00"	"42672.2013888889"	"  17.2000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 05:00'00"	"42672.2083333333"	"  17.2000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 05:10'00"	"42672.2152777778"	"  17.1000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 05:20'00"	"42672.2222222222"	"  17.1000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 05:30'00"	"42672.2291666667"	"  17.1000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 05:40'00"	"42672.2361111111"	"  16.8000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 05:50'00"	"42672.2430555556"	"  16.6000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 06:00'00"	"42672.2500000000"	"  16.7000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 06:10'00"	"42672.2569444444"	"  16.6000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 06:20'00"	"42672.2638888889"	"  16.6000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 06:30'00"	"42672.2708333333"	"  16.7000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 06:40'00"	"42672.2777777778"	"  16.8000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 06:50'00"	"42672.2847222222"	"  16.8000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 07:00'00"	"42672.2916666667"	"  17.1000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 07:10'00"	"42672.2986111111"	"  17.0000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 07:20'00"	"42672.3055555556"	"  17.1000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 07:30'00"	"42672.3125000000"	"  17.1000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 07:40'00"	"42672.3194444444"	"  17.2000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 07:50'00"	"42672.3263888889"	"  17.2000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 08:00'00"	"42672.3333333333"	"  17.4000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 08:10'00"	"42672.3402777778"	"  17.9000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 08:20'00"	"42672.3472222222"	"  18.8000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 08:30'00"	"42672.3541666667"	"  19.2000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 08:40'00"	"42672.3611111111"	"  19.7000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 08:50'00"	"42672.3680555556"	"  19.9000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 09:00'00"	"42672.3750000000"	"  20.2000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 09:10'00"	"42672.3819444444"	"  20.7000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 09:20'00"	"42672.3888888889"	"  21.2000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 09:30'00"	"42672.3958333333"	"  21.7000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 09:40'00"	"42672.4027777778"	"  22.2000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 09:50'00"	"42672.4097222222"	"  23.7000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 10:00'00"	"42672.4166666667"	"  24.2000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 10:10'00"	"42672.4236111111"	"  24.8000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 10:20'00"	"42672.4305555556"	"  25.3000"	"  18.9000"	""	""	""	""	""	""	
"10/29/2016 10:30'00"	"42672.4375000000"	"  24.8000"	"  18.9000"	""	""	""	""	""	""	
"10/29/2016 10:40'00"	"42672.4444444444"	"  25.4000"	"  19.0000"	""	""	""	""	""	""	
"10/29/2016 10:50'00"	"42672.4513888889"	"  27.7000"	"  19.1000"	""	""	""	""	""	""	
"10/29/2016 11:00'00"	"42672.4583333333"	"  26.5000"	"  19.2000"	""	""	""	""	""	""	
"10/29/2016 11:10'00"	"42672.4652777778"	"  26.4000"	"  19.3000"	""	""	""	""	""	""	
"10/29/2016 11:20'00"	"42672.4722222222"	"  27.0000"	"  19.3000"	""	""	""	""	""	""	
"10/29/2016 11:30'00"	"42672.4791666667"	"  27.0000"	"  19.4000"	""	""	""	""	""	""	
"10/29/2016 11:40'00"	"42672.4861111111"	"  27.1000"	"  19.6000"	""	""	""	""	""	""	
"10/29/2016 11:50'00"	"42672.4930555556"	"  26.1000"	"  19.7000"	""	""	""	""	""	""	
"10/29/2016 12:00'00"	"42672.5000000000"	"  27.2000"	"  19.7000"	""	""	""	""	""	""	
"10/29/2016 12:10'00"	"42672.5069444444"	"  26.8000"	"  19.8000"	""	""	""	""	""	""	
"10/29/2016 12:20'00"	"42672.5138888889"	"  27.3000"	"  19.9000"	""	""	""	""	""	""	
"10/29/2016 12:30'00"	"42672.5208333333"	"  27.1000"	"  19.9000"	""	""	""	""	""	""	
"10/29/2016 12:40'00"	"42672.5277777778"	"  27.1000"	"  20.0000"	""	""	""	""	""	""	
"10/29/2016 12:50'00"	"42672.5347222222"	"  27.7000"	"  20.1000"	""	""	""	""	""	""	
"10/29/2016 13:00'00"	"42672.5416666667"	"  26.5000"	"  20.2000"	""	""	""	""	""	""	
"10/29/2016 13:10'00"	"42672.5486111111"	"  25.9000"	"  20.2000"	""	""	""	""	""	""	
"10/29/2016 13:20'00"	"42672.5555555556"	"  26.5000"	"  20.3000"	""	""	""	""	""	""	
"10/29/2016 13:30'00"	"42672.5625000000"	"  26.2000"	"  20.3000"	""	""	""	""	""	""	
"10/29/2016 13:40'00"	"42672.5694444444"	"  25.7000"	"  20.3000"	""	""	""	""	""	""	
"10/29/2016 13:50'00"	"42672.5763888889"	"  25.4000"	"  20.3000"	""	""	""	""	""	""	
"10/29/2016 14:00'00"	"42672.5833333333"	"  25.5000"	"  20.4000"	""	""	""	""	""	""	
"10/29/2016 14:10'00"	"42672.5902777778"	"  24.6000"	"  20.4000"	""	""	""	""	""	""	
"10/29/2016 14:20'00"	"42672.5972222222"	"  24.3000"	"  20.4000"	""	""	""	""	""	""	
"10/29/2016 14:30'00"	"42672.6041666667"	"  24.7000"	"  20.4000"	""	""	""	""	""	""	
"10/29/2016 14:40'00"	"42672.6111111111"	"  24.3000"	"  20.3000"	""	""	""	""	""	""	
"10/29/2016 14:50'00"	"42672.6180555556"	"  23.7000"	"  20.4000"	""	""	""	""	""	""	
"10/29/2016 15:00'00"	"42672.6250000000"	"  22.9000"	"  20.3000"	""	""	""	""	""	""	
"10/29/2016 15:10'00"	"42672.6319444444"	"  22.4000"	"  20.3000"	""	""	""	""	""	""	
"10/29/2016 15:20'00"	"42672.6388888889"	"  21.7000"	"  20.3000"	""	""	""	""	""	""	
"10/29/2016 15:30'00"	"42672.6458333333"	"  20.9000"	"  20.2000"	""	""	""	""	""	""	
"10/29/2016 15:40'00"	"42672.6527777778"	"  20.5000"	"  20.2000"	""	""	""	""	""	""	
"10/29/2016 15:50'00"	"42672.6597222222"	"  19.6000"	"  20.1000"	""	""	""	""	""	""	
"10/29/2016 16:00'00"	"42672.6666666667"	"  19.1000"	"  20.1000"	""	""	""	""	""	""	
"10/29/2016 16:10'00"	"42672.6736111111"	"  18.5000"	"  20.0000"	""	""	""	""	""	""	
"10/29/2016 16:20'00"	"42672.6805555556"	"  17.2000"	"  20.0000"	""	""	""	""	""	""	
"10/29/2016 16:30'00"	"42672.6875000000"	"  17.3000"	"  19.9000"	""	""	""	""	""	""	
"10/29/2016 16:40'00"	"42672.6944444444"	"  15.0000"	"  19.9000"	""	""	""	""	""	""	
"10/29/2016 16:50'00"	"42672.7013888889"	"  14.4000"	"  19.8000"	""	""	""	""	""	""	
"10/29/2016 17:00'00"	"42672.7083333333"	"  14.3000"	"  19.7000"	""	""	""	""	""	""	
"10/29/2016 17:10'00"	"42672.7152777778"	"  14.1000"	"  19.6000"	""	""	""	""	""	""	
"10/29/2016 17:20'00"	"42672.7222222222"	"  14.2000"	"  19.5000"	""	""	""	""	""	""	
"10/29/2016 17:30'00"	"42672.7291666667"	"  14.4000"	"  19.4000"	""	""	""	""	""	""	
"10/29/2016 17:40'00"	"42672.7361111111"	"  14.4000"	"  19.3000"	""	""	""	""	""	""	
"10/29/2016 17:50'00"	"42672.7430555556"	"  14.4000"	"  19.3000"	""	""	""	""	""	""	
"10/29/2016 18:00'00"	"42672.7500000000"	"  14.3000"	"  19.2000"	""	""	""	""	""	""	
"10/29/2016 18:10'00"	"42672.7569444444"	"  14.5000"	"  19.1000"	""	""	""	""	""	""	
"10/29/2016 18:20'00"	"42672.7638888889"	"  14.4000"	"  19.1000"	""	""	""	""	""	""	
"10/29/2016 18:30'00"	"42672.7708333333"	"  14.5000"	"  19.0000"	""	""	""	""	""	""	
"10/29/2016 18:40'00"	"42672.7777777778"	"  14.1000"	"  18.9000"	""	""	""	""	""	""	
"10/29/2016 18:50'00"	"42672.7847222222"	"  14.0000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 19:00'00"	"42672.7916666667"	"  14.1000"	"  18.8000"	""	""	""	""	""	""	
"10/29/2016 19:10'00"	"42672.7986111111"	"  14.1000"	"  18.7000"	""	""	""	""	""	""	
"10/29/2016 19:20'00"	"42672.8055555556"	"  14.2000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 19:30'00"	"42672.8125000000"	"  14.7000"	"  18.6000"	""	""	""	""	""	""	
"10/29/2016 19:40'00"	"42672.8194444444"	"  14.7000"	"  18.5000"	""	""	""	""	""	""	
"10/29/2016 19:50'00"	"42672.8263888889"	"  14.8000"	"  18.5000"	""	""	""	""	""	""	
"10/29/2016 20:00'00"	"42672.8333333333"	"  14.0000"	"  18.5000"	""	""	""	""	""	""	
"10/29/2016 20:10'00"	"42672.8402777778"	"  14.1000"	"  18.4000"	""	""	""	""	""	""	
"10/29/2016 20:20'00"	"42672.8472222222"	"  13.8000"	"  18.3000"	""	""	""	""	""	""	
"10/29/2016 20:30'00"	"42672.8541666667"	"  14.3000"	"  18.4000"	""	""	""	""	""	""	
"10/29/2016 20:40'00"	"42672.8611111111"	"  14.1000"	"  18.2000"	""	""	""	""	""	""	
"10/29/2016 20:50'00"	"42672.8680555556"	"  14.1000"	"  18.2000"	""	""	""	""	""	""	
"10/29/2016 21:00'00"	"42672.8750000000"	"  14.1000"	"  18.2000"	""	""	""	""	""	""	
"10/29/2016 21:10'00"	"42672.8819444444"	"  14.4000"	"  18.2000"	""	""	""	""	""	""	
"10/29/2016 21:20'00"	"42672.8888888889"	"  14.7000"	"  18.2000"	""	""	""	""	""	""	
"10/29/2016 21:30'00"	"42672.8958333333"	"  14.1000"	"  18.1000"	""	""	""	""	""	""	
"10/29/2016 21:40'00"	"42672.9027777778"	"  14.1000"	"  18.1000"	""	""	""	""	""	""	
"10/29/2016 21:50'00"	"42672.9097222222"	"  14.1000"	"  18.1000"	""	""	""	""	""	""	
"10/29/2016 22:00'00"	"42672.9166666667"	"  14.0000"	"  18.0000"	""	""	""	""	""	""	
"10/29/2016 22:10'00"	"42672.9236111111"	"  14.1000"	"  18.0000"	""	""	""	""	""	""	
"10/29/2016 22:20'00"	"42672.9305555556"	"  14.0000"	"  17.9000"	""	""	""	""	""	""	
"10/29/2016 22:30'00"	"42672.9375000000"	"  14.1000"	"  17.9000"	""	""	""	""	""	""	
"10/29/2016 22:40'00"	"42672.9444444444"	"  14.3000"	"  17.9000"	""	""	""	""	""	""	
"10/29/2016 22:50'00"	"42672.9513888889"	"  14.1000"	"  17.9000"	""	""	""	""	""	""	
"10/29/2016 23:00'00"	"42672.9583333333"	"  14.0000"	"  17.9000"	""	""	""	""	""	""	
"10/29/2016 23:10'00"	"42672.9652777778"	"  13.9000"	"  17.8000"	""	""	""	""	""	""	
"10/29/2016 23:20'00"	"42672.9722222222"	"  14.0000"	"  17.8000"	""	""	""	""	""	""	
"10/29/2016 23:30'00"	"42672.9791666667"	"  14.0000"	"  17.8000"	""	""	""	""	""	""	
"10/29/2016 23:40'00"	"42672.9861111111"	"  14.0000"	"  17.7000"	""	""	""	""	""	""	
"10/29/2016 23:50'00"	"42672.9930555556"	"  14.1000"	"  17.7000"	""	""	""	""	""	""	
"10/30/2016 00:00'00"	"42673.0000000000"	"  13.9000"	"  17.7000"	""	""	""	""	""	""	
"10/30/2016 00:10'00"	"42673.0069444444"	"  13.8000"	"  17.7000"	""	""	""	""	""	""	
"10/30/2016 00:20'00"	"42673.0138888889"	"  13.7000"	"  17.6000"	""	""	""	""	""	""	
"10/30/2016 00:30'00"	"42673.0208333333"	"  13.7000"	"  17.6000"	""	""	""	""	""	""	
"10/30/2016 00:40'00"	"42673.0277777778"	"  13.6000"	"  17.6000"	""	""	""	""	""	""	
"10/30/2016 00:50'00"	"42673.0347222222"	"  13.5000"	"  17.6000"	""	""	""	""	""	""	
"10/30/2016 01:00'00"	"42673.0416666667"	"  13.4000"	"  17.5000"	""	""	""	""	""	""	
"10/30/2016 01:10'00"	"42673.0486111111"	"  13.2000"	"  17.5000"	""	""	""	""	""	""	
"10/30/2016 01:20'00"	"42673.0555555556"	"  13.4000"	"  17.5000"	""	""	""	""	""	""	
"10/30/2016 01:30'00"	"42673.0625000000"	"  13.4000"	"  17.5000"	""	""	""	""	""	""	
"10/30/2016 01:40'00"	"42673.0694444444"	"  13.4000"	"  17.4000"	""	""	""	""	""	""	
"10/30/2016 01:50'00"	"42673.0763888889"	"  13.3000"	"  17.4000"	""	""	""	""	""	""	
"10/30/2016 02:00'00"	"42673.0833333333"	"  13.2000"	"  17.4000"	""	""	""	""	""	""	
"10/30/2016 02:10'00"	"42673.0902777778"	"  13.2000"	"  17.4000"	""	""	""	""	""	""	
"10/30/2016 02:20'00"	"42673.0972222222"	"  13.2000"	"  17.3000"	""	""	""	""	""	""	
"10/30/2016 02:30'00"	"42673.1041666667"	"  13.5000"	"  17.3000"	""	""	""	""	""	""	
"10/30/2016 02:40'00"	"42673.1111111111"	"  13.5000"	"  17.3000"	""	""	""	""	""	""	
"10/30/2016 02:50'00"	"42673.1180555556"	"  13.3000"	"  17.3000"	""	""	""	""	""	""	
"10/30/2016 03:00'00"	"42673.1250000000"	"  13.5000"	"  17.2000"	""	""	""	""	""	""	
"10/30/2016 03:10'00"	"42673.1319444444"	"  13.5000"	"  17.2000"	""	""	""	""	""	""	
"10/30/2016 03:20'00"	"42673.1388888889"	"  13.2000"	"  17.2000"	""	""	""	""	""	""	
"10/30/2016 03:30'00"	"42673.1458333333"	"  13.2000"	"  17.2000"	""	""	""	""	""	""	
"10/30/2016 03:40'00"	"42673.1527777778"	"  13.4000"	"  17.2000"	""	""	""	""	""	""	
"10/30/2016 03:50'00"	"42673.1597222222"	"  12.8000"	"  17.1000"	""	""	""	""	""	""	
"10/30/2016 04:00'00"	"42673.1666666667"	"  13.2000"	"  17.1000"	""	""	""	""	""	""	
"10/30/2016 04:10'00"	"42673.1736111111"	"  12.6000"	"  17.1000"	""	""	""	""	""	""	
"10/30/2016 04:20'00"	"42673.1805555556"	"  12.8000"	"  17.1000"	""	""	""	""	""	""	
"10/30/2016 04:30'00"	"42673.1875000000"	"  12.7000"	"  17.0000"	""	""	""	""	""	""	
"10/30/2016 04:40'00"	"42673.1944444444"	"  12.6000"	"  17.0000"	""	""	""	""	""	""	
"10/30/2016 04:50'00"	"42673.2013888889"	"  12.8000"	"  17.0000"	""	""	""	""	""	""	
"10/30/2016 05:00'00"	"42673.2083333333"	"  12.5000"	"  17.0000"	""	""	""	""	""	""	
"10/30/2016 05:10'00"	"42673.2152777778"	"  12.2000"	"  16.9000"	""	""	""	""	""	""	
"10/30/2016 05:20'00"	"42673.2222222222"	"  12.1000"	"  16.9000"	""	""	""	""	""	""	
"10/30/2016 05:30'00"	"42673.2291666667"	"  12.2000"	"  16.9000"	""	""	""	""	""	""	
"10/30/2016 05:40'00"	"42673.2361111111"	"  12.4000"	"  16.9000"	""	""	""	""	""	""	
"10/30/2016 05:50'00"	"42673.2430555556"	"  12.4000"	"  16.8000"	""	""	""	""	""	""	
"10/30/2016 06:00'00"	"42673.2500000000"	"  12.8000"	"  16.8000"	""	""	""	""	""	""	
"10/30/2016 06:10'00"	"42673.2569444444"	"  12.6000"	"  16.8000"	""	""	""	""	""	""	
"10/30/2016 06:20'00"	"42673.2638888889"	"  12.6000"	"  16.8000"	""	""	""	""	""	""	
"10/30/2016 06:30'00"	"42673.2708333333"	"  12.7000"	"  16.8000"	""	""	""	""	""	""	
"10/30/2016 06:40'00"	"42673.2777777778"	"  13.1000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 06:50'00"	"42673.2847222222"	"  12.8000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 07:00'00"	"42673.2916666667"	"  12.8000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 07:10'00"	"42673.2986111111"	"  13.3000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 07:20'00"	"42673.3055555556"	"  13.6000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 07:30'00"	"42673.3125000000"	"  13.8000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 07:40'00"	"42673.3194444444"	"  14.2000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 07:50'00"	"42673.3263888889"	"  14.5000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 08:00'00"	"42673.3333333333"	"  14.0000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 08:10'00"	"42673.3402777778"	"  14.5000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 08:20'00"	"42673.3472222222"	"  14.9000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 08:30'00"	"42673.3541666667"	"  16.2000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 08:40'00"	"42673.3611111111"	"  17.0000"	"  16.7000"	""	""	""	""	""	""	
"10/30/2016 08:50'00"	"42673.3680555556"	"  16.6000"	"  16.8000"	""	""	""	""	""	""	
"10/30/2016 09:00'00"	"42673.3750000000"	"  16.2000"	"  16.8000"	""	""	""	""	""	""	
"10/30/2016 09:10'00"	"42673.3819444444"	"  16.0000"	"  17.0000"	""	""	""	""	""	""	
"10/30/2016 09:20'00"	"42673.3888888889"	"  18.0000"	"  17.4000"	""	""	""	""	""	""	
"10/30/2016 09:30'00"	"42673.3958333333"	"  17.6000"	"  17.8000"	""	""	""	""	""	""	
"10/30/2016 09:40'00"	"42673.4027777778"	"  17.8000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 09:50'00"	"42673.4097222222"	"  17.7000"	"  18.3000"	""	""	""	""	""	""	
"10/30/2016 10:00'00"	"42673.4166666667"	"  18.0000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 10:10'00"	"42673.4236111111"	"  19.0000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 10:20'00"	"42673.4305555556"	"  20.5000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 10:30'00"	"42673.4375000000"	"  21.7000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 10:40'00"	"42673.4444444444"	"  21.3000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 10:50'00"	"42673.4513888889"	"  20.9000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 11:00'00"	"42673.4583333333"	"  20.9000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 11:10'00"	"42673.4652777778"	"  21.7000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 11:20'00"	"42673.4722222222"	"  24.1000"	"  18.3000"	""	""	""	""	""	""	
"10/30/2016 11:30'00"	"42673.4791666667"	"  24.5000"	"  18.3000"	""	""	""	""	""	""	
"10/30/2016 11:40'00"	"42673.4861111111"	"  26.0000"	"  18.3000"	""	""	""	""	""	""	
"10/30/2016 11:50'00"	"42673.4930555556"	"  25.2000"	"  18.4000"	""	""	""	""	""	""	
"10/30/2016 12:00'00"	"42673.5000000000"	"  25.7000"	"  18.5000"	""	""	""	""	""	""	
"10/30/2016 12:10'00"	"42673.5069444444"	"  23.3000"	"  18.6000"	""	""	""	""	""	""	
"10/30/2016 12:20'00"	"42673.5138888889"	"  25.6000"	"  18.7000"	""	""	""	""	""	""	
"10/30/2016 12:30'00"	"42673.5208333333"	"  25.3000"	"  18.7000"	""	""	""	""	""	""	
"10/30/2016 12:40'00"	"42673.5277777778"	"  25.1000"	"  18.8000"	""	""	""	""	""	""	
"10/30/2016 12:50'00"	"42673.5347222222"	"  24.9000"	"  18.9000"	""	""	""	""	""	""	
"10/30/2016 13:00'00"	"42673.5416666667"	"  25.0000"	"  19.0000"	""	""	""	""	""	""	
"10/30/2016 13:10'00"	"42673.5486111111"	"  25.0000"	"  19.0000"	""	""	""	""	""	""	
"10/30/2016 13:20'00"	"42673.5555555556"	"  24.5000"	"  19.0000"	""	""	""	""	""	""	
"10/30/2016 13:30'00"	"42673.5625000000"	"  23.7000"	"  19.1000"	""	""	""	""	""	""	
"10/30/2016 13:40'00"	"42673.5694444444"	"  24.2000"	"  19.1000"	""	""	""	""	""	""	
"10/30/2016 13:50'00"	"42673.5763888889"	"  23.4000"	"  19.2000"	""	""	""	""	""	""	
"10/30/2016 14:00'00"	"42673.5833333333"	"  21.4000"	"  19.2000"	""	""	""	""	""	""	
"10/30/2016 14:10'00"	"42673.5902777778"	"  20.8000"	"  19.2000"	""	""	""	""	""	""	
"10/30/2016 14:20'00"	"42673.5972222222"	"  22.9000"	"  19.2000"	""	""	""	""	""	""	
"10/30/2016 14:30'00"	"42673.6041666667"	"  20.7000"	"  19.2000"	""	""	""	""	""	""	
"10/30/2016 14:40'00"	"42673.6111111111"	"  21.6000"	"  19.2000"	""	""	""	""	""	""	
"10/30/2016 14:50'00"	"42673.6180555556"	"  19.8000"	"  19.2000"	""	""	""	""	""	""	
"10/30/2016 15:00'00"	"42673.6250000000"	"  19.7000"	"  19.1000"	""	""	""	""	""	""	
"10/30/2016 15:10'00"	"42673.6319444444"	"  19.5000"	"  19.1000"	""	""	""	""	""	""	
"10/30/2016 15:20'00"	"42673.6388888889"	"  19.3000"	"  19.1000"	""	""	""	""	""	""	
"10/30/2016 15:30'00"	"42673.6458333333"	"  18.9000"	"  19.0000"	""	""	""	""	""	""	
"10/30/2016 15:40'00"	"42673.6527777778"	"  18.2000"	"  19.0000"	""	""	""	""	""	""	
"10/30/2016 15:50'00"	"42673.6597222222"	"  18.0000"	"  19.0000"	""	""	""	""	""	""	
"10/30/2016 16:00'00"	"42673.6666666667"	"  17.9000"	"  18.9000"	""	""	""	""	""	""	
"10/30/2016 16:10'00"	"42673.6736111111"	"  17.1000"	"  18.9000"	""	""	""	""	""	""	
"10/30/2016 16:20'00"	"42673.6805555556"	"  16.6000"	"  18.8000"	""	""	""	""	""	""	
"10/30/2016 16:30'00"	"42673.6875000000"	"  16.0000"	"  18.8000"	""	""	""	""	""	""	
"10/30/2016 16:40'00"	"42673.6944444444"	"  15.2000"	"  18.7000"	""	""	""	""	""	""	
"10/30/2016 16:50'00"	"42673.7013888889"	"  15.1000"	"  18.6000"	""	""	""	""	""	""	
"10/30/2016 17:00'00"	"42673.7083333333"	"  14.7000"	"  18.6000"	""	""	""	""	""	""	
"10/30/2016 17:10'00"	"42673.7152777778"	"  14.7000"	"  18.5000"	""	""	""	""	""	""	
"10/30/2016 17:20'00"	"42673.7222222222"	"  14.6000"	"  18.4000"	""	""	""	""	""	""	
"10/30/2016 17:30'00"	"42673.7291666667"	"  14.6000"	"  18.3000"	""	""	""	""	""	""	
"10/30/2016 17:40'00"	"42673.7361111111"	"  14.4000"	"  18.3000"	""	""	""	""	""	""	
"10/30/2016 17:50'00"	"42673.7430555556"	"  14.4000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 18:00'00"	"42673.7500000000"	"  13.1000"	"  18.2000"	""	""	""	""	""	""	
"10/30/2016 18:10'00"	"42673.7569444444"	"  12.5000"	"  18.1000"	""	""	""	""	""	""	
"10/30/2016 18:20'00"	"42673.7638888889"	"  12.6000"	"  18.1000"	""	""	""	""	""	""	
"10/30/2016 18:30'00"	"42673.7708333333"	"  12.6000"	"  18.0000"	""	""	""	""	""	""	
"10/30/2016 18:40'00"	"42673.7777777778"	"  11.9000"	"  18.0000"	""	""	""	""	""	""	
"10/30/2016 18:50'00"	"42673.7847222222"	"  11.4000"	"  17.9000"	""	""	""	""	""	""	
"10/30/2016 19:00'00"	"42673.7916666667"	"  11.3000"	"  17.8000"	""	""	""	""	""	""	
"10/30/2016 19:10'00"	"42673.7986111111"	"  11.7000"	"  17.7000"	""	""	""	""	""	""	
"10/30/2016 19:20'00"	"42673.8055555556"	"  11.1000"	"  17.7000"	""	""	""	""	""	""	
"10/30/2016 19:30'00"	"42673.8125000000"	"  10.7000"	"  17.6000"	""	""	""	""	""	""	
"10/30/2016 19:40'00"	"42673.8194444444"	"  10.4000"	"  17.5000"	""	""	""	""	""	""	
"10/30/2016 19:50'00"	"42673.8263888889"	"  10.8000"	"  17.5000"	""	""	""	""	""	""	
"10/30/2016 20:00'00"	"42673.8333333333"	"  11.0000"	"  17.4000"	""	""	""	""	""	""	
"10/30/2016 20:10'00"	"42673.8402777778"	"  11.7000"	"  17.3000"	""	""	""	""	""	""	
"10/30/2016 20:20'00"	"42673.8472222222"	"  11.4000"	"  17.3000"	""	""	""	""	""	""	
"10/30/2016 20:30'00"	"42673.8541666667"	"  11.5000"	"  17.2000"	""	""	""	""	""	""	
"10/30/2016 20:40'00"	"42673.8611111111"	"  11.4000"	"  17.2000"	""	""	""	""	""	""	
"10/30/2016 20:50'00"	"42673.8680555556"	"  11.2000"	"  17.2000"	""	""	""	""	""	""	
"10/30/2016 21:00'00"	"42673.8750000000"	"  11.4000"	"  17.1000"	""	""	""	""	""	""	
"10/30/2016 21:10'00"	"42673.8819444444"	"  11.6000"	"  17.1000"	""	""	""	""	""	""	
"10/30/2016 21:20'00"	"42673.8888888889"	"  11.7000"	"  17.0000"	""	""	""	""	""	""	
"10/30/2016 21:30'00"	"42673.8958333333"	"  11.5000"	"  17.0000"	""	""	""	""	""	""	
"10/30/2016 21:40'00"	"42673.9027777778"	"  11.5000"	"  16.9000"	""	""	""	""	""	""	
